DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,Arrest,LarcenyCode,FID
2020/03/28 04:00:00+00,300,640,800 MILTON AV     ,LARCENY, ,,From Motor Vehicle,2768
2020/03/29 04:00:00+00,1900,700,1300 COURT ST     ,LARCENY, ,,From Motor Vehicle,2769
2020/03/30 04:00:00+00,1500,1015,300 S  WARREN ST     ,LARCENY, ,,From Motor Vehicle,2770
2020/03/30 04:00:00+00,900,1545,100 NORWOOD AV     ,LARCENY, ,,From Motor Vehicle,2771
2020/03/30 04:00:00+00,1,2,200 HAMPTON RD     ,LARCENY, ,,From Motor Vehicle,2772
2020/04/01 04:00:00+00,1200,900,1600 SALT SPRINGS RD     ,LARCENY, ,,From Motor Vehicle,2773
2020/04/01 04:00:00+00,1800,1930,500 DEWITT ST     ,LARCENY, ,,From Motor Vehicle,2774
2020/04/02 04:00:00+00,1502,1502,300 LEXINGTON AV     ,MV THEFT, ,Yes,From Motor Vehicle,2775
2020/04/02 04:00:00+00,1622,1622,200 W  PLEASANT ST     ,LARCENY, ,,From Motor Vehicle,2776
2020/04/02 04:00:00+00,2239,2239,500 S  STATE ST     ,LARCENY, ,Yes,From Motor Vehicle,2777
2020/04/04 04:00:00+00,1900,1800,400 STOLP AV     ,LARCENY, ,,From Motor Vehicle,2778
2020/04/04 04:00:00+00,1525,1525,200 EUCLID ST     ,LARCENY, ,,From Motor Vehicle,2779
2020/04/05 04:00:00+00,330,1100,300 SCHUYLER ST     ,LARCENY, ,,From Motor Vehicle,2780
2020/04/06 04:00:00+00,1400,900,500 W  FAYETTE ST     ,LARCENY, ,,From Motor Vehicle,2781
2020/04/07 04:00:00+00,700,700,400 GIFFORD ST     ,LARCENY, ,,From Motor Vehicle,2782
2020/04/07 04:00:00+00,1036,1036,400 DOUGLAS ST     ,LARCENY, ,,From Motor Vehicle,2783
2020/04/08 04:00:00+00,2000,1230,3000 ERIE BLVD E ,LARCENY, ,,From Motor Vehicle,2784
2020/04/08 04:00:00+00,2230,2259,200 HIXSON AV     ,LARCENY, ,,From Motor Vehicle,2785
2020/04/08 04:00:00+00,0,1600,1200 WESTCOTT ST     ,LARCENY, ,,From Motor Vehicle,2786
2020/04/08 04:00:00+00,2200,600,1200 WESTCOTT ST     ,LARCENY, ,,From Motor Vehicle,2787
2020/04/10 04:00:00+00,2000,800,200 SEVENTH NORTH ST     ,LARCENY, ,,From Motor Vehicle,2788
2020/06/20 04:00:00+00,1915,1130,900 JAMES ST     ,LARCENY, ,,From Motor Vehicle,2789
2020/06/21 04:00:00+00,0,900,100 LILAC ST     ,LARCENY, ,,From Motor Vehicle,2790
2020/06/21 04:00:00+00,1700,1800,200 E  ONONDAGA ST     ,LARCENY, ,,From Motor Vehicle,2791
2020/06/22 04:00:00+00,1755,1755,600 CARBON ST     ,LARCENY, ,,From Motor Vehicle,2792
2020/06/22 04:00:00+00,1802,1802,700 LIVINGSTON AVE    ,LARCENY, ,,From Motor Vehicle,2793
2020/06/22 04:00:00+00,1821,1821,200 MEADOWBROOK DR     ,LARCENY, ,,From Motor Vehicle,2794
2020/06/23 04:00:00+00,943,943,1300 OAK ST     ,LARCENY, ,,From Motor Vehicle,2795
2020/06/23 04:00:00+00,947,947,100 COLERIDGE AVE    ,LARCENY, ,,From Motor Vehicle,2796
2020/06/23 04:00:00+00,949,949,100 PHILLIPS RD     ,LARCENY, ,,From Motor Vehicle,2797
2020/06/23 04:00:00+00,956,956,800 SUMNER AVE    ,LARCENY, ,,From Motor Vehicle,2798
2020/06/23 04:00:00+00,1024,1024,1000 JAMES ST     ,LARCENY, ,,From Motor Vehicle,2799
2020/06/24 04:00:00+00,1900,2040,200 ERIE ST     ,LARCENY, ,,From Motor Vehicle,2800
2020/02/06 05:00:00+00,800,1008,1800 S  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2801
2020/02/06 05:00:00+00,1410,1410,1300 S  STATE ST     ,MV THEFT, ,,Motor Vehicle,2802
2020/02/08 05:00:00+00,200,800,400 FITCH ST     ,MV THEFT, ,,Motor Vehicle,2803
2020/02/10 05:00:00+00,1320,1320,600 N  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2804
2020/02/11 05:00:00+00,1458,1500,800 PARK ST     ,MV THEFT, ,,Motor Vehicle,2805
2020/02/15 05:00:00+00,949,949,100 LAWRENCE ST     ,LARCENY, ,,Motor Vehicle,2806
2020/02/15 05:00:00+00,330,1330,200 KELLOGG ST     ,LARCENY, ,,Motor Vehicle,2807
2020/02/15 05:00:00+00,2100,2100,300 RICHMOND AV     ,MV THEFT, ,,Motor Vehicle,2808
2020/02/16 05:00:00+00,2355,2355,300 S  GEDDES ST     ,MV THEFT, ,,Motor Vehicle,2809
2020/02/16 05:00:00+00,400,900,200 IVY RIDGE RD     ,MV THEFT, ,,Motor Vehicle,2810
2020/02/17 05:00:00+00,916,916,1400 PARK ST     ,MV THEFT, ,,Motor Vehicle,2811
2020/02/18 05:00:00+00,1610,1610,200 N  BEECH ST     ,MV THEFT, ,,Motor Vehicle,2812
2020/02/18 05:00:00+00,1800,2025,100 PARKSIDE AV     ,MV THEFT, ,,Motor Vehicle,2813
2020/02/19 05:00:00+00,240,240,1000 SUNNYCREST RD     ,MV THEFT, ,,Motor Vehicle,2814
2020/02/19 05:00:00+00,1900,715,300 AUDUBON PKWY   ,MV THEFT, ,,Motor Vehicle,2815
2020/02/21 05:00:00+00,1900,1900,1 DESTINY USA DR,MV THEFT, ,,Motor Vehicle,2816
2020/02/23 05:00:00+00,1526,1526,700 LEMOYNE AV     ,MV THEFT, ,Yes,Motor Vehicle,2817
2020/02/23 05:00:00+00,1100,1100,1300 BUTTERNUT ST     ,MV THEFT, ,,Motor Vehicle,2818
2020/02/24 05:00:00+00,505,505,700 CATHERINE ST     ,MV THEFT, ,,Motor Vehicle,2819
2020/02/24 05:00:00+00,2000,1000,500 ROWLAND ST     ,MV THEFT, ,,Motor Vehicle,2820
2020/02/24 05:00:00+00,1430,1442,1300 BUTTERNUT ST     ,MV THEFT, ,Yes,Motor Vehicle,2821
2020/02/25 05:00:00+00,158,158,200 BRYANT AV     ,MV THEFT, ,Yes,Motor Vehicle,2822
2020/02/25 05:00:00+00,1330,1330,2500 GRANT BLVD   ,MV THEFT, ,,Motor Vehicle,2823
2020/03/22 04:00:00+00,2015,2015,100 BALLANTYNE RD     ,MV THEFT, ,,Motor Vehicle,2824
2020/02/25 05:00:00+00,2330,2330,1400 N  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2825
2020/02/26 05:00:00+00,800,805,300 TULLY ST     ,MV THEFT, ,,Motor Vehicle,2826
2020/02/26 05:00:00+00,1800,1800,600 S  GEDDES ST     ,MV THEFT, ,,Motor Vehicle,2827
2020/02/26 05:00:00+00,1930,2130,100 JOSEPHINE ST     ,MV THEFT, ,,Motor Vehicle,2828
2020/02/26 05:00:00+00,2325,2330,1100 WOLF ST     ,MV THEFT, ,Yes,Motor Vehicle,2829
2020/02/27 05:00:00+00,1058,1058,200 W  BRIGHTON AV     ,MV THEFT, ,,Motor Vehicle,2830
2020/02/28 05:00:00+00,1830,1850,800 VALLEY DR     ,MV THEFT, ,,Motor Vehicle,2831
2020/02/28 05:00:00+00,2100,2200,2400 ERIE BLVD E ,MV THEFT, ,,Motor Vehicle,2832
2020/02/29 05:00:00+00,226,226,100 HATCH ST     ,MV THEFT, ,,Motor Vehicle,2833
2020/02/29 05:00:00+00,2118,2118,1 DESTINY USA DR,MV THEFT, ,,Motor Vehicle,2834
2020/03/01 05:00:00+00,1545,1545,4500 S  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2835
2020/03/01 05:00:00+00,1830,1830,200 HERALD PL     ,MV THEFT, ,,Motor Vehicle,2836
2020/03/03 05:00:00+00,1200,1759,1400 W  ONONDAGA ST     ,MV THEFT, ,,Motor Vehicle,2837
2020/03/05 05:00:00+00,2100,33,100 STEUBEN ST     ,MV THEFT, ,Yes,Motor Vehicle,2838
2020/03/05 05:00:00+00,2200,2200,1200 MILTON AV     ,MV THEFT, ,,Motor Vehicle,2839
2020/03/07 05:00:00+00,1815,1818,200 ASH ST     ,MV THEFT, ,,Motor Vehicle,2840
2020/03/08 05:00:00+00,2155,2155,500 BELLEVUE AV     ,MV THEFT, ,,Motor Vehicle,2841
2020/03/10 04:00:00+00,100,550,500 LEMOYNE AV     ,MV THEFT, ,,Motor Vehicle,2842
2020/03/10 04:00:00+00,1200,1200,800 N  CLINTON ST     ,MV THEFT, ,,Motor Vehicle,2843
2020/03/11 04:00:00+00,1630,3,400 SHONNARD ST     ,MV THEFT, ,Yes,Motor Vehicle,2844
2020/03/11 04:00:00+00,2030,2030,200 MARGUERITE AV     ,ROBBERY, ,Yes,Motor Vehicle,2845
2020/03/14 04:00:00+00,2240,2240,3800 S  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2846
2020/03/16 04:00:00+00,1000,1000,1600 HAWLEY AV     ,MV THEFT, ,,Motor Vehicle,2847
2020/03/18 04:00:00+00,1049,1049,600 PARK AV     ,MV THEFT, ,Yes,Motor Vehicle,2848
2020/03/18 04:00:00+00,1500,1500,100 MERRIMAN AV     ,MV THEFT, ,,Motor Vehicle,2849
2020/03/20 04:00:00+00,2330,130,1300 S  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2850
2020/03/22 04:00:00+00,2300,1200,100 DORWIN AV     ,MV THEFT, ,,Motor Vehicle,2851
2020/10/05 04:00:00+00,1900,700,900 HIAWATHA BLVD   ,LARCENY, ,,From Motor Vehicle,2852
2020/01/03 05:00:00+00,1700,1600,100 AMHERST AV     ,MV THEFT, ,,Motor Vehicle,2853
2020/06/23 04:00:00+00,2100,840,100 DOLL PKWY   ,MV THEFT, ,Yes,Motor Vehicle,2854
2020/05/15 04:00:00+00,1400,1400,600 W  GENESEE ST     ,MV THEFT, ,Yes,Motor Vehicle,2855
2020/11/24 05:00:00+00,1,900,200 PATTISON ST     ,BURGLARY, ,Yes,From Motor Vehicle,2856
2020/10/23 04:00:00+00,1610,1655,100 DICKERSON ST     ,LARCENY, ,,From Motor Vehicle,2857
2020/01/04 05:00:00+00,1958,1958,1200 BURNET AV     ,MV THEFT, ,,Motor Vehicle,2858
2020/03/24 04:00:00+00,1800,1130,100 PARKSIDE AV     ,MV THEFT, ,,Motor Vehicle,2859
2020/05/15 04:00:00+00,1622,1622,100 N  GEDDES ST     ,MV THEFT, ,Yes,Motor Vehicle,2860
2020/06/23 04:00:00+00,2030,900,200 BRATTLE RD     ,MV THEFT, ,Yes,Motor Vehicle,2861
2020/10/23 04:00:00+00,2100,800,900 LANCASTER AV     ,LARCENY, ,,From Motor Vehicle,2862
2020/10/05 04:00:00+00,1933,1933,300 TULLY ST     ,LARCENY, ,Yes,From Motor Vehicle,2863
2020/11/27 05:00:00+00,2100,525,2100 MIDLAND AV     ,LARCENY, ,,From Motor Vehicle,2864
2020/01/05 05:00:00+00,350,350,1400 S  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2865
2020/03/25 04:00:00+00,1900,700,200 MATHER ST     ,MV THEFT, ,,Motor Vehicle,2866
2020/05/15 04:00:00+00,2214,2214,500 CARBON ST     ,AGGRAVATED ASSAULT, ,Yes,Motor Vehicle,2867
2020/06/23 04:00:00+00,1500,1500,1500 N  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2868
2020/10/24 04:00:00+00,1500,140,200 W  JEFFERSON ST     ,LARCENY, ,,From Motor Vehicle,2869
2020/10/05 04:00:00+00,2030,730,300 MIDLAND AV     ,LARCENY, ,,From Motor Vehicle,2870
2020/11/27 05:00:00+00,0,1200,100 JAMESVILLE AV     ,LARCENY, ,,From Motor Vehicle,2871
2020/01/05 05:00:00+00,938,938,0         ,MV THEFT, ,,Motor Vehicle,2872
2020/03/26 04:00:00+00,240,240,1800 E  FAYETTE ST     ,MV THEFT, ,,Motor Vehicle,2873
2020/05/18 04:00:00+00,2100,2100,300 WARNER AV     ,MV THEFT, ,,Motor Vehicle,2874
2020/06/24 04:00:00+00,800,2034,1200 W  GENESEE ST     ,MV THEFT, ,Yes,Motor Vehicle,2875
2020/10/25 04:00:00+00,100,800,700 SPRING ST     ,LARCENY, ,,From Motor Vehicle,2876
2020/10/05 04:00:00+00,2200,1230,1200 MADISON ST     ,LARCENY, ,,From Motor Vehicle,2877
2020/11/28 05:00:00+00,1030,2130,1 DESTINY USA DR,LARCENY, ,,From Motor Vehicle,2878
2020/01/05 05:00:00+00,1557,1131,1700 GRANT BLVD   ,MV THEFT, ,Yes,Motor Vehicle,2879
2020/03/26 04:00:00+00,610,620,1100 N  TOWNSEND ST     ,MV THEFT, ,,Motor Vehicle,2880
2020/03/26 04:00:00+00,2000,710,1000 JAMES ST     ,MV THEFT, ,,Motor Vehicle,2881
2020/03/26 04:00:00+00,1000,1000,100 MARY ST     ,MV THEFT, ,,Motor Vehicle,2882
2020/03/27 04:00:00+00,610,617,2700 JAMES ST     ,MV THEFT, ,,Motor Vehicle,2883
2020/03/27 04:00:00+00,2140,431,100 SHOTWELL PARK   ,MV THEFT, ,,Motor Vehicle,2884
2020/03/28 04:00:00+00,1920,1924,1600 W  GENESEE ST     ,MV THEFT, ,,Motor Vehicle,2885
2020/03/30 04:00:00+00,1600,1600,1000 COL EILEEN COLLINS BLVD   ,MV THEFT, ,,Motor Vehicle,2886
2020/04/05 04:00:00+00,0,700,300 SCHUYLER ST     ,MV THEFT, ,,Motor Vehicle,2887
2020/04/07 04:00:00+00,1500,1500,600 W  GENESEE ST     ,MV THEFT, ,Yes,Motor Vehicle,2888
2020/04/09 04:00:00+00,1600,1430,1800 S  SALINA ST     ,MV THEFT, ,,Motor Vehicle,2889
2020/04/11 04:00:00+00,400,2000,200 LAFAYETTE RD     ,MV THEFT, ,,Motor Vehicle,2890
2020/04/11 04:00:00+00,1345,2030,200 LAFAYETTE RD     ,MV THEFT, ,,Motor Vehicle,2891
2020/04/12 04:00:00+00,650,657,200 HUDSON ST     ,BURGLARY, ,,Motor Vehicle,2892
2020/04/12 04:00:00+00,1530,1200,100 LAFAYETTE RD     ,MV THEFT, ,,Motor Vehicle,2893
2020/04/13 04:00:00+00,1722,1722,900 W  GENESEE ST     ,MV THEFT, ,Yes,Motor Vehicle,2894
2020/04/18 04:00:00+00,2030,7,100 LINCOLN AV     ,MV THEFT, ,,Motor Vehicle,2895
2020/04/18 04:00:00+00,1200,1759,200 KELLOGG ST     ,MV THEFT, ,,Motor Vehicle,2896
2020/04/19 04:00:00+00,1930,615,600 HAZELWOOD AV     ,MV THEFT, ,,Motor Vehicle,2897
2020/04/19 04:00:00+00,1808,1812,100 NEUTRAL CT     ,MV THEFT, ,,Motor Vehicle,2898
2020/04/20 04:00:00+00,2130,1300,300 MARTIN LUTHER KING        ,MV THEFT, ,,Motor Vehicle,2899
2020/04/21 04:00:00+00,830,847,1900 E  FAYETTE ST     ,MV THEFT, ,Yes,Motor Vehicle,2900
2020/04/22 04:00:00+00,1117,1117,400 BEAR ST     ,MV THEFT, ,Yes,Motor Vehicle,2901
2020/04/22 04:00:00+00,1400,1400,400 CANNON ST     ,MV THEFT, ,,Motor Vehicle,2902
2020/04/24 04:00:00+00,2225,2225,600 2ND NORTH ST     ,MV THEFT, ,,Motor Vehicle,2903
2020/04/25 04:00:00+00,1700,1700,300 BURNET AV     ,MV THEFT, ,,Motor Vehicle,2904
2020/04/28 04:00:00+00,2230,430,300 SUNSET AV     ,MV THEFT, ,Yes,Motor Vehicle,2905
2020/04/28 04:00:00+00,1537,1537,100 DUDLEY ST     ,MV THEFT, ,,Motor Vehicle,2906
2020/04/29 04:00:00+00,600,600,1400 LODI ST     ,MV THEFT, ,,Motor Vehicle,2907
2020/04/29 04:00:00+00,700,1114,200 BURNS AV     ,MV THEFT, ,,Motor Vehicle,2908
2020/05/01 04:00:00+00,1445,1445,1200 BURNET AV     ,MV THEFT, ,,Motor Vehicle,2909
2020/05/01 04:00:00+00,1445,1445,1200 BURNET AV     ,MV THEFT, ,,Motor Vehicle,2910
2020/05/02 04:00:00+00,1849,1849,200 SABINE ST     ,MV THEFT, ,,Motor Vehicle,2911
2020/05/04 04:00:00+00,400,400,600 HAZELWOOD AV     ,MV THEFT, ,Yes,Motor Vehicle,2912
2020/05/04 04:00:00+00,800,800,200 W  BORDEN AV     ,MV THEFT, ,,Motor Vehicle,2913
2020/05/05 04:00:00+00,1500,1530,1200 WILLIS AV     ,MV THEFT, ,,Motor Vehicle,2914
2020/05/05 04:00:00+00,900,900,1400 BUTTERNUT ST     ,MV THEFT, ,,Motor Vehicle,2915
2020/05/06 04:00:00+00,1900,830,300 COURT ST     ,MV THEFT, ,,Motor Vehicle,2916
2020/05/08 04:00:00+00,2200,2200,100 TYLER CT     ,MV THEFT, ,,Motor Vehicle,2917
2020/05/09 04:00:00+00,330,330,1300 N  STATE ST     ,MV THEFT, ,Yes,Motor Vehicle,2918
2020/05/10 04:00:00+00,237,237,300 VALLEY DR     ,MV THEFT, ,Yes,Motor Vehicle,2919
2020/05/11 04:00:00+00,2000,700,1000 MADISON ST     ,LARCENY, ,,Motor Vehicle,2920
2020/05/11 04:00:00+00,2309,2309,400 7TH NORTH ST     ,LARCENY,A,,Motor Vehicle,2921
2020/05/12 04:00:00+00,2200,800,300 BURNET AV     ,LARCENY, ,,Motor Vehicle,2922
2020/05/14 04:00:00+00,130,130,300 PARK ST     ,AGGRAVATED ASSAULT, ,Yes,Motor Vehicle,2923
2020/05/14 04:00:00+00,1545,1545,1000 COL EILEEN COLLINS BLVD   ,MV THEFT, ,,Motor Vehicle,2924
2020/05/15 04:00:00+00,417,417,700 LODI ST     ,MV THEFT, ,Yes,Motor Vehicle,2925
2020/10/25 04:00:00+00,1457,1457,1000 W  GENESEE ST     ,LARCENY, ,,From Motor Vehicle,2926
2020/06/25 04:00:00+00,1132,1132,200 N  STATE ST     ,MV THEFT, ,Yes,Motor Vehicle,2927
2020/01/05 05:00:00+00,2330,2330,500 S  CROUSE AV     ,MV THEFT, ,,Motor Vehicle,2928
2020/10/05 04:00:00+00,700,1600,600 PARK AV     ,LARCENY, ,,From Motor Vehicle,2929
2020/10/25 04:00:00+00,900,1200,200 NORTH AV     ,LARCENY, ,,From Motor Vehicle,2930
2020/11/29 05:00:00+00,0,1500,100 SPRING ST     ,LARCENY, ,,From Motor Vehicle,2931
2020/06/25 04:00:00+00,1641,1641,400 ELLIS ST     ,MV THEFT, ,Yes,Motor Vehicle,2932
2020/01/07 05:00:00+00,1325,1325,100 S  COLLINGWOOD AV     ,MV THEFT, ,,Motor Vehicle,2933
2020/10/07 04:00:00+00,2230,2245,700 S  BEECH ST     ,LARCENY, ,,From Motor Vehicle,2934
2020/10/07 04:00:00+00,2130,830,200 HAWLEY AV     ,LARCENY, ,,From Motor Vehicle,2935
2020/10/08 04:00:00+00,2030,2200,100 E  FAYETTE ST     ,LARCENY, ,,From Motor Vehicle,2936
2020/10/09 04:00:00+00,1551,1551,600 E  DIVISION ST     ,MV THEFT, ,,From Motor Vehicle,2937
2020/10/09 04:00:00+00,1300,1530,500 SOLAR ST     ,LARCENY, ,,From Motor Vehicle,2938
2020/10/10 04:00:00+00,1000,1245,500 SOLAR ST     ,LARCENY, ,,From Motor Vehicle,2939
2020/10/11 04:00:00+00,430,430,900 E  BRIGHTON AV     ,LARCENY, ,,From Motor Vehicle,2940
2020/10/11 04:00:00+00,1157,1157,1000 HARRISON ST     ,LARCENY, ,,From Motor Vehicle,2941
2020/10/11 04:00:00+00,1000,1200,700 JAMES ST     ,LARCENY, ,,From Motor Vehicle,2942
2020/10/11 04:00:00+00,2200,2200,100 HUTCHINSON AV     ,LARCENY, ,,From Motor Vehicle,2943
2020/10/11 04:00:00+00,2230,2230,800 W  BELDEN AV     ,LARCENY, ,,From Motor Vehicle,2944
2020/10/11 04:00:00+00,200,1026,300 SHERWOOD AV     ,LARCENY, ,,From Motor Vehicle,2945
2020/10/11 04:00:00+00,920,1028,400 THURBER ST     ,LARCENY, ,,From Motor Vehicle,2946
2020/10/11 04:00:00+00,2215,1029,300 MONTGOMERY ST     ,LARCENY, ,,From Motor Vehicle,2947
2020/10/11 04:00:00+00,2145,1033,100 MOSLEY DR     ,LARCENY, ,,From Motor Vehicle,2948
2020/10/11 04:00:00+00,740,1035,100 COMSTOCK AVE    ,LARCENY, ,,From Motor Vehicle,2949
2020/10/11 04:00:00+00,0,1038,100 MARTIN ST     ,LARCENY, ,,From Motor Vehicle,2950
2020/10/11 04:00:00+00,2210,1040,300 MONTGOMERY ST     ,LARCENY, ,,From Motor Vehicle,2951
2020/10/11 04:00:00+00,334,1104,300 BUCKINGHAM AVE    ,LARCENY, ,,From Motor Vehicle,2952
2020/10/11 04:00:00+00,1130,1105,0 PRESIDENTIAL PLZ    ,LARCENY, ,,From Motor Vehicle,2953
2020/10/13 04:00:00+00,0,0,500 KIRKPATRICK ST     ,LARCENY, ,,From Motor Vehicle,2954
2020/10/14 04:00:00+00,1804,1804,400 W  BEARD AV     ,LARCENY, ,,From Motor Vehicle,2955
2020/10/15 04:00:00+00,0,730,1600 W  COLVIN ST     ,LARCENY, ,,From Motor Vehicle,2956
2020/10/15 04:00:00+00,250,300,100 CULBERT ST     ,LARCENY, ,,From Motor Vehicle,2957
2020/10/15 04:00:00+00,418,418,1500 BURNET AL     ,LARCENY, ,,From Motor Vehicle,2958
2020/10/16 04:00:00+00,2200,830,200 PARRISH LN     ,LARCENY, ,,From Motor Vehicle,2959
2020/10/16 04:00:00+00,2000,800,1100 POND ST     ,LARCENY, ,,From Motor Vehicle,2960
2020/10/16 04:00:00+00,420,430,1200 PARK ST     ,LARCENY, ,,From Motor Vehicle,2961
2020/10/17 04:00:00+00,919,919,200 WADSWORTH ST     ,LARCENY, ,,From Motor Vehicle,2962
2020/10/17 04:00:00+00,330,1000,1100 MADISON ST     ,LARCENY, ,,From Motor Vehicle,2963
2020/10/18 04:00:00+00,1028,1028,600 ERIE BLVD W ,LARCENY, ,,From Motor Vehicle,2964
2020/10/19 04:00:00+00,1600,930,200 W  BEARD AV     ,LARCENY, ,,From Motor Vehicle,2965
2020/10/19 04:00:00+00,1400,800,700 HAMILTON ST     ,LARCENY, ,,From Motor Vehicle,2966
2020/10/19 04:00:00+00,100,930,100 MARK AV     ,LARCENY, ,,From Motor Vehicle,2967
2020/10/20 04:00:00+00,1145,1145,700 LIVINGSTON AV     ,LARCENY, ,,From Motor Vehicle,2968
2020/10/20 04:00:00+00,500,1300,300 OAKWOOD AV     ,LARCENY, ,,From Motor Vehicle,2969
2020/10/20 04:00:00+00,1800,1329,700 N  SALINA ST     ,LARCENY, ,,From Motor Vehicle,2970
2020/10/20 04:00:00+00,730,1339,800 N  SALINA ST     ,LARCENY, ,,From Motor Vehicle,2971
2020/10/20 04:00:00+00,2115,1403,300 W  FAYETTE ST     ,LARCENY, ,,From Motor Vehicle,2972
2020/10/20 04:00:00+00,535,1404,1300 E  GENESEE ST     ,LARCENY, ,,From Motor Vehicle,2973
2020/10/20 04:00:00+00,0,1406,700 LIVINGSTON AVE    ,LARCENY, ,,From Motor Vehicle,2974
2020/10/20 04:00:00+00,330,1409,1300 HIGHLAND ST     ,LARCENY, ,,From Motor Vehicle,2975
2020/10/20 04:00:00+00,2200,1411,300 TENNYSON AVE    ,LARCENY, ,,From Motor Vehicle,2976
2020/10/21 04:00:00+00,1230,1230,100 FERNWOOD AV     ,LARCENY, ,,From Motor Vehicle,2977
2020/10/21 04:00:00+00,2055,2055,100 MERRITT AV     ,ROBBERY, ,,From Motor Vehicle,2978
2020/05/18 04:00:00+00,1530,1530,500 S  CLINTON ST     ,MV THEFT, ,,Motor Vehicle,2979
2020/10/26 04:00:00+00,1800,300,200 CORTLAND AV     ,LARCENY, ,Yes,From Motor Vehicle,2980
2020/06/27 04:00:00+00,2300,930,100 PLUM ST     ,MV THEFT, ,,Motor Vehicle,2981
2020/01/07 05:00:00+00,1445,1445,500 E  WILLOW ST     ,MV THEFT, ,Yes,Motor Vehicle,2982
2020/10/26 04:00:00+00,2330,800,300 S  EDWARDS AV     ,LARCENY, ,,From Motor Vehicle,2983
2020/11/29 05:00:00+00,1200,1550,200 HIXSON AV     ,LARCENY, ,,From Motor Vehicle,2984
2020/06/28 04:00:00+00,1405,1405,500 WESTCOTT ST     ,MV THEFT, ,,Motor Vehicle,2985
2020/01/08 05:00:00+00,700,700,300 HIAWATHA BLVD W ,MV THEFT, ,,Motor Vehicle,2986
2020/10/26 04:00:00+00,1800,830,1200 GRANT BLVD   ,LARCENY, ,,From Motor Vehicle,2987
2020/10/26 04:00:00+00,1200,1200,1100 W  GENESEE ST     ,LARCENY, ,,From Motor Vehicle,2988
2020/10/27 04:00:00+00,2230,1215,300 MILDRED AV     ,LARCENY, ,,From Motor Vehicle,2989
2020/10/27 04:00:00+00,1900,2130,1000 JAMES ST     ,LARCENY, ,,From Motor Vehicle,2990
2020/10/28 04:00:00+00,1400,800,1100 W  GENESEE ST     ,LARCENY, ,,From Motor Vehicle,2991
2020/10/29 04:00:00+00,30,130,300 TURTLE ST     ,LARCENY, ,,From Motor Vehicle,2992
2020/10/29 04:00:00+00,2020,2020,400 LILLIAN AV     ,LARCENY, ,,From Motor Vehicle,2993
2020/11/01 04:00:00+00,100,300,500 STATE FAIR BLVD   ,LARCENY, ,,From Motor Vehicle,2994
2020/11/02 05:00:00+00,2030,1200,1000 MADISON ST     ,LARCENY, ,,From Motor Vehicle,2995
2020/11/02 05:00:00+00,0,5,100 MOONEY AV     ,LARCENY, ,,From Motor Vehicle,2996
2020/11/03 05:00:00+00,200,530,300 GREENWAY AV     ,LARCENY, ,,From Motor Vehicle,2997
2020/11/05 05:00:00+00,1100,1142,200 SCHUYLER ST     ,LARCENY, ,,From Motor Vehicle,2998
2020/11/06 05:00:00+00,1800,600,600 GIFFORD ST     ,LARCENY, ,,From Motor Vehicle,2999
2020/11/06 05:00:00+00,2008,2010,100 GLENWOOD AV     ,AGGRAVATED ASSAULT, ,Yes,From Motor Vehicle,3000
2020/11/07 05:00:00+00,310,310,900 BELLEVUE AV     ,LARCENY, ,,From Motor Vehicle,3001
2020/11/09 05:00:00+00,2000,1934,100 PAUL AV     ,LARCENY, ,,From Motor Vehicle,3002
2020/11/10 05:00:00+00,1015,1019,100 STANDART ST     ,LARCENY, ,,From Motor Vehicle,3003
2020/11/10 05:00:00+00,2230,1000,100 S  MIDLER AV     ,LARCENY, ,,From Motor Vehicle,3004
2020/11/11 05:00:00+00,315,640,2900 S  SALINA ST     ,LARCENY, ,,From Motor Vehicle,3005
2020/11/11 05:00:00+00,1316,1316,600 W  BEAR ST     ,LARCENY, ,,From Motor Vehicle,3006
2020/11/11 05:00:00+00,303,1853,100 LINWILL TER    ,LARCENY, ,,From Motor Vehicle,3007
2020/11/13 05:00:00+00,2205,2205,800 PARK ST     ,ROBBERY, ,,From Motor Vehicle,3008
2020/11/16 05:00:00+00,945,945,1700 N  SALINA ST     ,LARCENY, ,,From Motor Vehicle,3009
2020/11/16 05:00:00+00,1200,1200,200 FENWAY DR     ,MV THEFT, ,,From Motor Vehicle,3010
2020/11/17 05:00:00+00,2030,756,300 N  MIDLER AV     ,LARCENY, ,,From Motor Vehicle,3011
2020/11/17 05:00:00+00,2230,1005,300 N  MIDLER AV     ,MV THEFT, ,,From Motor Vehicle,3012
2020/11/18 05:00:00+00,900,900,100 RONEY LN     ,LARCENY, ,,From Motor Vehicle,3013
2020/11/18 05:00:00+00,1700,700,1200 CANAL ST     ,LARCENY, ,,From Motor Vehicle,3014
2020/11/19 05:00:00+00,2300,2300,1800 BURNET AV     ,LARCENY, ,,From Motor Vehicle,3015
