DATE,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2018/04/10 04:00:00+00,1546,1546,0 S  CLINTON ST,ALL OTHER OFFENSES,True,2030
2018/04/10 04:00:00+00,1621,1621,300 AUDUBON PKWY,CRIMINAL MISCHIEF,True,2031
2018/04/10 04:00:00+00,1650,1650,0 SEWARD ST,ALL OTHER OFFENSES,True,2032
2018/04/10 04:00:00+00,1656,1656,900 ONONDAGA AV,SIMPLE ASSAULT,False,2033
2018/04/10 04:00:00+00,1702,1702,1400 LODI ST,POSSESSION/MARIJUANA,False,2034
2018/04/10 04:00:00+00,1741,1741,0 GRANT BLVD,POSSESSION/MARIJUANA,False,2035
2018/04/10 04:00:00+00,1751,1751,1000 PARK ST,SIMPLE ASSAULT,False,2036
2018/04/10 04:00:00+00,1810,1810,0 GRUMBACH AV,POSSESSION/MARIJUANA,True,2037
2018/04/10 04:00:00+00,1839,1839,0 WOOD AV,POSSESSION/MARIJUANA,False,2038
2018/04/10 04:00:00+00,1918,1918,100 W  LAFAYETTE AV,POSSESSION/MARIJUANA,True,2039
2018/04/10 04:00:00+00,2149,2149,2000 S  SALINA ST,POSSESSION/MARIJUANA,True,2040
2018/04/10 04:00:00+00,2156,2156,0 WENTE TER,POSSESSION/MARIJUANA,True,2041
2018/04/10 04:00:00+00,2227,2227,0 GIFFORD ST,POSSESSION/MARIJUANA,True,2042
2018/04/10 04:00:00+00,2246,2246,200 W  BRIGHTON AV,CRIMINAL MISCHIEF,False,2043
2018/04/10 04:00:00+00,2250,2255,300 N  MIDLER AV,SIMPLE ASSAULT,False,2044
2018/04/10 04:00:00+00,1900,1900,700 LODI ST,SIMPLE ASSAULT,False,2045
2018/04/10 04:00:00+00,110,110,200 MARTIN LUTHER KING BLVD E,CRIMINAL MISCHIEF,True,2046
2018/04/11 04:00:00+00,2345,6,200 RICH ST,POSSESSION/MARIJUANA,True,2047
2018/04/11 04:00:00+00,57,57,400 DAKIN ST,CRIMINAL MISCHIEF,True,2048
2018/04/11 04:00:00+00,256,256,500 DARLINGTON RD,OFFN AGAINST FAMILY,False,2049
2018/04/11 04:00:00+00,625,625,100 LOMBARD AV,POSSESSION/MARIJUANA,False,2050
2018/04/01 04:00:00+00,1644,1644,2400 E  FAYETTE ST,ALL OTHER OFFENSES,False,2051
2018/04/01 04:00:00+00,1840,1840,0 BRUCE ST,POSSESSION/MARIJUANA,False,2052
2018/04/01 04:00:00+00,1945,1955,200 MARGUERITE AV,SIMPLE ASSAULT,False,2053
2018/04/01 04:00:00+00,2014,2014,200 BURDICK AV,CRIMINAL MISCHIEF,False,2054
2018/04/01 04:00:00+00,2100,2100,300 SHONNARD ST,SIMPLE ASSAULT,False,2055
2018/04/01 04:00:00+00,2130,2130,100 GORDON AV,SIMPLE ASSAULT,False,2056
2018/04/01 04:00:00+00,2234,2234,100 W  OSTRANDER AV,SIMPLE ASSAULT,False,2057
2018/04/01 04:00:00+00,2236,2236,100 JASPER ST,SIMPLE ASSAULT,False,2058
2018/04/01 04:00:00+00,2230,2244,200 W  MARCELLUS ST,CRIMINAL MISCHIEF,False,2059
2018/04/01 04:00:00+00,2310,2315,200 PUTNAM ST,SIMPLE ASSAULT,False,2060
2018/04/01 04:00:00+00,2351,2351,1700 PARK ST,SIMPLE ASSAULT,True,2061
2018/04/01 04:00:00+00,1245,1245,200 DALE ST,CRIMINAL MISCHIEF,True,2062
2018/04/01 04:00:00+00,2200,900,100 REDFIELD PL,CRIMINAL MISCHIEF,True,2063
2018/04/01 04:00:00+00,2210,2215,200 STOLP AV,CRIMINAL MISCHIEF,True,2064
2018/04/02 04:00:00+00,30,39,700 OAK ST,SIMPLE ASSAULT,False,2065
2018/04/02 04:00:00+00,49,49,100 HOPE AV,CRIMINAL MISCHIEF,True,2066
2018/04/02 04:00:00+00,50,50,400 HIGHLAND ST,SIMPLE ASSAULT,True,2067
2018/04/02 04:00:00+00,221,221,0 JAMES ST,DRIVING UNDER INFLUENCE,False,2068
2018/04/02 04:00:00+00,323,323,100 POLK ST,CRIMINAL MISCHIEF,False,2069
2018/04/02 04:00:00+00,821,821,100 GERTRUDE ST,SIMPLE ASSAULT,False,2070
2018/04/02 04:00:00+00,1600,858,1300 E  WATER ST,CRIMINAL MISCHIEF,True,2071
2018/04/02 04:00:00+00,1424,1424,0 STONE CT,POSSESSION/MARIJUANA,True,2072
2018/04/02 04:00:00+00,1537,1537,1000 COL EILEEN COLLINS BLVD,ALL OTHER OFFENSES,False,2073
2018/04/02 04:00:00+00,1546,1546,1300 PARK ST,POSSESSION/MARIJUANA,True,2074
2018/04/02 04:00:00+00,1549,1549,700 W  ONONDAGA ST,ALL OTHER OFFENSES,False,2075
2018/04/02 04:00:00+00,1557,1557,0 BANK AL,ALL OTHER OFFENSES,True,2076
2018/04/02 04:00:00+00,1649,1649,0 CANNON ST,ALL OTHER OFFENSES,False,2077
2018/04/02 04:00:00+00,1650,1650,0 SENECA ST,POSSESSION/MARIJUANA,False,2078
2018/04/02 04:00:00+00,1654,1654,0 OSWEGO ST,POSSESSION/MARIJUANA,False,2079
2018/04/02 04:00:00+00,1655,1655,100 MCCLURE AV,OFFN AGAINST FAMILY,False,2080
2018/04/02 04:00:00+00,1702,1702,800 SOUTH AV,ALL OTHER OFFENSES,True,2081
2018/04/02 04:00:00+00,1711,1725,100 CROSSETT ST,ALL OTHER OFFENSES,True,2082
2018/04/02 04:00:00+00,1743,1743,600 S  CLINTON ST,ALL OTHER OFFENSES,True,2083
2018/04/02 04:00:00+00,1800,1803,1000 HAZELWOOD AV,SIMPLE ASSAULT,False,2084
2018/04/02 04:00:00+00,1804,1804,0 W  OSTRANDER AV,ALL OTHER OFFENSES,False,2085
2018/04/02 04:00:00+00,1805,1805,100 JOSEPHINE ST,CRIMINAL MISCHIEF,True,2086
2018/04/02 04:00:00+00,1809,1809,500 SLOCUM DR,SIMPLE ASSAULT,False,2087
2018/04/02 04:00:00+00,1810,1810,0 HIGHLAND ST,POSSESSION/MARIJUANA,False,2088
2018/04/02 04:00:00+00,1854,1854,1000 N  STATE ST,POSSESSION/USE DANGEROUS WEAPONS,False,2089
2018/04/02 04:00:00+00,2019,2019,0 ELLIOTT ST,POSSESSION/MARIJUANA,False,2090
2018/04/02 04:00:00+00,2020,2025,200 WARNER AV,SIMPLE ASSAULT,False,2091
2018/04/02 04:00:00+00,2029,2029,1800 E  FAYETTE ST,POSSESSION/MARIJUANA,True,2092
2018/04/02 04:00:00+00,2101,2101,0 RADISSON CT,POSSESSION/MARIJUANA,True,2093
2018/04/02 04:00:00+00,2115,2115,0 ONEIDA ST,POSSESSION/MARIJUANA,True,2094
2018/04/02 04:00:00+00,2149,2149,100 WENTE TER,SIMPLE ASSAULT,False,2095
2018/04/02 04:00:00+00,2328,2328,1300 BELLEVUE AV,SIMPLE ASSAULT,False,2096
2018/04/02 04:00:00+00,1715,1715,200 W  LAFAYETTE AV,SIMPLE ASSAULT,False,2097
2018/04/03 04:00:00+00,621,621,700 E  ADAMS ST,ALL OTHER OFFENSES,False,2098
2018/04/03 04:00:00+00,800,800,500 WILKINSON ST,CRIMINAL MISCHIEF,True,2099
2018/04/03 04:00:00+00,855,855,700 ERIE BLVD W,CRIMINAL MISCHIEF,False,2100
2018/03/30 04:00:00+00,229,229,1000 BUTTERNUT ST,SIMPLE ASSAULT,False,2101
2018/03/30 04:00:00+00,229,229,300 S  SALINA ST,POSSESSION/MARIJUANA,False,2102
2018/03/30 04:00:00+00,929,929,300 PUTNAM ST,ALL OTHER OFFENSES,False,2103
2018/03/30 04:00:00+00,938,938,100 RONEY LN,OFFN AGAINST FAMILY,False,2104
2018/03/30 04:00:00+00,939,939,900 COURT ST,OFFN AGAINST FAMILY,False,2105
2018/03/30 04:00:00+00,939,939,1300 GRANT BLVD,OFFN AGAINST FAMILY,False,2106
2018/03/30 04:00:00+00,939,939,800 JAMES ST,OFFN AGAINST FAMILY,False,2107
2018/03/30 04:00:00+00,940,940,100 VILLAGE DR,OFFN AGAINST FAMILY,False,2108
2018/03/30 04:00:00+00,2200,1054,800 E  WILLOW ST,CRIMINAL MISCHIEF,True,2109
2018/03/30 04:00:00+00,1140,1140,1300 E  WASHINGTON ST,SIMPLE ASSAULT,False,2110
2018/03/30 04:00:00+00,1201,1202,200 PUTNAM ST,SIMPLE ASSAULT,False,2111
2018/03/30 04:00:00+00,1230,1230,800 E  DIVISION ST,CRIMINAL MISCHIEF,True,2112
2018/03/30 04:00:00+00,1515,1515,100 GIFFORD ST,SIMPLE ASSAULT,False,2113
2018/03/30 04:00:00+00,1641,1641,300 SOUTH AV,POSSESSION/MARIJUANA,False,2114
2018/03/30 04:00:00+00,1709,1709,200 CONGRESS AV,POSSESSION/USE DRUG,True,2115
2018/03/30 04:00:00+00,1716,1716,0 PUTNAM ST,POSSESSION/MARIJUANA,True,2116
2018/03/30 04:00:00+00,1743,1743,0 LYDELL ST,POSSESSION/MARIJUANA,False,2117
2018/03/30 04:00:00+00,1821,1821,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,2118
2018/03/30 04:00:00+00,1844,1844,0 BELLEVUE AV,POSSESSION/MARIJUANA,False,2119
2018/03/30 04:00:00+00,1906,1906,0 MCKINLEY AV,POSSESSION/MARIJUANA,False,2120
2018/03/30 04:00:00+00,1938,1938,900 WILLIS AV,OFFN AGAINST FAMILY,False,2121
2018/03/30 04:00:00+00,1845,1943,900 JAMES ST,SIMPLE ASSAULT,False,2122
2018/03/30 04:00:00+00,1944,1944,200 S  GEDDES ST,POSSESSION/MARIJUANA,False,2123
2018/03/30 04:00:00+00,2007,2007,400 S  SALINA ST,POSSESSION/MARIJUANA,False,2124
2018/03/30 04:00:00+00,2245,2300,900 JAMES ST,SIMPLE ASSAULT,False,2125
2018/03/30 04:00:00+00,845,900,400 S  CLINTON ST,CRIMINAL MISCHIEF,True,2126
2018/03/30 04:00:00+00,2230,1210,800 SUMNER AV,CRIMINAL MISCHIEF,True,2127
2018/03/31 04:00:00+00,36,36,1000 W  GENESEE ST,DRIVING UNDER INFLUENCE,False,2128
2018/03/31 04:00:00+00,123,123,400 S  CLINTON ST,SIMPLE ASSAULT,True,2129
2018/03/31 04:00:00+00,133,133,200 BARRETT ST,SIMPLE ASSAULT,False,2130
2018/03/31 04:00:00+00,526,526,1800 S  SALINA ST,POSSESSION/USE DANGEROUS WEAPONS,True,2131
2018/03/31 04:00:00+00,913,914,200 LAKEVIEW AV,SIMPLE ASSAULT,False,2132
2018/03/31 04:00:00+00,1039,1039,700 ALLEN ST,ALL OTHER OFFENSES,True,2133
2018/03/31 04:00:00+00,1712,1712,0 E  RAYNOR AV,POSSESSION/MARIJUANA,False,2134
2018/03/31 04:00:00+00,1804,1804,100 DABLON CT,POSSESSION/USE DRUG,True,2135
2018/03/31 04:00:00+00,1805,1805,300 FABIUS ST,OFFN AGAINST FAMILY,False,2136
2018/03/31 04:00:00+00,0,1850,600 W  BRIGHTON AV,SEX OFFENSES,False,2137
2018/03/31 04:00:00+00,2222,2222,100 HERBST AV,POSSESSION/MARIJUANA,False,2138
2018/03/31 04:00:00+00,230,230,100 REDFIELD PL,SIMPLE ASSAULT,False,2139
2018/04/01 04:00:00+00,20,20,0 W  FAYETTE ST,ALL OTHER OFFENSES,True,2140
2018/04/01 04:00:00+00,300,300,100 6TH NORTH ST,CRIMINAL MISCHIEF,False,2141
2018/04/01 04:00:00+00,314,314,200 S  WARREN ST,SIMPLE ASSAULT,False,2142
2018/04/01 04:00:00+00,405,412,300 FOREST HILL DR,SIMPLE ASSAULT,False,2143
2018/04/01 04:00:00+00,616,616,1800 E  FAYETTE ST,SIMPLE ASSAULT,False,2144
2018/04/01 04:00:00+00,630,830,200 ELLIOT ST,SIMPLE ASSAULT,False,2145
2018/04/01 04:00:00+00,45,930,400 HILLSDALE AV,CRIMINAL MISCHIEF,True,2146
2018/04/01 04:00:00+00,1010,1011,300 BELLEVUE AV,OFFN AGAINST FAMILY,False,2147
2018/04/01 04:00:00+00,1201,1201,300 BAKER AV,SIMPLE ASSAULT,False,2148
2018/04/01 04:00:00+00,1340,1340,200 PUTNAM ST,SIMPLE ASSAULT,False,2149
2018/04/01 04:00:00+00,1534,1534,0 THORNDEN PARK DRWY,POSSESSION/MARIJUANA,False,2150
2018/04/03 04:00:00+00,856,856,100 CENTENNIAL DR,POSSESSION/USE DRUG,True,2151
2018/04/03 04:00:00+00,915,915,200 TAFT AV,ALL OTHER OFFENSES,False,2152
2018/04/03 04:00:00+00,1009,1009,100 HILLCREST RD,ALL OTHER OFFENSES,False,2153
2018/04/03 04:00:00+00,1030,1030,100 RONEY LN,CRIMINAL MISCHIEF,False,2154
2018/04/03 04:00:00+00,1049,1049,200 MAGNOLIA ST,SIMPLE ASSAULT,True,2155
2018/04/03 04:00:00+00,1145,1145,400 DARLINGTON RD,FORGERY/COUNTERFEIT,False,2156
2018/04/03 04:00:00+00,100,1203,3500 S  SALINA ST,SIMPLE ASSAULT,False,2157
2018/04/03 04:00:00+00,1130,1344,200 KIRK AV,SIMPLE ASSAULT,False,2158
2018/04/03 04:00:00+00,1356,1356,900 N  SALINA ST,ALL OTHER OFFENSES,False,2159
2018/04/03 04:00:00+00,1528,1528,100 MERRIMAN AV,ALL OTHER OFFENSES,True,2160
2018/04/03 04:00:00+00,1528,1528,100 MERRIMAN AV,ALL OTHER OFFENSES,True,2161
2018/04/03 04:00:00+00,1637,1637,0 GRANT BLVD,POSSESSION/USE DRUG,True,2162
2018/04/03 04:00:00+00,1652,1652,100 MERRIMAN AV,CRIMINAL MISCHIEF,True,2163
2018/04/03 04:00:00+00,1728,1728,1800 MIDLAND AV,POSSESSION/USE DRUG,False,2164
2018/04/03 04:00:00+00,1828,1828,200 N  TOWNSEND ST,CRIMINAL MISCHIEF,True,2165
2018/04/03 04:00:00+00,1844,1844,200 W  CALTHROP AV,POSSESSION/MARIJUANA,False,2166
2018/04/03 04:00:00+00,1900,1903,100 BERGER AV,SIMPLE ASSAULT,False,2167
2018/04/03 04:00:00+00,2039,2039,0 BURNET PARK DR,POSSESSION/MARIJUANA,False,2168
2018/04/03 04:00:00+00,2138,2138,2000 S  SALINA ST,POSSESSION/MARIJUANA,False,2169
2018/04/03 04:00:00+00,2153,2153,300 PROSPECT AV,SIMPLE ASSAULT,False,2170
2018/04/03 04:00:00+00,2202,2202,1700 PARK ST,SIMPLE ASSAULT,True,2171
2018/04/03 04:00:00+00,2239,2239,8400 NB I 81,POSSESSION/USE DANGEROUS WEAPONS,False,2172
2018/04/03 04:00:00+00,2257,2257,200 N  GEDDES ST,CRIMINAL MISCHIEF,False,2173
2018/04/03 04:00:00+00,2300,2300,300 VILLAGE DR,POSSESSION/USE DANGEROUS WEAPONS,True,2174
2018/04/03 04:00:00+00,2309,2309,100 KIDD AV,SIMPLE ASSAULT,False,2175
2018/04/04 04:00:00+00,426,426,800 N  ALVORD ST,CRIMINAL MISCHIEF,False,2176
2018/04/04 04:00:00+00,939,939,1400 S  SALINA ST,POSSESSION/MARIJUANA,True,2177
2018/04/04 04:00:00+00,955,955,600 ROBINSON ST,POSSESSION/MARIJUANA,True,2178
2018/04/04 04:00:00+00,1125,1125,200 BURDICK AV,CRIMINAL MISCHIEF,False,2179
2018/04/04 04:00:00+00,1342,1342,0 BUTTERNUT ST,PROSTITUTION PATRON/PROMOTING,True,2180
2018/04/04 04:00:00+00,1449,1449,0 N  SALINA ST,ALL OTHER OFFENSES,True,2181
2018/04/04 04:00:00+00,1215,1215,100 PARK ST,SEX OFFENSES,False,2182
2018/04/04 04:00:00+00,1458,1458,1300 N  SALINA ST,PROSTITUTION PATRON/PROMOTING,True,2183
2018/04/04 04:00:00+00,1635,1635,0 HAWLEY AV,POSSESSION/USE DRUG,True,2184
2018/04/04 04:00:00+00,1640,1640,1000 CANAL ST,SIMPLE ASSAULT,False,2185
2018/04/04 04:00:00+00,1908,1950,700 N  ALVORD ST,POSSESSION/MARIJUANA,False,2186
2018/04/04 04:00:00+00,1934,1743,100 ELK ST,SIMPLE ASSAULT,False,2187
2018/04/04 04:00:00+00,1809,1809,0 N  SALINA ST,POSSESSION/MARIJUANA,False,2188
2018/04/04 04:00:00+00,1809,1809,0 WADSWORTH ST,POSSESSION/MARIJUANA,False,2189
2018/04/04 04:00:00+00,1812,1812,0 HIGHLAND AV,POSSESSION/MARIJUANA,False,2190
2018/04/04 04:00:00+00,1827,1827,100 SMITH LN,SIMPLE ASSAULT,False,2191
2018/04/04 04:00:00+00,1835,1837,500 W  BRIGHTON AV,CRIMINAL MISCHIEF,False,2192
2018/04/04 04:00:00+00,1900,1900,2000 E  FAYETTE ST,POSSESSION/MARIJUANA,True,2193
2018/04/04 04:00:00+00,1933,1933,1800 E  FAYETTE ST,POSSESSION/MARIJUANA,True,2194
2018/04/04 04:00:00+00,1146,2007,100 VALLEY VIEW DR,SIMPLE ASSAULT,False,2195
2018/04/04 04:00:00+00,1951,1951,700 E  GENESEE ST,OFFN AGAINST FAMILY,False,2196
2018/04/04 04:00:00+00,2229,2255,100 SHOENECK CT,POSSESSION/MARIJUANA,True,2197
2018/04/04 04:00:00+00,1900,1930,1000 W  COLVIN ST,CRIMINAL MISCHIEF,True,2198
2018/04/04 04:00:00+00,2000,800,1200 LEMOYNE AV,CRIMINAL MISCHIEF,True,2199
2018/04/04 04:00:00+00,1745,1745,400 UNIVERSITY AV,CRIMINAL MISCHIEF,True,2200
2018/04/11 04:00:00+00,714,805,300 BAKER AV,CRIMINAL MISCHIEF,False,2201
2018/04/11 04:00:00+00,330,1046,100 BEECHER ST,CRIMINAL MISCHIEF,True,2202
2018/04/11 04:00:00+00,1115,1116,300 SPRING ST,SIMPLE ASSAULT,False,2203
2018/04/11 04:00:00+00,1115,1115,600 ROBINSON ST,POSSESSION/USE DANGEROUS WEAPONS,True,2204
2018/04/11 04:00:00+00,1908,1409,100 ELK ST,OFFN AGAINST FAMILY,False,2205
2018/04/11 04:00:00+00,1533,1533,0 S  CLINTON ST,ALL OTHER OFFENSES,True,2206
2018/04/11 04:00:00+00,1659,1659,300 MERRIMAN AV,ALL OTHER OFFENSES,True,2207
2018/04/11 04:00:00+00,1708,1708,700 JAMES ST,POSSESSION/USE DANGEROUS WEAPONS,True,2208
2018/04/11 04:00:00+00,1738,1738,300 E  WASHINGTON ST,OFFN AGAINST FAMILY,True,2209
2018/04/11 04:00:00+00,1739,1739,0 HOLLAND ST,POSSESSION/MARIJUANA,False,2210
2018/04/11 04:00:00+00,1805,1805,0 W  OSTRANDER AV,POSSESSION/MARIJUANA,False,2211
2018/04/11 04:00:00+00,1929,1929,0 SOUTH AV,POSSESSION/MARIJUANA,False,2212
2018/04/11 04:00:00+00,1937,1937,300 RICHMOND AV,CRIMINAL MISCHIEF,True,2213
2018/04/11 04:00:00+00,2013,2013,300 W  KIRKPATRICK ST,SIMPLE ASSAULT,False,2214
2018/04/11 04:00:00+00,2108,2108,2000 S  SALINA ST,POSSESSION/USE DANGEROUS WEAPONS,True,2215
2018/04/11 04:00:00+00,2306,2306,500 N  GEDDES ST,ALL OTHER OFFENSES,False,2216
2018/04/11 04:00:00+00,830,830,100 MOONEY AV,CRIMINAL MISCHIEF,True,2217
2018/04/11 04:00:00+00,1600,715,200 N  BEECH ST,CRIMINAL MISCHIEF,True,2218
2018/04/12 04:00:00+00,36,36,600 LODI ST,DRIVING UNDER INFLUENCE,False,2219
2018/04/12 04:00:00+00,900,930,100 CROLY ST,SIMPLE ASSAULT,False,2220
2018/04/12 04:00:00+00,949,949,100 POND LN,SIMPLE ASSAULT,False,2221
2018/04/12 04:00:00+00,1515,1515,1200 PARK ST,SIMPLE ASSAULT,True,2222
2018/04/12 04:00:00+00,0,0,300 HERBERT ST,SEX OFFENSES,False,2223
2018/04/12 04:00:00+00,1530,1530,100 LINCOLN AV,POSSESSION/USE DRUG,False,2224
2018/04/12 04:00:00+00,1858,1858,200 BEECHER ST,SIMPLE ASSAULT,False,2225
2018/04/12 04:00:00+00,1920,1920,100 W  PLEASANT AV,POSSESSION/MARIJUANA,False,2226
2018/04/12 04:00:00+00,2039,2039,1100 S  TOWNSEND ST,SIMPLE ASSAULT,False,2227
2018/04/12 04:00:00+00,2205,2205,700 E  ADAMS ST,SIMPLE ASSAULT,False,2228
2018/04/12 04:00:00+00,2238,2238,300 MILDRED AV,CRIMINAL MISCHIEF,False,2229
2018/04/12 04:00:00+00,2242,2242,100 HUNTLEY ST,SIMPLE ASSAULT,False,2230
2018/04/12 04:00:00+00,2310,2310,400 ERIE BLVD E,SIMPLE ASSAULT,False,2231
2018/04/12 04:00:00+00,1800,1800,900 W  GENESEE ST,CRIMINAL MISCHIEF,True,2232
2018/04/12 04:00:00+00,2000,900,900 WADSWORTH ST,CRIMINAL MISCHIEF,True,2233
2018/04/13 04:00:00+00,225,225,0 S  GEDDES ST,ALL OTHER OFFENSES,False,2234
2018/04/13 04:00:00+00,228,228,300 S  ALVORD ST,CRIMINAL MISCHIEF,True,2235
2018/04/13 04:00:00+00,333,333,0 BELLEVUE AV,POSSESSION/MARIJUANA,False,2236
2018/04/13 04:00:00+00,1052,1052,600 ROBINSON ST,SIMPLE ASSAULT,True,2237
2018/04/13 04:00:00+00,1301,1301,100 KNAUL ST,POSSESSION/MARIJUANA,False,2238
2018/04/13 04:00:00+00,1305,1305,4200 S  SALINA ST,CRIMINAL MISCHIEF,True,2239
2018/04/13 04:00:00+00,1325,1325,700 ASH ST,POSSESSION/MARIJUANA,True,2240
2018/04/13 04:00:00+00,1340,1340,400 S  ALVORD ST,POSSESSION/MARIJUANA,False,2241
2018/04/13 04:00:00+00,1418,1418,1100 N  SALINA ST,POSSESSION/MARIJUANA,False,2242
2018/04/13 04:00:00+00,1426,1446,700 W  ERIE BLVD,POSSESSION/MARIJUANA,False,2243
2018/04/13 04:00:00+00,1455,1455,800 N  ALVORD ST,POSSESSION/MARIJUANA,True,2244
2018/04/13 04:00:00+00,1507,1507,100 DICKERSON ST,POSSESSION/USE DRUG,True,2245
2018/04/13 04:00:00+00,1715,1719,400 BRADLEY ST,CRIMINAL MISCHIEF,False,2246
2018/04/13 04:00:00+00,1721,1721,0 TULLY ST,POSSESSION/MARIJUANA,False,2247
2018/04/13 04:00:00+00,1813,1813,0 ROWLAND ST,POSSESSION/MARIJUANA,False,2248
2018/04/13 04:00:00+00,1815,1815,100 ALBERT TER,POSSESSION/USE DANGEROUS WEAPONS,True,2249
2018/04/13 04:00:00+00,1934,1934,0 BELLEVUE AV,POSSESSION/MARIJUANA,False,2250
2018/03/28 04:00:00+00,0,1557,300 FURMAN ST,SIMPLE ASSAULT,False,2251
2018/03/28 04:00:00+00,1200,1655,200 COLUMBUS AV,SEX OFFENSES,False,2252
2018/03/28 04:00:00+00,1711,1711,0 SOUTH AV,ALL OTHER OFFENSES,True,2253
2018/03/28 04:00:00+00,1726,1726,1100 S  GEDDES ST,POSSESSION/USE DRUG,False,2254
2018/03/28 04:00:00+00,1600,1740,100 BERGER AV,CRIMINAL MISCHIEF,True,2255
2018/03/28 04:00:00+00,1846,1846,0 GRACE ST,POSSESSION/MARIJUANA,False,2256
2018/03/28 04:00:00+00,1857,1857,0 VALLEY DR,POSSESSION/MARIJUANA,True,2257
2018/03/28 04:00:00+00,1908,1908,0 W  ONONDAGA ST,POSSESSION/MARIJUANA,False,2258
2018/03/28 04:00:00+00,1926,1926,0 DELAWARE ST,POSSESSION/USE DANGEROUS WEAPONS,False,2259
2018/03/28 04:00:00+00,1936,1936,1500 S  SALINA ST,CRIMINAL MISCHIEF,True,2260
2018/03/28 04:00:00+00,2005,2005,1300 BUTTERNUT ST,SIMPLE ASSAULT,False,2261
2018/03/28 04:00:00+00,2037,2037,100 AMHERST AV,SIMPLE ASSAULT,False,2262
2018/03/28 04:00:00+00,2114,2114,300 SOUTH AV,POSSESSION/USE DANGEROUS WEAPONS,True,2263
2018/03/28 04:00:00+00,2119,2119,200 SEELEY RD,SIMPLE ASSAULT,False,2264
2018/03/28 04:00:00+00,2210,2240,100 W  CALTHROP AV,POSSESSION/MARIJUANA,True,2265
2018/03/28 04:00:00+00,1651,1651,2900 JAMES ST,FORGERY/COUNTERFEIT,False,2266
2018/03/28 04:00:00+00,1710,1800,300 W  WATER ST,CRIMINAL MISCHIEF,True,2267
2018/03/29 04:00:00+00,144,144,200 POND ST,ALL OTHER OFFENSES,False,2268
2018/03/29 04:00:00+00,822,822,1500 MEADOWBROOK DR,SEX OFFENSES,False,2269
2018/03/29 04:00:00+00,845,845,600 ROBINSON ST,OFFN AGAINST FAMILY,False,2270
2018/03/29 04:00:00+00,100,200,100 GERTRUDE ST,SIMPLE ASSAULT,False,2271
2018/03/29 04:00:00+00,1040,1049,100 WOOD AV,SIMPLE ASSAULT,False,2272
2018/03/29 04:00:00+00,1143,1143,100 FOREST AV,SIMPLE ASSAULT,False,2273
2018/03/29 04:00:00+00,1147,1147,2400 GRANT BLVD,SIMPLE ASSAULT,False,2274
2018/03/29 04:00:00+00,1208,1639,100 SHONNARD ST,SIMPLE ASSAULT,False,2275
2018/03/29 04:00:00+00,1327,1327,600 PARK ST,POSSESSION/MARIJUANA,False,2276
2018/03/29 04:00:00+00,1330,1330,500 SECOND NORTH ST,PROSTITUTION PATRON/PROMOTING,True,2277
2018/03/29 04:00:00+00,1427,1427,0 N  TOWNSEND ST,PROSTITUTION PATRON/PROMOTING,True,2278
2018/03/29 04:00:00+00,730,1600,900 JAMES ST,CRIMINAL MISCHIEF,True,2279
2018/03/29 04:00:00+00,1,700,3000 ERIE BLVD E,CRIMINAL MISCHIEF,True,2280
2018/03/29 04:00:00+00,1706,1706,100 DABLON CT,OFFN AGAINST FAMILY,True,2281
2018/03/29 04:00:00+00,1706,1735,3300 S  SALINA ST,POSSESSION/MARIJUANA,False,2282
2018/03/29 04:00:00+00,1727,1727,0 BERGER AV,POSSESSION/MARIJUANA,False,2283
2018/03/29 04:00:00+00,1746,1746,300 VALLEY DR,POSSESSION/MARIJUANA,False,2284
2018/03/29 04:00:00+00,1735,1840,700 ONONDAGA AV,POSSESSION/MARIJUANA,False,2285
2018/03/29 04:00:00+00,1830,1850,100 WOOD AV,ALL OTHER OFFENSES,True,2286
2018/03/29 04:00:00+00,1844,1844,100 HUDSON ST,POSSESSION/MARIJUANA,True,2287
2018/03/29 04:00:00+00,1845,1845,100 W  BISSELL ST,POSSESSION/MARIJUANA,True,2288
2018/03/29 04:00:00+00,1900,1904,1600 SPRING ST,SIMPLE ASSAULT,False,2289
2018/03/29 04:00:00+00,1920,1924,600 JAMES ST,OFFN AGAINST FAMILY,False,2290
2018/03/29 04:00:00+00,1943,1943,500 WOLF ST,ALL OTHER OFFENSES,True,2291
2018/03/29 04:00:00+00,1943,1944,400 OAKWOOD AV,OFFN AGAINST FAMILY,False,2292
2018/03/29 04:00:00+00,2005,2005,0 SPRING ST,POSSESSION/USE DRUG,False,2293
2018/03/29 04:00:00+00,2120,2120,800 KIRKPATRICK ST,SIMPLE ASSAULT,False,2294
2018/03/29 04:00:00+00,2303,2303,0 BARRETT ST,POSSESSION/MARIJUANA,False,2295
2018/03/29 04:00:00+00,1200,1200,3000 E  GENESEE ST,FORGERY/COUNTERFEIT,False,2296
2018/03/30 04:00:00+00,12,12,1700 BURNET AV,POSSESSION/USE DRUG,True,2297
2018/03/30 04:00:00+00,50,50,600 HIGHLAND ST,SIMPLE ASSAULT,False,2298
2018/03/30 04:00:00+00,118,118,800 ERIE BLVD W,POSSESSION/MARIJUANA,True,2299
2018/03/30 04:00:00+00,216,216,100 E  WATER ST,SIMPLE ASSAULT,False,2300
