DATE,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2017/05/26 04:00:00+00,1257,1315,500 S  SALINA ST,ALL OTHER OFFENSES,False,3691
2017/05/26 04:00:00+00,1259,1259,400 SUNNYCREST RD,OFFN AGAINST FAMILY,False,3692
2017/05/26 04:00:00+00,1313,1313,500 S  SALINA ST,ALL OTHER OFFENSES,True,3693
2017/05/26 04:00:00+00,1329,1329,0 S  SALINA ST,ALL OTHER OFFENSES,True,3694
2017/05/26 04:00:00+00,1344,1344,0 S  SALINA ST,POSSESSION/MARIJUANA,True,3695
2017/05/26 04:00:00+00,1357,1357,100 SEDGWICK DR,ALL OTHER OFFENSES,True,3696
2017/05/26 04:00:00+00,1358,1358,600 S  SALINA ST,OFFN AGAINST FAMILY,True,3697
2017/05/26 04:00:00+00,1540,1540,0 MASSENA ST,ALL OTHER OFFENSES,True,3698
2017/05/26 04:00:00+00,1612,1612,100 JOSEPHINE ST,SIMPLE ASSAULT,False,3699
2017/05/26 04:00:00+00,1719,1719,0 W  JEFFERSON ST,ALL OTHER OFFENSES,True,3700
2017/05/26 04:00:00+00,1728,1728,100 REED AV,SIMPLE ASSAULT,False,3701
2017/05/26 04:00:00+00,1731,1731,800 GRANT BLVD,CRIMINAL MISCHIEF,False,3702
2017/05/23 04:00:00+00,1418,1418,600 N  LOWELL AV,SIMPLE ASSAULT,False,3703
2017/05/28 04:00:00+00,1158,1158,500 WOLF ST,SIMPLE ASSAULT,False,3704
2017/05/18 04:00:00+00,1837,1837,0 SOUTH AV,POSSESSION/MARIJUANA,False,3705
2017/05/19 04:00:00+00,1900,1900,200 DOROTHY ST,SEX OFFENSES,False,3706
2017/05/21 04:00:00+00,1832,1832,200 STANDISH DR,SIMPLE ASSAULT,False,3707
2017/05/19 04:00:00+00,2301,2301,1000 OAK ST,POSSESSION/USE DRUG,True,3708
2017/05/19 04:00:00+00,1944,1944,700 W  GENESEE ST,CRIMINAL MISCHIEF,True,3709
2017/05/19 04:00:00+00,1150,1150,100 W  TAYLOR ST,CRIMINAL MISCHIEF,True,3710
2017/05/20 04:00:00+00,106,106,300 W  COLVIN ST,SIMPLE ASSAULT,True,3711
2017/05/20 04:00:00+00,209,340,400 S  CLINTON ST,SIMPLE ASSAULT,False,3712
2017/05/20 04:00:00+00,240,240,200 BEATTIE ST,SIMPLE ASSAULT,False,3713
2017/05/20 04:00:00+00,339,339,1300 S  STATE ST,CRIMINAL MISCHIEF,True,3714
2017/05/20 04:00:00+00,800,1000,200 CATHERINE ST,FRAUD,False,3715
2017/05/20 04:00:00+00,1108,1108,400 TEMPLE ST,SIMPLE ASSAULT,False,3716
2017/05/20 04:00:00+00,1114,1114,600 CATHERINE ST,SIMPLE ASSAULT,False,3717
2017/05/20 04:00:00+00,1235,1459,100 HUNTER AV,SIMPLE ASSAULT,False,3718
2017/05/20 04:00:00+00,1730,1746,600 DANFORTH ST,CRIMINAL MISCHIEF,False,3719
2017/05/20 04:00:00+00,1240,1245,100 DICKERSON ST,POSSESSION/MARIJUANA,True,3720
2017/05/20 04:00:00+00,1320,1328,400 PARK ST,OFFN AGAINST FAMILY,False,3721
2017/05/20 04:00:00+00,1354,1354,0 DAVIS ST,POSSESSION/MARIJUANA,False,3722
2017/05/20 04:00:00+00,200,700,100 MCCLURE AV,CRIMINAL MISCHIEF,True,3723
2017/05/20 04:00:00+00,1441,1441,0 LINCOLN AV,POSSESSION/MARIJUANA,True,3724
2017/05/20 04:00:00+00,1536,1536,1400 SOUTH AV,POSSESSION/MARIJUANA,True,3725
2017/05/20 04:00:00+00,1535,1545,1200 MILTON AV,SIMPLE ASSAULT,False,3726
2017/05/20 04:00:00+00,1549,1549,100 MARVIN RD,POSSESSION/USE DANGEROUS WEAPONS,False,3727
2017/05/20 04:00:00+00,1630,1630,300 HAMILTON ST,SEX OFFENSES,False,3728
2017/05/20 04:00:00+00,1711,1711,0 CANNON ST,POSSESSION/MARIJUANA,True,3729
2017/05/20 04:00:00+00,1729,1729,300 SOUTH AV,ALL OTHER OFFENSES,True,3730
2017/05/20 04:00:00+00,1742,1742,0 S  WEST ST,POSSESSION/MARIJUANA,False,3731
2017/05/20 04:00:00+00,1803,1803,0 PUTNAM ST,ALL OTHER OFFENSES,False,3732
2017/05/20 04:00:00+00,1818,1818,900 PARK ST,ALL OTHER OFFENSES,False,3733
2017/05/20 04:00:00+00,1904,1904,600 PARK ST,SIMPLE ASSAULT,False,3734
2017/05/20 04:00:00+00,2012,2012,100 CRIPPEN PL,CRIMINAL MISCHIEF,True,3735
2017/05/20 04:00:00+00,2000,2339,2300 GRANT BLVD,OFFN AGAINST FAMILY,False,3736
2017/05/20 04:00:00+00,2107,2107,2500 E  GENESEE ST,SIMPLE ASSAULT,False,3737
2017/05/20 04:00:00+00,2114,2114,500 ERIE BLVD W,ALL OTHER OFFENSES,False,3738
2017/05/20 04:00:00+00,135,135,100 N  GEDDES ST,CRIMINAL MISCHIEF,True,3739
2017/05/20 04:00:00+00,2306,2306,0 I81SB,DRIVING UNDER INFLUENCE,False,3740
2017/05/20 04:00:00+00,2329,2329,300 BELLEVUE AV,SIMPLE ASSAULT,False,3741
2017/05/21 04:00:00+00,102,102,900 MEADOWBROOK DR,SIMPLE ASSAULT,False,3742
2017/05/21 04:00:00+00,215,200,200 N  COLLINGWOOD AV,CRIMINAL MISCHIEF,False,3743
2017/05/21 04:00:00+00,224,224,300 TAFT AV,OFFN AGAINST FAMILY,False,3744
2017/05/21 04:00:00+00,115,247,2200 GRANT BLVD,CRIMINAL MISCHIEF,False,3745
2017/05/21 04:00:00+00,0,300,400 PEARL ST,CRIMINAL MISCHIEF,True,3746
2017/05/21 04:00:00+00,443,443,1500 MEADOWBROOK DR,POSSESSION/USE DANGEROUS WEAPONS,False,3747
2017/05/21 04:00:00+00,551,551,300 WINTON ST,KIDNAPPING,False,3748
2017/05/21 04:00:00+00,1020,1022,400 HOEFLER ST,SIMPLE ASSAULT,False,3749
2017/05/21 04:00:00+00,1040,1040,1400 S  SALINA ST,OFFN AGAINST FAMILY,False,3750
2017/05/21 04:00:00+00,1055,1058,1600 W  GENESEE ST,SIMPLE ASSAULT,False,3751
2017/05/21 04:00:00+00,1158,1158,700 FIRST NORTH ST,SIMPLE ASSAULT,False,3752
2017/05/21 04:00:00+00,1300,1300,400 S  ALVORD ST,SIMPLE ASSAULT,False,3753
2017/05/21 04:00:00+00,1510,1511,500 WESTCOTT ST,SIMPLE ASSAULT,False,3754
2017/05/21 04:00:00+00,1530,1600,3000 E  ERIE BLVD,SIMPLE ASSAULT,False,3755
2017/05/28 04:00:00+00,1159,1159,100 ROSE AV,SIMPLE ASSAULT,False,3756
2017/05/23 04:00:00+00,1423,1423,500 S  CLINTON ST,OFFN AGAINST FAMILY,False,3757
2017/05/21 04:00:00+00,2014,2014,700 BUTTERNUT ST,POSSESSION/MARIJUANA,False,3758
2017/05/18 04:00:00+00,1839,1839,2600 ERIE BLVD E,FORGERY/COUNTERFEIT,False,3759
2017/05/23 04:00:00+00,1400,1400,200 SENECA DR,CRIMINAL MISCHIEF,False,3760
2017/05/23 04:00:00+00,1635,1635,300 CANNON ST,SIMPLE ASSAULT,False,3761
2017/05/23 04:00:00+00,1728,1728,200 HOLLAND ST,POSSESSION/MARIJUANA,False,3762
2017/05/23 04:00:00+00,1748,1748,300 MERRIMAN AV,ALL OTHER OFFENSES,False,3763
2017/05/23 04:00:00+00,1818,1818,500 OSWEGO ST,POSSESSION/MARIJUANA,True,3764
2017/05/23 04:00:00+00,1854,1854,0 RICHMOND AV,POSSESSION/MARIJUANA,True,3765
2017/05/23 04:00:00+00,1913,1913,400 JAMES ST,ALL OTHER OFFENSES,True,3766
2017/05/23 04:00:00+00,1942,1942,0 BUTTERNUT ST,POSSESSION/MARIJUANA,False,3767
2017/05/23 04:00:00+00,2028,2028,100 ELMWOOD AV,POSSESSION/USE DRUG,True,3768
2017/05/23 04:00:00+00,2057,2057,400 ROBERTS AV,SIMPLE ASSAULT,False,3769
2017/05/23 04:00:00+00,2128,2128,300 E  FLORENCE AV,CRIMINAL MISCHIEF,True,3770
2017/05/23 04:00:00+00,2214,2214,500 WESTMORELAND AV,CRIMINAL MISCHIEF,True,3771
2017/05/23 04:00:00+00,2224,2224,400 JAMES ST,OFFN AGAINST FAMILY,False,3772
2017/05/23 04:00:00+00,2245,2245,0 MIDLAND AV,POSSESSION/MARIJUANA,False,3773
2017/05/23 04:00:00+00,2310,2310,0 W  CALTHROP AV,POSSESSION/USE DRUG,False,3774
2017/05/23 04:00:00+00,2335,2335,100 W  CORNING AV,POSSESSION/MARIJUANA,True,3775
2017/05/23 04:00:00+00,856,905,400 ELLIS ST,CRIMINAL MISCHIEF,True,3776
2017/05/23 04:00:00+00,1015,1015,200 CORTLAND AV,CRIMINAL MISCHIEF,True,3777
2017/05/24 04:00:00+00,12,12,0 W  LAFAYETTE AV,POSSESSION/MARIJUANA,True,3778
2017/05/24 04:00:00+00,58,58,0 GRAVES ST,POSSESSION/MARIJUANA,False,3779
2017/05/24 04:00:00+00,58,58,700 WESTCOTT ST,ALL OTHER OFFENSES,True,3780
2017/05/24 04:00:00+00,213,213,0 GIFFORD ST,POSSESSION/MARIJUANA,True,3781
2017/05/24 04:00:00+00,226,226,200 W  BEARD AV,OFFN AGAINST FAMILY,False,3782
2017/05/24 04:00:00+00,258,258,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,3783
2017/05/24 04:00:00+00,352,515,1300 S  STATE ST,ALL OTHER OFFENSES,False,3784
2017/05/24 04:00:00+00,815,818,300 MERRIMAN AV,SIMPLE ASSAULT,False,3785
2017/05/24 04:00:00+00,827,827,600 ROBINSON ST,OFFN AGAINST FAMILY,False,3786
2017/05/24 04:00:00+00,827,827,300 BURNET AV,SIMPLE ASSAULT,False,3787
2017/05/24 04:00:00+00,939,939,100 DICKERSON ST,ALL OTHER OFFENSES,True,3788
2017/05/24 04:00:00+00,950,950,400 S  SALINA ST,OFFN AGAINST FAMILY,False,3789
2017/05/24 04:00:00+00,1003,1003,500 S  STATE ST,ALL OTHER OFFENSES,False,3790
2017/05/24 04:00:00+00,1129,1129,200 W  JEFFERSON ST,POSSESSION/USE DRUG,False,3791
2017/05/24 04:00:00+00,1136,1136,900 FIRST NORTH ST,POSSESSION/MARIJUANA,False,3792
2017/05/24 04:00:00+00,1139,1139,600 S  CLINTON ST,POSSESSION/MARIJUANA,True,3793
2017/05/24 04:00:00+00,1155,1155,100 DICKERSON ST,OFFN AGAINST FAMILY,False,3794
2017/05/24 04:00:00+00,1222,1222,0 WALSH CIR,ALL OTHER OFFENSES,False,3795
2017/05/24 04:00:00+00,1230,1230,500 S  STATE ST,ALL OTHER OFFENSES,False,3796
2017/05/24 04:00:00+00,1255,1250,2000 E  FAYETTE ST,SIMPLE ASSAULT,False,3797
2017/05/24 04:00:00+00,1230,1305,1000 N  SALINA ST,OFFN AGAINST FAMILY,False,3798
2017/05/24 04:00:00+00,1513,1513,300 SOUTH AV,ALL OTHER OFFENSES,True,3799
2017/05/24 04:00:00+00,1551,1551,100 W  BISSELL ST,POSSESSION/MARIJUANA,False,3800
2017/05/24 04:00:00+00,1651,1651,100 W  BISSELL ST,POSSESSION/USE DANGEROUS WEAPONS,True,3801
2017/05/24 04:00:00+00,1715,1715,200 TOMPKINS ST,STOLEN PROPERTY,True,3802
2017/05/24 04:00:00+00,1742,1742,1200 AVERY AV,OFFN AGAINST FAMILY,True,3803
2017/05/24 04:00:00+00,1815,1815,0 WILL CT,POSSESSION/MARIJUANA,False,3804
2017/05/24 04:00:00+00,1900,1230,1000 TEALL AV,CRIMINAL MISCHIEF,True,3805
2017/05/24 04:00:00+00,1959,1959,100 HOPE AV,SIMPLE ASSAULT,False,3806
2017/05/24 04:00:00+00,2115,2115,0 HOLLAND ST,SIMPLE ASSAULT,False,3807
2017/05/28 04:00:00+00,1228,1228,600 N  SALINA ST,CRIMINAL MISCHIEF,False,3808
2017/05/28 04:00:00+00,1331,1331,100 W  NEWELL ST,SIMPLE ASSAULT,False,3809
2017/05/28 04:00:00+00,1500,1508,200 ASH ST,SIMPLE ASSAULT,False,3810
2017/05/28 04:00:00+00,1625,1625,400 E  DIVISION ST,CRIMINAL MISCHIEF,True,3811
2017/05/28 04:00:00+00,1725,1727,500 NICHOLS AV,SIMPLE ASSAULT,False,3812
2017/05/28 04:00:00+00,1814,1814,1400 OAK ST,CRIMINAL MISCHIEF,False,3813
2017/05/28 04:00:00+00,30,115,300 W  FAYETTE ST,CRIMINAL MISCHIEF,True,3814
2017/05/28 04:00:00+00,1825,1827,1200 N  STATE ST,SIMPLE ASSAULT,False,3815
2017/05/28 04:00:00+00,1954,1954,400 BOYDEN ST,CRIMINAL MISCHIEF,False,3816
2017/05/28 04:00:00+00,2135,2125,1900 W  GENESEE ST,SIMPLE ASSAULT,False,3817
2017/05/28 04:00:00+00,2310,2313,900 S  GEDDES ST,CRIMINAL MISCHIEF,False,3818
2017/05/28 04:00:00+00,2015,2015,1100 OAK ST,CRIMINAL MISCHIEF,True,3819
2017/05/28 04:00:00+00,1800,1800,100 JERICHO DR,CRIMINAL MISCHIEF,True,3820
2017/05/29 04:00:00+00,114,114,400 SEYMOUR ST,SIMPLE ASSAULT,False,3821
2017/05/29 04:00:00+00,225,225,200 BEATTIE ST,SIMPLE ASSAULT,False,3822
2017/05/29 04:00:00+00,40,45,700 DEWITT ST,CRIMINAL MISCHIEF,False,3823
2017/05/29 04:00:00+00,1020,1020,900 SALT SPRINGS RD,SIMPLE ASSAULT,False,3824
2017/05/29 04:00:00+00,0,1100,300 COLUMBUS AV,CRIMINAL MISCHIEF,True,3825
2017/05/29 04:00:00+00,1230,1238,1500 LODI ST,SIMPLE ASSAULT,False,3826
2017/05/29 04:00:00+00,500,1200,300 CORTLAND AV,CRIMINAL MISCHIEF,True,3827
2017/05/29 04:00:00+00,1329,1329,400 S  SALINA ST,ALL OTHER OFFENSES,True,3828
2017/05/29 04:00:00+00,1439,1439,100 S  CARBON ST,SIMPLE ASSAULT,False,3829
2017/05/29 04:00:00+00,1610,1610,600 CATHERINE ST,CRIMINAL MISCHIEF,True,3830
2017/05/29 04:00:00+00,1611,1611,500 S  SALINA ST,OFFN AGAINST FAMILY,True,3831
2017/05/29 04:00:00+00,1752,1752,0 WINTON ST,POSSESSION/USE DRUG,False,3832
2017/05/29 04:00:00+00,1752,1752,1 DESTINY USA DR,OFFN AGAINST FAMILY,False,3833
2017/05/29 04:00:00+00,1811,1811,100 THURLOW DR,CRIMINAL MISCHIEF,False,3834
2017/05/29 04:00:00+00,1844,1844,1800 E  FAYETTE ST,POSSESSION/MARIJUANA,False,3835
2017/05/29 04:00:00+00,1853,1853,100 SCOTTHOLM BLVD,ALL OTHER OFFENSES,True,3836
2017/05/29 04:00:00+00,1800,1938,500 S  CLINTON ST,UNAUTHORIZED USE MV,False,3837
2017/05/29 04:00:00+00,2104,2104,600 WOLF ST,POSSESSION/USE DRUG,False,3838
2017/05/29 04:00:00+00,2212,2219,600 E  DIVISION ST,SIMPLE ASSAULT,False,3839
2017/05/29 04:00:00+00,2313,2313,300 COURT ST,OFFN AGAINST FAMILY,False,3840
2017/05/29 04:00:00+00,2338,2338,0 W  BEARD AV,POSSESSION/MARIJUANA,False,3841
2017/05/29 04:00:00+00,1500,1500,1000 HIGHLAND ST,FORGERY/COUNTERFEIT,False,3842
2017/05/29 04:00:00+00,1400,1400,100 SCOTTHOLM BLVD,CRIMINAL MISCHIEF,True,3843
2017/05/29 04:00:00+00,1355,1357,100 HERBERT ST,SIMPLE ASSAULT,False,3844
2017/05/30 04:00:00+00,258,258,300 CALEB AV,POSSESSION/MARIJUANA,True,3845
2017/05/30 04:00:00+00,1631,1631,700 S  SALINA ST,CRIMINAL MISCHIEF,True,3846
2017/05/30 04:00:00+00,0,0,1700 PARK ST,SIMPLE ASSAULT,True,3847
2017/05/30 04:00:00+00,1930,630,200 LEXINGTON AV,CRIMINAL MISCHIEF,True,3848
2017/05/30 04:00:00+00,938,938,700 LODI ST,SIMPLE ASSAULT,False,3849
2017/05/30 04:00:00+00,1003,1003,2500 ERIE BLVD E,FORGERY/COUNTERFEIT,False,3850
2017/05/30 04:00:00+00,1234,1234,0 E  ADAMS ST,ALL OTHER OFFENSES,True,3851
2017/05/30 04:00:00+00,1242,1242,0 S  CLINTON ST,OFFN AGAINST FAMILY,True,3852
2017/05/30 04:00:00+00,1246,1246,0 S  SALINA ST,OFFN AGAINST FAMILY,True,3853
2017/05/30 04:00:00+00,1306,1306,0 S  CLINTON ST,ALL OTHER OFFENSES,True,3854
2017/05/30 04:00:00+00,1307,1307,0 WALTON ST,ALL OTHER OFFENSES,True,3855
2017/05/18 04:00:00+00,1910,1910,1400 MIDLAND AV,POSSESSION/USE DRUG,True,3856
2017/05/21 04:00:00+00,2004,2004,100 HALL AV,SIMPLE ASSAULT,False,3857
2017/05/21 04:00:00+00,2138,2138,600 WILLIS AV,SIMPLE ASSAULT,False,3858
2017/05/21 04:00:00+00,2252,2252,800 HAWLEY AV,CRIMINAL MISCHIEF,True,3859
2017/05/21 04:00:00+00,2253,2253,200 DOROTHY ST,CRIMINAL MISCHIEF,True,3860
2017/05/22 04:00:00+00,30,30,1000 S  TOWNSEND ST,CRIMINAL MISCHIEF,True,3861
2017/05/22 04:00:00+00,120,120,400 CHEMUNG ST,SIMPLE ASSAULT,False,3862
2017/05/22 04:00:00+00,834,834,100 CARLISLE ST,SIMPLE ASSAULT,False,3863
2017/05/22 04:00:00+00,2300,900,100 FORD AV,CRIMINAL MISCHIEF,True,3864
2017/05/22 04:00:00+00,1015,1015,4400 S  SALINA ST,OFFN AGAINST FAMILY,False,3865
2017/05/22 04:00:00+00,1015,1015,1 DESTINY USA DR,FRAUD,False,3866
2017/05/22 04:00:00+00,1247,1247,100 WALRATH RD,OFFN AGAINST FAMILY,False,3867
2017/05/22 04:00:00+00,1400,1423,100 BALLARD AV,SIMPLE ASSAULT,False,3868
2017/05/22 04:00:00+00,730,1445,800 TURTLE ST,CRIMINAL MISCHIEF,True,3869
2017/05/22 04:00:00+00,1650,1650,400 JAMES ST,OFFN AGAINST FAMILY,False,3870
2017/05/22 04:00:00+00,1654,1654,300 BELLEVUE AV,CRIMINAL MISCHIEF,True,3871
2017/05/22 04:00:00+00,1700,1703,600 HIAWATHA BLVD E,SIMPLE ASSAULT,False,3872
2017/05/22 04:00:00+00,1724,1724,0 MERRIMAN AV,ALL OTHER OFFENSES,False,3873
2017/05/22 04:00:00+00,1728,1728,0 SOUTH AV,POSSESSION/MARIJUANA,False,3874
2017/05/22 04:00:00+00,0,0,200 MARY ST,SEX OFFENSES,False,3875
2017/05/22 04:00:00+00,1740,1740,0 S  SALINA ST,OFFN AGAINST FAMILY,False,3876
2017/05/22 04:00:00+00,1742,1742,1400 S  SALINA ST,POSSESSION/MARIJUANA,True,3877
2017/05/22 04:00:00+00,1747,1747,300 BELLEVUE AV,POSSESSION/USE DANGEROUS WEAPONS,True,3878
2017/05/22 04:00:00+00,1754,1754,200 OTISCO ST,POSSESSION/MARIJUANA,True,3879
2017/05/22 04:00:00+00,1815,1815,3200 S  SALINA ST,ALL OTHER OFFENSES,False,3880
2017/05/22 04:00:00+00,1818,1818,900 S  MCBRIDE ST,SIMPLE ASSAULT,False,3881
2017/05/22 04:00:00+00,1835,1835,300 GRAVES ST,FRAUD,False,3882
2017/05/22 04:00:00+00,1953,1953,1100 S  TOWNSEND ST,POSSESSION/USE DANGEROUS WEAPONS,False,3883
2017/05/22 04:00:00+00,2031,2031,200 LAFAYETTE RD,SIMPLE ASSAULT,False,3884
2017/05/22 04:00:00+00,945,955,100 REED AV,POSSESSION/MARIJUANA,False,3885
2017/05/22 04:00:00+00,2230,2239,1800 LODI ST,SIMPLE ASSAULT,False,3886
2017/05/22 04:00:00+00,2305,2305,200 BEATTIE ST,SIMPLE ASSAULT,False,3887
2017/05/22 04:00:00+00,2311,2311,0 MARTIN LUTHER KING      E,POSSESSION/MARIJUANA,True,3888
2017/05/22 04:00:00+00,700,1930,600 E  WILLOW ST,CRIMINAL MISCHIEF,True,3889
2017/05/22 04:00:00+00,1230,1915,1 DESTINY USA DR,CRIMINAL MISCHIEF,True,3890
2017/05/23 04:00:00+00,22,22,300 CROSSETT ST,POSSESSION/MARIJUANA,True,3891
2017/05/23 04:00:00+00,25,25,0 W  BEAR ST,ALL OTHER OFFENSES,False,3892
2017/05/23 04:00:00+00,144,144,300 E  WATER ST,CRIMINAL MISCHIEF,False,3893
2017/05/23 04:00:00+00,201,201,1100 MIDLAND AV,SIMPLE ASSAULT,False,3894
2017/05/23 04:00:00+00,434,434,0 N  ALVORD ST,ALL OTHER OFFENSES,True,3895
2017/05/23 04:00:00+00,825,825,1800 E  FAYETTE ST,CRIMINAL MISCHIEF,True,3896
2017/05/23 04:00:00+00,1001,1001,200 E  ADAMS ST,OFFN AGAINST FAMILY,True,3897
2017/05/23 04:00:00+00,800,1037,200 N  CROUSE AV,STOLEN PROPERTY,False,3898
2017/05/23 04:00:00+00,1125,1300,1600 HAWLEY AV,SIMPLE ASSAULT,False,3899
2017/05/23 04:00:00+00,1131,1131,2900 JAMES ST,FORGERY/COUNTERFEIT,False,3900
2017/05/23 04:00:00+00,1225,1225,2200 S  SALINA ST,CRIMINAL MISCHIEF,True,3901
2017/05/23 04:00:00+00,1210,1210,100 HAROLD ST,OFFN AGAINST FAMILY,False,3902
2017/05/23 04:00:00+00,1352,1352,600 S  SALINA ST,ALL OTHER OFFENSES,True,3903
2017/05/23 04:00:00+00,1430,1430,900 N  ALVORD ST,OFFN AGAINST FAMILY,False,3904
2017/05/18 04:00:00+00,2000,2000,0 MIDLAND AV,POSSESSION/MARIJUANA,False,3905
2017/05/30 04:00:00+00,1310,1310,0 W  ONONDAGA ST,ALL OTHER OFFENSES,True,3906
2017/05/30 04:00:00+00,1311,1311,500 S  SALINA ST,ALL OTHER OFFENSES,True,3907
2017/05/30 04:00:00+00,1330,1330,0 S  SALINA ST,ALL OTHER OFFENSES,True,3908
2017/05/30 04:00:00+00,1347,1347,0 S  SALINA ST,ALL OTHER OFFENSES,True,3909
2017/05/30 04:00:00+00,1431,1431,800 S  GEDDES ST,POSSESSION/MARIJUANA,False,3910
2017/05/30 04:00:00+00,1452,1502,200 KIRK PARK DR,ALL OTHER OFFENSES,True,3911
2017/05/30 04:00:00+00,1541,1541,200 W  BEARD AV,CRIMINAL MISCHIEF,True,3912
2017/05/30 04:00:00+00,1545,1545,100 HARVARD PL,SIMPLE ASSAULT,True,3913
2017/05/18 04:00:00+00,2035,2035,200 N  TOWNSEND ST,SIMPLE ASSAULT,False,3914
2017/05/30 04:00:00+00,300,1300,200 JAMESVILLE AV,CRIMINAL MISCHIEF,True,3915
2017/05/18 04:00:00+00,2225,2225,0 FURMAN ST,POSSESSION/MARIJUANA,False,3916
2017/05/30 04:00:00+00,1812,1812,100 CROLY ST,CRIMINAL MISCHIEF,True,3917
2017/05/18 04:00:00+00,2228,2228,100 SPAULDING AV,POSSESSION/MARIJUANA,True,3918
2017/05/30 04:00:00+00,1852,1852,0 SHONNARD ST,POSSESSION/MARIJUANA,False,3919
2017/05/18 04:00:00+00,2311,2311,0 RICHMOND AV,POSSESSION/MARIJUANA,True,3920
2017/05/30 04:00:00+00,2008,2008,0 S  SALINA ST,POSSESSION/MARIJUANA,False,3921
2017/05/18 04:00:00+00,2335,2335,500 NIAGARA ST,POSSESSION/MARIJUANA,False,3922
2017/05/30 04:00:00+00,2020,2020,700 S  SALINA ST,POSSESSION/MARIJUANA,False,3923
2017/05/18 04:00:00+00,255,755,800 CALEB AV,CRIMINAL MISCHIEF,True,3924
2017/05/30 04:00:00+00,2257,2257,1000 N  SALINA ST,POSSESSION/USE DRUG,True,3925
2017/05/18 04:00:00+00,1105,1105,800 CALEB AV,CRIMINAL MISCHIEF,True,3926
2017/05/30 04:00:00+00,2307,2307,100 ROBINSON ST,POSSESSION/MARIJUANA,True,3927
2017/05/18 04:00:00+00,1200,835,2800 BURNET AV,CRIMINAL MISCHIEF,True,3928
2017/05/30 04:00:00+00,2339,2339,100 LANDON AV,OFFN AGAINST FAMILY,False,3929
2017/05/18 04:00:00+00,615,700,300 S  COLLINGWOOD AV,CRIMINAL MISCHIEF,True,3930
2017/05/31 04:00:00+00,44,44,400 SOLAR ST,POSSESSION/MARIJUANA,True,3931
2017/05/19 04:00:00+00,129,129,0 BUTTERNUT ST,POSSESSION/USE DRUG,False,3932
2017/05/31 04:00:00+00,238,238,200 BRIGGS ST,SIMPLE ASSAULT,False,3933
2017/05/19 04:00:00+00,405,405,1200 CARBON ST,POSSESSION/MARIJUANA,False,3934
2017/05/31 04:00:00+00,210,337,200 N  GEDDESS ST,SIMPLE ASSAULT,False,3935
2017/05/19 04:00:00+00,1000,937,500 PACIFIC AV,SIMPLE ASSAULT,False,3936
2017/05/31 04:00:00+00,719,720,900 FIRST NORTH ST,CRIMINAL MISCHIEF,False,3937
2017/05/19 04:00:00+00,930,930,200 CRIPPEN AV,SIMPLE ASSAULT,False,3938
2017/05/31 04:00:00+00,900,936,100 N  TOWNSEND PL,CRIMINAL MISCHIEF,True,3939
2017/05/19 04:00:00+00,1006,1007,300 W  WASHINGTON ST,CRIMINAL MISCHIEF,False,3940
2017/05/31 04:00:00+00,720,727,400 WINKWORTH PKWY,SIMPLE ASSAULT,False,3941
2017/05/31 04:00:00+00,630,630,200 GERE AV,SIMPLE ASSAULT,True,3942
2017/05/31 04:00:00+00,1022,1022,500 GIFFORD ST,POSSESSION/MARIJUANA,True,3943
2017/05/31 04:00:00+00,0,0,800 E  BRIGHTON AV,SIMPLE ASSAULT,False,3944
2017/05/31 04:00:00+00,1121,1121,200 TIOGA ST,ALL OTHER OFFENSES,False,3945
2017/05/31 04:00:00+00,1123,1123,300 W  KENNEDY ST,SIMPLE ASSAULT,False,3946
2017/05/31 04:00:00+00,1205,1205,1400 W  ONONDAGA ST,ALL OTHER OFFENSES,True,3947
2017/05/31 04:00:00+00,1247,1247,1 DESTINY USA DR,SIMPLE ASSAULT,False,3948
2017/05/31 04:00:00+00,1253,1253,100 JAMES ST,ALL OTHER OFFENSES,False,3949
2017/05/31 04:00:00+00,1310,1310,3100 E  GENESEE ST,SIMPLE ASSAULT,False,3950
2017/05/31 04:00:00+00,1313,1313,500 S  SALINA ST,ALL OTHER OFFENSES,True,3951
2017/05/31 04:00:00+00,1319,1319,0 SHONNARD ST,POSSESSION/MARIJUANA,True,3952
2017/05/31 04:00:00+00,1411,1411,0 S  GEDDES ST,POSSESSION/USE DRUG,True,3953
2017/05/31 04:00:00+00,1145,1420,400 S  SALINA ST,FORGERY/COUNTERFEIT,False,3954
2017/05/31 04:00:00+00,1526,1526,200 ERIE BLVD E,ALL OTHER OFFENSES,False,3955
2017/05/31 04:00:00+00,1545,1540,1800 E  FAYETTE ST,SIMPLE ASSAULT,False,3956
2017/05/31 04:00:00+00,1542,1542,0 DAVIS ST,POSSESSION/MARIJUANA,False,3957
2017/05/31 04:00:00+00,1606,1606,2000 S  SALINA ST,ALL OTHER OFFENSES,True,3958
2017/05/31 04:00:00+00,1717,1717,0 SEELEY RD,ALL OTHER OFFENSES,False,3959
2017/05/31 04:00:00+00,1721,1721,200 N  EDWARDS AV,SIMPLE ASSAULT,False,3960
2017/05/31 04:00:00+00,1715,1715,600 E  DIVISION ST,CRIMINAL MISCHIEF,True,3961
2017/05/31 04:00:00+00,1743,1743,200 S  WARREN ST,ALL OTHER OFFENSES,False,3962
2017/05/31 04:00:00+00,1757,1827,2400 E  GENESEE ST,POSSESSION/MARIJUANA,False,3963
