DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2020/06/06 04:00:00+00,1627,1626,100 RONEY LN     ,SIMPLE ASSAULT,True,3329
2020/06/06 04:00:00+00,1941,1941,100 E  BISSELL ST     ,SIMPLE ASSAULT,True,3330
2020/06/06 04:00:00+00,2022,2022,200 HOUSTON AV     ,OFFN AGAINST FAMILY,True,3331
2020/06/06 04:00:00+00,2130,2152,700 SPRING ST     ,SIMPLE ASSAULT,True,3332
2020/06/06 04:00:00+00,2223,2223,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,False,3333
2020/06/06 04:00:00+00,2244,2244,700 JAMES ST     ,ALL OTHER OFFENSES,False,3334
2020/06/06 04:00:00+00,2315,2315,1000 BALLANTYNE RD     ,POSSESSION/USE DANGEROUS WEAPONS,True,3335
2020/06/06 04:00:00+00,2215,2215,2300 S  SALINA ST     ,CRIMINAL MISCHIEF,True,3336
2020/06/07 04:00:00+00,19,20,200 MAGNOLIA ST     ,CRIMINAL MISCHIEF,True,3337
2020/06/07 04:00:00+00,32,33,1400 S  SALINA ST     ,POSSESSION/MARIJUANA,False,3338
2020/06/07 04:00:00+00,36,36,300 ROWLAND ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3339
2020/06/07 04:00:00+00,207,207,300 TULLY ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3340
2020/06/07 04:00:00+00,244,244,200 WOODBINE AV     ,ALL OTHER OFFENSES,True,3341
2020/06/07 04:00:00+00,423,423,100 GLAHN AV     ,ALL OTHER OFFENSES,True,3342
2020/06/07 04:00:00+00,754,754,2000 LODI ST     ,SIMPLE ASSAULT,True,3343
2020/06/07 04:00:00+00,1100,1116,200 HICKOK AVE    ,OFFN AGAINST FAMILY,True,3344
2020/06/07 04:00:00+00,1338,1338,100 EASTMAN AV     ,CRIMINAL MISCHIEF,True,3345
2020/06/07 04:00:00+00,1428,1428,1000 FIRST NORTH ST     ,DRIVING UNDER INFLUENCE,True,3346
2020/06/07 04:00:00+00,1517,1540,0 STONE CT     ,POSSESSION/MARIJUANA,False,3347
2020/06/07 04:00:00+00,1500,1544,100 LATIMER TER    ,SIMPLE ASSAULT,True,3348
2020/06/07 04:00:00+00,1703,1704,1000 AVERY AV     ,SIMPLE ASSAULT,True,3349
2020/06/07 04:00:00+00,1730,1730,200 FILLMORE AV     ,SIMPLE ASSAULT,True,3350
2020/06/07 04:00:00+00,1748,1748,100 MINERVA ST     ,ALL OTHER OFFENSES,True,3351
2020/06/07 04:00:00+00,1853,1853,1400 MIDLAND AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3352
2020/06/07 04:00:00+00,2136,2130,900 JAMES ST     ,SIMPLE ASSAULT,True,3353
2020/06/07 04:00:00+00,2259,2259,100 HOBART AV     ,POSSESSION/MARIJUANA,True,3354
2020/06/15 04:00:00+00,210,210,900 BUTTERNUT ST     ,CRIMINAL MISCHIEF,True,3355
2020/06/15 04:00:00+00,249,249,300 APPLE ST     ,CRIMINAL MISCHIEF,True,3356
2020/06/15 04:00:00+00,355,403,1400 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,3357
2020/06/15 04:00:00+00,630,630,1500 BELLEVUE AV     ,CRIMINAL MISCHIEF,True,3358
2020/06/15 04:00:00+00,0,0,100 CANNON ST     ,CRIMINAL MISCHIEF,True,3359
2020/06/15 04:00:00+00,1207,1207,4300 S  SALINA ST     ,SIMPLE ASSAULT,True,3360
2020/06/15 04:00:00+00,1226,1226,300 COOLIDGE AV     ,SIMPLE ASSAULT,True,3361
2020/06/15 04:00:00+00,1241,1241,500 S  CROUSE AV     ,SIMPLE ASSAULT,True,3362
2020/06/15 04:00:00+00,1230,1245,100 W  LYNHURST AV     ,SIMPLE ASSAULT,True,3363
2020/06/15 04:00:00+00,300,300,600 JAMESVILLE AV     ,CRIMINAL MISCHIEF,True,3364
2020/06/01 04:00:00+00,0,843,200 CORTLAND AV     ,CRIMINAL MISCHIEF,True,3365
2020/06/15 04:00:00+00,1501,1501,100 W  ONONDAGA ST     ,ALL OTHER OFFENSES,False,3366
2020/06/16 04:00:00+00,2109,2109,200 BROOKLEA DR     ,CRIMINAL MISCHIEF,True,3367
2020/06/01 04:00:00+00,740,1055,700 JAMES ST     ,ALL OTHER OFFENSES,True,3368
2020/06/15 04:00:00+00,1723,1723,300 GIFFORD ST     ,SIMPLE ASSAULT,True,3369
2020/06/16 04:00:00+00,2149,2149,400 W  SENECA TPKE   ,CRIMINAL MISCHIEF,True,3370
2020/06/10 04:00:00+00,2020,815,100 AMHERST AV     ,CRIMINAL MISCHIEF,True,3371
2020/06/01 04:00:00+00,1152,1152,100 JOSEPHINE ST     ,SIMPLE ASSAULT,True,3372
2020/06/12 04:00:00+00,2200,2200,100 W  FAYETTE ST     ,SIMPLE ASSAULT,False,3373
2020/06/15 04:00:00+00,1605,1605,100 TALLMAN ST     ,ALL OTHER OFFENSES,False,3374
2020/06/10 04:00:00+00,0,830,100 EASTMAN AV     ,CRIMINAL MISCHIEF,True,3375
2020/06/16 04:00:00+00,2331,2355,100 GLENWOOD AV     ,POSSESSION/MARIJUANA,False,3376
2020/06/10 04:00:00+00,800,853,300 N  BEECH ST     ,CRIMINAL MISCHIEF,True,3377
2020/06/01 04:00:00+00,2200,1300,600 E  DIVISION ST     ,CRIMINAL MISCHIEF,True,3378
2020/06/13 04:00:00+00,120,120,100 FOREST AV     ,SIMPLE ASSAULT,True,3379
2020/06/16 04:00:00+00,2200,2230,900 N  TOWNSEND ST     ,CRIMINAL MISCHIEF,True,3380
2020/06/15 04:00:00+00,1622,1622,500 S  SALINA ST     ,ALL OTHER OFFENSES,False,3381
2020/06/10 04:00:00+00,1257,1257,200 MAINS AVE    ,SIMPLE ASSAULT,True,3382
2020/06/01 04:00:00+00,1400,1428,1300 N  SALINA ST     ,SIMPLE ASSAULT,True,3383
2020/06/13 04:00:00+00,135,135,1200 W  FAYETTE ST     ,POSSESSION/MARIJUANA,True,3384
2020/06/17 04:00:00+00,30,30,500 ASH ST     ,CRIMINAL MISCHIEF,True,3385
2020/06/15 04:00:00+00,1643,1643,2900 MIDLAND AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3386
2020/06/10 04:00:00+00,1129,1129,300 LEXINGTON AVE    ,CRIMINAL MISCHIEF,False,3387
2020/06/01 04:00:00+00,1544,1544,4400 S  SALINA ST     ,OFFN AGAINST FAMILY,True,3388
2020/06/13 04:00:00+00,100,223,100 E  BISSELL ST     ,SIMPLE ASSAULT,True,3389
2020/06/17 04:00:00+00,44,45,200 W  NEWELL ST     ,SIMPLE ASSAULT,True,3390
2020/06/15 04:00:00+00,1654,1654,300 FIRST NORTH ST     ,CRIMINAL MISCHIEF,True,3391
2020/06/10 04:00:00+00,1545,1553,2900 S  SALINA ST     ,SIMPLE ASSAULT,True,3392
2020/06/01 04:00:00+00,1731,1732,300 PALMER AV     ,SIMPLE ASSAULT,True,3393
2020/06/13 04:00:00+00,422,422,1300 S  STATE ST     ,CRIMINAL MISCHIEF,True,3394
2020/06/17 04:00:00+00,30,45,200 WOLF ST     ,CRIMINAL MISCHIEF,True,3395
2020/06/15 04:00:00+00,1830,2000,100 OTISCO ST     ,SIMPLE ASSAULT,True,3396
2020/06/10 04:00:00+00,1700,1700,1100 BUTTERNUT ST     ,CRIMINAL MISCHIEF,True,3397
2020/06/01 04:00:00+00,2240,2240,300 W  KIRKPATRICK ST     ,SIMPLE ASSAULT,True,3398
2020/06/13 04:00:00+00,515,515,100 BALDWIN AV     ,CRIMINAL MISCHIEF,True,3399
2020/06/17 04:00:00+00,324,324,1500 E  GENESEE ST     ,CRIMINAL MISCHIEF,True,3400
2020/06/15 04:00:00+00,1850,1850,400 SHONNARD ST     ,CRIMINAL MISCHIEF,True,3401
2020/06/10 04:00:00+00,1849,1849,400 MIDLAND AV     ,CRIMINAL MISCHIEF,True,3402
2020/06/10 04:00:00+00,1856,1856,500 THURBER ST     ,DRIVING UNDER INFLUENCE,True,3403
2020/06/10 04:00:00+00,1900,1857,1200 SPRING ST     ,SIMPLE ASSAULT,True,3404
2020/06/10 04:00:00+00,1958,1958,100 POLK ST     ,SIMPLE ASSAULT,True,3405
2020/06/10 04:00:00+00,2216,2216,200 KELLOGG ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3406
2020/06/10 04:00:00+00,1800,2200,300 STERLING AV     ,CRIMINAL MISCHIEF,True,3407
2020/06/10 04:00:00+00,2357,2357,400 SHONNARD ST     ,SIMPLE ASSAULT,True,3408
2020/06/10 04:00:00+00,1310,1310,4000 S  SALINA ST     ,SIMPLE ASSAULT,True,3409
2020/06/11 04:00:00+00,20,20,200 W  BRIGHTON AV     ,OFFN AGAINST FAMILY,False,3410
2020/06/11 04:00:00+00,41,41,300 HOLLAND ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3411
2020/06/11 04:00:00+00,107,107,300 HERKIMER ST     ,SIMPLE ASSAULT,True,3412
2020/06/11 04:00:00+00,118,118,100 W  LAFAYETTE AV     ,POSSESSION/USE DANGEROUS WEAPONS,False,3413
2020/06/11 04:00:00+00,125,125,100 BURDICK AV     ,CRIMINAL MISCHIEF,True,3414
2020/06/11 04:00:00+00,234,234,100 MAURICE AV     ,SIMPLE ASSAULT,True,3415
2020/06/11 04:00:00+00,345,345,2500 VALLEY DR     ,DRIVING UNDER INFLUENCE,True,3416
2020/06/11 04:00:00+00,650,711,500 SEYMOUR ST     ,CRIMINAL MISCHIEF,True,3417
2020/06/11 04:00:00+00,2015,1207,200 S  WEST ST     ,CRIMINAL MISCHIEF,False,3418
2020/06/11 04:00:00+00,1225,1230,400 BURT ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3419
2020/06/11 04:00:00+00,1313,1313,100 BALLANTYNE RD     ,OFFN AGAINST FAMILY,True,3420
2020/06/11 04:00:00+00,1436,1436,300 GENESEE PARK DR     ,SIMPLE ASSAULT,True,3421
2020/06/11 04:00:00+00,1728,1729,200 FITCH ST     ,SIMPLE ASSAULT,True,3422
2020/06/11 04:00:00+00,1747,1747,300 ELLIOTT ST     ,OFFN AGAINST FAMILY,False,3423
2020/06/11 04:00:00+00,1810,1810,600 VALLEY DR     ,POSSESSION/USE DRUG,True,3424
2020/06/11 04:00:00+00,0,1300,100 BURNET PARK DR     ,CRIMINAL MISCHIEF,False,3425
2020/06/11 04:00:00+00,2235,2220,100 RONEY LN     ,SIMPLE ASSAULT,True,3426
2020/06/11 04:00:00+00,2117,2117,1000 SOUTH AV     ,CRIMINAL MISCHIEF,True,3427
2020/06/11 04:00:00+00,1800,1800,1100 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,True,3428
2020/06/11 04:00:00+00,1810,1810,600 VALLEY DR     ,SIMPLE ASSAULT,False,3429
2020/06/12 04:00:00+00,2300,42,300 MILDRED AV     ,SIMPLE ASSAULT,True,3430
2020/06/12 04:00:00+00,126,126,200 BRYANT AV     ,SIMPLE ASSAULT,True,3431
2020/06/12 04:00:00+00,533,533,1300 S  STATE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3432
2020/06/12 04:00:00+00,1600,830,100 E  WILLOW ST     ,CRIMINAL MISCHIEF,True,3433
2020/06/12 04:00:00+00,1239,1239,100 BALDWIN AV     ,CRIMINAL MISCHIEF,True,3434
2020/06/15 04:00:00+00,1955,1955,800 SALT SPRINGS RD     ,ALL OTHER OFFENSES,True,3435
2020/06/15 04:00:00+00,2300,2011,900 TEALL AV     ,SIMPLE ASSAULT,True,3436
2020/06/15 04:00:00+00,2030,2033,400 BURT ST     ,SIMPLE ASSAULT,True,3437
2020/06/15 04:00:00+00,2230,2230,300 ARTHUR ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3438
2020/06/15 04:00:00+00,2239,2239,1000 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,3439
2020/06/01 04:00:00+00,2307,2307,100 WIMAN AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3440
2020/06/15 04:00:00+00,2307,2307,200 ELK ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3441
2020/06/17 04:00:00+00,852,1052,200 DORCHESTER AV     ,OFFN AGAINST FAMILY,True,3442
2020/06/01 04:00:00+00,944,1030,900 ERIE BLVD W ,CRIMINAL MISCHIEF,True,3443
2020/06/15 04:00:00+00,2335,2346,2400 LODI ST     ,SIMPLE ASSAULT,True,3444
2020/06/17 04:00:00+00,300,1200,400 HAWLEY AV     ,CRIMINAL MISCHIEF,True,3445
2020/06/13 04:00:00+00,640,648,100 WIMAN AV     ,SIMPLE ASSAULT,True,3446
2020/06/01 04:00:00+00,900,900,1500 PARK ST     ,FRAUD,False,3447
2020/06/15 04:00:00+00,1615,1615,500 S  CLINTON ST     ,SIMPLE ASSAULT,False,3448
2020/06/17 04:00:00+00,1204,1204,300 ONONDAGA AV     ,SIMPLE ASSAULT,True,3449
2020/06/13 04:00:00+00,841,704,600 W  GENESEE ST     ,UNAUTHORIZED USE MV,True,3450
2020/06/01 04:00:00+00,1200,1200,1400 E  GENESEE ST     ,CRIMINAL MISCHIEF,False,3451
2020/06/15 04:00:00+00,1630,1630,500 S  CLINTON ST     ,SIMPLE ASSAULT,False,3452
2020/06/17 04:00:00+00,1200,1205,300 FOBES AV     ,CRIMINAL MISCHIEF,True,3453
2020/06/13 04:00:00+00,720,720,800 SOUTH AV     ,CRIMINAL MISCHIEF,True,3454
2020/06/02 04:00:00+00,136,136,200 MIDLAND AV     ,POSSESSION/USE DRUG,False,3455
2020/06/16 04:00:00+00,49,49,200 WARNER AV     ,POSSESSION/MARIJUANA,False,3456
2020/06/17 04:00:00+00,1208,1208,700 POND ST     ,SIMPLE ASSAULT,True,3457
2020/06/13 04:00:00+00,1141,1141,800 HIGHLAND ST     ,CRIMINAL MISCHIEF,True,3458
2020/06/02 04:00:00+00,654,654,100 CONKLIN AV     ,ALL OTHER OFFENSES,True,3459
2020/06/02 04:00:00+00,315,315,2900 S  SALINA ST     ,CRIMINAL MISCHIEF,True,3460
2020/06/02 04:00:00+00,339,349,200 E  WATER ST     ,CRIMINAL MISCHIEF,True,3461
2020/06/02 04:00:00+00,1100,1100,100 RADISSON CT     ,SIMPLE ASSAULT,True,3462
2020/06/02 04:00:00+00,1226,1226,400 S  SALINA ST     ,ALL OTHER OFFENSES,False,3463
2020/06/02 04:00:00+00,1341,1341,900 JAMES ST     ,SIMPLE ASSAULT,True,3464
2020/06/02 04:00:00+00,1414,1414,300 HARFORD RD     ,OFFN AGAINST FAMILY,True,3465
2020/06/02 04:00:00+00,1515,1515,700 S  CROUSE AV     ,ALL OTHER OFFENSES,False,3466
2020/06/02 04:00:00+00,1525,1529,1200 CARBON ST     ,SIMPLE ASSAULT,True,3467
2020/06/02 04:00:00+00,1534,1534,300 GARFIELD AV     ,POSSESSION/MARIJUANA,True,3468
2020/06/02 04:00:00+00,1550,1550,0 CREEKWALK        ,CRIMINAL MISCHIEF,True,3469
2020/06/02 04:00:00+00,1700,1700,1200 SOUTH AV     ,SIMPLE ASSAULT,True,3470
2020/06/02 04:00:00+00,1706,1706,200 HARTSON ST     ,CRIMINAL MISCHIEF,True,3471
2020/06/02 04:00:00+00,1839,1839,900 PARK ST     ,SIMPLE ASSAULT,True,3472
2020/06/02 04:00:00+00,1955,1955,100 STEUBEN ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3473
2020/06/02 04:00:00+00,1939,1939,1900 ERIE BLVD E ,CRIMINAL MISCHIEF,True,3474
2020/06/02 04:00:00+00,2040,2040,100 BALLANTYNE RD     ,CRIMINAL MISCHIEF,True,3475
2020/06/02 04:00:00+00,2115,2117,100 LAWRENCE ST     ,SIMPLE ASSAULT,True,3476
2020/06/02 04:00:00+00,2208,2208,100 STEUBEN ST     ,CRIMINAL MISCHIEF,True,3477
2020/06/02 04:00:00+00,2240,2324,300 FITCH ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3478
2020/06/02 04:00:00+00,2311,2311,100 STAFFORD AV     ,CRIMINAL MISCHIEF,True,3479
2020/06/03 04:00:00+00,36,36,100 W  BISSELL ST     ,OFFN AGAINST FAMILY,True,3480
2020/06/03 04:00:00+00,133,132,300 AUDUBON PKWY   ,SIMPLE ASSAULT,True,3481
2020/06/03 04:00:00+00,206,206,2900 S  SALINA ST     ,CRIMINAL MISCHIEF,True,3482
2020/06/03 04:00:00+00,340,340,100 DELONG AV     ,POSSESSION/MARIJUANA,True,3483
2020/06/03 04:00:00+00,837,837,100 GROVE ST     ,SIMPLE ASSAULT,True,3484
2020/06/13 04:00:00+00,1444,1444,600 PLYMOUTH DR     ,SIMPLE ASSAULT,True,3485
2020/06/13 04:00:00+00,1515,1520,500 DELAWARE ST     ,CRIMINAL MISCHIEF,True,3486
2020/06/13 04:00:00+00,1553,1553,100 PIERCE ST     ,POSSESSION/USE DRUG,True,3487
2020/06/13 04:00:00+00,1550,1555,100 PAUL AV     ,SIMPLE ASSAULT,True,3488
2020/06/13 04:00:00+00,1608,1608,0 CONSERVATION PL     ,CRIMINAL MISCHIEF,True,3489
2020/06/13 04:00:00+00,1917,1743,800 N  ALVORD ST     ,SIMPLE ASSAULT,True,3490
2020/06/13 04:00:00+00,1752,1748,700 N  ALVORD ST     ,SIMPLE ASSAULT,True,3491
2020/06/13 04:00:00+00,1700,1700,1100 MIDLAND AV     ,SIMPLE ASSAULT,True,3492
2020/06/13 04:00:00+00,1800,1800,1100 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,True,3493
2020/06/13 04:00:00+00,0,100,200 LINCOLN AV     ,CRIMINAL MISCHIEF,True,3494
2020/06/13 04:00:00+00,1650,1950,100 RONEY LN     ,SIMPLE ASSAULT,True,3495
2020/06/13 04:00:00+00,2111,2111,200 N  MIDLER AVE    ,DRIVING UNDER INFLUENCE,True,3496
2020/06/13 04:00:00+00,1400,2250,1900 JAMES ST     ,CRIMINAL MISCHIEF,True,3497
2020/06/13 04:00:00+00,2353,2353,4200 S  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3498
2020/06/14 04:00:00+00,54,54,1400 S  STATE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3499
2020/06/14 04:00:00+00,157,157,100 RONEY LN     ,OFFN AGAINST FAMILY,True,3500
2020/06/14 04:00:00+00,204,204,700 S  GEDDES ST     ,DRIVING UNDER INFLUENCE,True,3501
2020/06/14 04:00:00+00,315,334,400 S  MIDLER AV     ,SIMPLE ASSAULT,True,3502
2020/06/14 04:00:00+00,100,100,1800 S  SALINA ST     ,CRIMINAL MISCHIEF,True,3503
2020/06/14 04:00:00+00,1222,1222,2000 E  FAYETTE ST     ,SIMPLE ASSAULT,True,3504
2020/06/14 04:00:00+00,1223,1223,2700 MIDLAND AVE    ,SIMPLE ASSAULT,True,3505
2020/06/14 04:00:00+00,1324,1324,300 HIXSON AV     ,SIMPLE ASSAULT,True,3506
2020/06/14 04:00:00+00,1325,1330,1200 MILTON AVE    ,SIMPLE ASSAULT,True,3507
2020/06/14 04:00:00+00,100,1347,400 BURT ST     ,OFFN AGAINST FAMILY,True,3508
2020/06/14 04:00:00+00,1347,1347,100 MARY ST     ,CRIMINAL MISCHIEF,True,3509
2020/06/14 04:00:00+00,1800,1800,1300 GRANT BLVD   ,SIMPLE ASSAULT,True,3510
2020/06/14 04:00:00+00,1600,1600,2000 LODI ST     ,SIMPLE ASSAULT,True,3511
2020/06/14 04:00:00+00,415,430,3600 S  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3512
2020/06/14 04:00:00+00,1700,1709,100 GRIFFITHS ST     ,SIMPLE ASSAULT,True,3513
2020/06/17 04:00:00+00,1342,1342,0 PRESIDENTIAL PLZ    ,CRIMINAL MISCHIEF,True,3514
2020/06/17 04:00:00+00,1358,1358,300 S  WARREN ST     ,ALL OTHER OFFENSES,False,3515
2020/06/17 04:00:00+00,0,0,200 MAINS AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3516
2020/06/17 04:00:00+00,1556,1558,100 PENNSYLVANIA AV     ,SIMPLE ASSAULT,True,3517
2020/06/17 04:00:00+00,1030,1030,100 HIGHLAND AV     ,FRAUD,False,3518
2020/06/17 04:00:00+00,2123,2124,1000 SPRING ST     ,SIMPLE ASSAULT,True,3519
2020/06/17 04:00:00+00,1200,1200,100 MOSLEY DR     ,FRAUD,False,3520
2020/06/17 04:00:00+00,2300,2300,700 HIGHLAND ST     ,CRIMINAL MISCHIEF,True,3521
2020/06/17 04:00:00+00,1027,1027,200 N  EDWARDS AV     ,FRAUD,False,3522
2020/06/17 04:00:00+00,830,830,500 S  CLINTON ST     ,SIMPLE ASSAULT,False,3523
2020/06/17 04:00:00+00,0,0,100 CLOVER RIDGE DR     ,FRAUD,False,3524
2020/06/17 04:00:00+00,1200,1200,200 HOMECROFT RD     ,FRAUD,False,3525
2020/06/17 04:00:00+00,1200,1200,400 TULLY ST     ,FRAUD,False,3526
2020/06/18 04:00:00+00,10,10,200 POLK ST     ,OFFN AGAINST FAMILY,True,3527
2020/06/18 04:00:00+00,108,108,200 HOPE AV     ,SIMPLE ASSAULT,True,3528
2020/06/18 04:00:00+00,122,122,200 ELLIOTT ST     ,OFFN AGAINST FAMILY,True,3529
2020/06/18 04:00:00+00,313,337,700 W  ONONDAGA ST     ,POSSESSION/MARIJUANA,True,3530
2020/06/18 04:00:00+00,533,533,900 JAMES ST     ,OFFN AGAINST FAMILY,True,3531
2020/06/18 04:00:00+00,946,946,400 BUTTERNUT ST     ,OFFN AGAINST FAMILY,True,3532
2020/06/18 04:00:00+00,1145,1145,700 S  CLINTON ST     ,ALL OTHER OFFENSES,False,3533
2020/06/18 04:00:00+00,1145,1203,1900 ERIE BLVD E ,SIMPLE ASSAULT,True,3534
2020/06/18 04:00:00+00,1249,1249,100 E  WATER ST     ,ALL OTHER OFFENSES,False,3535
2020/06/18 04:00:00+00,1308,1308,900 S  CLINTON ST     ,ALL OTHER OFFENSES,False,3536
2020/06/18 04:00:00+00,1320,1320,600 S  CLINTON ST     ,ALL OTHER OFFENSES,False,3537
2020/06/18 04:00:00+00,1414,1414,100 MARSHALL ST     ,ALL OTHER OFFENSES,False,3538
2020/06/18 04:00:00+00,1505,1502,100 HERBERT ST     ,SIMPLE ASSAULT,True,3539
2020/06/16 04:00:00+00,158,245,800 KIRKPATRICK ST     ,ALL OTHER OFFENSES,True,3540
2020/06/16 04:00:00+00,150,150,200 PRIMROSE AV     ,SIMPLE ASSAULT,True,3541
2020/06/16 04:00:00+00,515,524,200 HERKIMER ST     ,SIMPLE ASSAULT,True,3542
2020/06/16 04:00:00+00,555,555,1100 S  SALINA ST     ,SIMPLE ASSAULT,True,3543
2020/06/16 04:00:00+00,930,1037,400 E  BRIGHTON AV     ,SIMPLE ASSAULT,True,3544
2020/06/16 04:00:00+00,1040,1042,100 W  SENECA TPKE   ,SIMPLE ASSAULT,True,3545
2020/06/16 04:00:00+00,1030,1100,700 JAMES ST     ,OFFN AGAINST FAMILY,True,3546
2020/06/16 04:00:00+00,1113,1202,700 KIRKPATRICK ST     ,OFFN AGAINST FAMILY,False,3547
2020/06/16 04:00:00+00,1136,1136,100 W  ONONDAGA ST     ,ALL OTHER OFFENSES,False,3548
2020/06/16 04:00:00+00,1152,1152,1000 COL EILEEN COLLINS BLVD   ,SIMPLE ASSAULT,True,3549
2020/06/16 04:00:00+00,1159,1159,300 HOEFLER ST     ,SIMPLE ASSAULT,True,3550
2020/06/07 04:00:00+00,2325,2329,100 BURNET AV     ,SIMPLE ASSAULT,True,3551
2020/06/07 04:00:00+00,200,200,200 ONONDAGA AV     ,CRIMINAL MISCHIEF,True,3552
2020/06/07 04:00:00+00,200,200,500 HIGHLAND ST     ,SIMPLE ASSAULT,True,3553
2020/06/08 04:00:00+00,230,248,1000 S  MCBRIDE ST     ,SIMPLE ASSAULT,True,3554
2020/06/08 04:00:00+00,421,441,100 MILBURN DR     ,CRIMINAL MISCHIEF,True,3555
2020/06/08 04:00:00+00,740,740,100 W  FAYETTE ST     ,OFFN AGAINST FAMILY,True,3556
2020/06/08 04:00:00+00,930,930,300 E  WILLOW ST     ,CRIMINAL MISCHIEF,True,3557
2020/06/08 04:00:00+00,1201,1201,600 S  SALINA ST     ,ALL OTHER OFFENSES,False,3558
2020/06/08 04:00:00+00,800,800,100 DICKERSON ST     ,SIMPLE ASSAULT,True,3559
2020/06/08 04:00:00+00,1424,1424,600 S  SALINA ST     ,ALL OTHER OFFENSES,False,3560
2020/06/08 04:00:00+00,1430,1443,200 N  TOWNSEND ST     ,KIDNAPPING,False,3561
2020/06/08 04:00:00+00,1624,1624,500 S  CLINTON ST     ,ALL OTHER OFFENSES,False,3562
2020/06/08 04:00:00+00,1730,1748,200 POND ST     ,SIMPLE ASSAULT,True,3563
2020/06/08 04:00:00+00,1904,1904,200 FURMAN ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3564
2020/06/08 04:00:00+00,1757,1757,200 COOLIDGE AV     ,POSSESSION/MARIJUANA,False,3565
2020/06/08 04:00:00+00,1920,1924,100 CULBERT ST     ,KIDNAPPING,True,3566
2020/06/08 04:00:00+00,2122,2122,100 BALDWIN AV     ,SIMPLE ASSAULT,True,3567
2020/06/08 04:00:00+00,2133,2133,100 ROSEWOOD ST     ,SIMPLE ASSAULT,True,3568
2020/06/08 04:00:00+00,2100,2135,1600 BELLEVUE AV     ,OFFN AGAINST FAMILY,True,3569
2020/06/08 04:00:00+00,2145,2233,300 GIFFORD ST     ,SIMPLE ASSAULT,True,3570
2020/06/08 04:00:00+00,2130,2130,400 S  MIDLER AV     ,CRIMINAL MISCHIEF,True,3571
2020/06/08 04:00:00+00,2339,2339,800 BUTTERNUT ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3572
2020/06/08 04:00:00+00,1600,1600,100 E  WATER ST     ,CRIMINAL MISCHIEF,True,3573
2020/06/08 04:00:00+00,1200,1200,900 POND ST     ,SIMPLE ASSAULT,True,3574
2020/06/08 04:00:00+00,1500,1500,100 GIFFORD ST     ,OFFN AGAINST FAMILY,False,3575
2020/06/09 04:00:00+00,644,913,100 KIRKWOOD PL     ,ALL OTHER OFFENSES,False,3576
2020/06/09 04:00:00+00,2249,2249,600 E  SENECA TPKE   ,CRIMINAL MISCHIEF,True,3577
2020/06/09 04:00:00+00,100,110,1000 DANFORTH ST     ,SIMPLE ASSAULT,True,3578
2020/06/09 04:00:00+00,111,111,300 MERRIMAN AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3579
2020/06/09 04:00:00+00,453,453,200 ARCH ST     ,CRIMINAL MISCHIEF,False,3580
2020/06/09 04:00:00+00,730,800,400 JAMES ST     ,SIMPLE ASSAULT,False,3581
2020/06/09 04:00:00+00,836,836,400 COURT ST     ,FRAUD,False,3582
2020/06/09 04:00:00+00,913,913,200 E  COLVIN ST     ,ALL OTHER OFFENSES,False,3583
2020/06/09 04:00:00+00,940,940,700 JAMES ST     ,FRAUD,False,3584
2020/06/09 04:00:00+00,1146,1146,600 S  CLINTON ST     ,OFFN AGAINST FAMILY,False,3585
2020/06/09 04:00:00+00,1200,1200,400 E  DIVISION ST     ,OFFN AGAINST FAMILY,False,3586
2020/06/09 04:00:00+00,1335,1335,400 BELLEVUE AV     ,CRIMINAL MISCHIEF,True,3587
2020/06/09 04:00:00+00,1429,1429,700 S  CLINTON ST     ,ALL OTHER OFFENSES,False,3588
2020/06/09 04:00:00+00,1433,1433,300 GRIFFITHS ST     ,SIMPLE ASSAULT,True,3589
2020/06/09 04:00:00+00,1502,1502,300 RICH ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3590
