DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,FID
2021/05/25 04:00:00+00,1511,1511,100 DABLON CT     ,LOITERING,False,2923
2021/05/25 04:00:00+00,1500,1520,100 MERRITT AV     ,SIMPLE ASSAULT,True,2924
2021/05/25 04:00:00+00,0,0,300 S  ALVORD ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,2925
2021/05/25 04:00:00+00,1913,1913,100 W  BEARD AVE    ,ALL OTHER OFFENSES,False,2926
2021/05/25 04:00:00+00,2004,2004,400 BEAR ST     ,SIMPLE ASSAULT,True,2927
2021/05/25 04:00:00+00,2210,2210,100 SHONNARD ST     ,OFFN AGAINST FAMILY,True,2928
2021/05/25 04:00:00+00,1900,1915,400 BEAR ST     ,SIMPLE ASSAULT,True,2929
2021/05/26 04:00:00+00,149,149,2300 GRANT BLVD   ,CRIMINAL MISCHIEF,True,2930
2021/05/26 04:00:00+00,145,145,900 JAMES ST     ,SIMPLE ASSAULT,True,2931
2021/05/26 04:00:00+00,221,221,1800 E  FAYETTE ST     ,OFFN AGAINST FAMILY,True,2932
2021/05/26 04:00:00+00,308,308,300 ASHDALE AV     ,CRIMINAL MISCHIEF,True,2933
2021/05/26 04:00:00+00,750,755,1800 E  FAYETTE ST     ,POSSESSION/USE DRUG,True,2934
2021/05/26 04:00:00+00,845,855,300 WESTMORELAND AV     ,SIMPLE ASSAULT,True,2935
2021/05/26 04:00:00+00,938,938,2900 S  SALINA ST     ,SIMPLE ASSAULT,True,2936
2021/05/26 04:00:00+00,1207,1207,1600 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,True,2937
2021/05/26 04:00:00+00,1500,1500,1800 BUTTERNUT ST     ,ALL OTHER OFFENSES,True,2938
2021/06/01 04:00:00+00,705,709,100 PETERS ST     ,SIMPLE ASSAULT,True,2939
2021/05/27 04:00:00+00,100,133,100 RONEY LN     ,OFFN AGAINST FAMILY,True,2940
2021/05/18 04:00:00+00,400,500,300 SENECA ST     ,STOLEN PROPERTY,True,2941
2021/05/21 04:00:00+00,2049,2049,400 SHONNARD ST     ,SIMPLE ASSAULT,True,2942
2021/06/01 04:00:00+00,620,620,100 BYRNE PL     ,CRIMINAL MISCHIEF,True,2943
2021/05/27 04:00:00+00,708,708,2900 S  SALINA ST     ,SIMPLE ASSAULT,True,2944
2021/05/19 04:00:00+00,1940,0,200 LORRAINE        ,SIMPLE ASSAULT,True,2945
2021/05/21 04:00:00+00,2059,2059,600 CHARMOUTH DR     ,POSSESSION/USE DANGEROUS WEAPONS,True,2946
2021/06/01 04:00:00+00,800,802,200 LEON ST     ,SIMPLE ASSAULT,True,2947
2021/05/29 04:00:00+00,1252,1252,200 ROCKLAND AV     ,ALL OTHER OFFENSES,False,2948
2021/05/27 04:00:00+00,320,321,200 E  FLORENCE AV     ,CRIMINAL MISCHIEF,True,2949
2021/05/19 04:00:00+00,30,30,300 W  NEWELL ST     ,CRIMINAL MISCHIEF,True,2950
2021/05/21 04:00:00+00,2140,2140,800 HIGHLAND ST     ,OFFN AGAINST FAMILY,True,2951
2021/06/01 04:00:00+00,1046,1046,700 S  WARREN ST     ,ALL OTHER OFFENSES,False,2952
2021/05/30 04:00:00+00,30,30,100 BRISTOL PL     ,SIMPLE ASSAULT,True,2953
2021/05/27 04:00:00+00,819,819,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,True,2954
2021/05/27 04:00:00+00,1024,1100,700 BELLEVUE        ,ALL OTHER OFFENSES,False,2955
2021/05/27 04:00:00+00,835,1200,500 WINTON ST     ,CRIMINAL MISCHIEF,False,2956
2021/05/27 04:00:00+00,1350,1357,0 CENTENNIAL DR     ,CRIMINAL MISCHIEF,True,2957
2021/05/27 04:00:00+00,1455,1456,400 GRANT BLVD   ,CRIMINAL MISCHIEF,True,2958
2021/05/27 04:00:00+00,1520,1520,100 KNAUL ST     ,SIMPLE ASSAULT,True,2959
2021/05/27 04:00:00+00,1557,1557,100 GRIFFITHS ST     ,SIMPLE ASSAULT,True,2960
2021/05/27 04:00:00+00,1814,1814,300 N  MIDLER        ,ALL OTHER OFFENSES,True,2961
2021/05/27 04:00:00+00,1843,1843,2300 MIDLAND        ,POSSESSION/USE DRUG,False,2962
2021/05/27 04:00:00+00,1745,1745,1200 MILTON        ,POSSESSION/USE DRUG,False,2963
2021/05/27 04:00:00+00,1900,1900,100 DYER CT     ,CRIMINAL MISCHIEF,True,2964
2021/05/27 04:00:00+00,2335,2335,100 ENGLEWOOD        ,OFFN AGAINST FAMILY,True,2965
2021/05/27 04:00:00+00,1500,1500,500 S  STATE ST     ,OFFN AGAINST FAMILY,False,2966
2021/05/28 04:00:00+00,10,10,400 COURT ST     ,CRIMINAL MISCHIEF,True,2967
2021/05/28 04:00:00+00,25,25,400 COURT ST     ,SIMPLE ASSAULT,True,2968
2021/05/28 04:00:00+00,50,50,1600 N  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,2969
2021/05/28 04:00:00+00,150,150,300 MONTGOMERY ST     ,SIMPLE ASSAULT,True,2970
2021/05/28 04:00:00+00,345,345,600 POND ST     ,CRIMINAL MISCHIEF,True,2971
2021/05/28 04:00:00+00,2300,900,1000 HIGHLAND ST     ,CRIMINAL MISCHIEF,True,2972
2021/05/28 04:00:00+00,920,920,500 COURT ST     ,SIMPLE ASSAULT,True,2973
2021/05/28 04:00:00+00,928,928,100 W  OSTRANDER        ,SIMPLE ASSAULT,True,2974
2021/05/28 04:00:00+00,1125,1125,100 ROSE AV     ,CRIMINAL MISCHIEF,True,2975
2021/05/28 04:00:00+00,953,1500,100 MILBURN DR     ,SIMPLE ASSAULT,True,2976
2021/05/28 04:00:00+00,1346,1346,200 W  BRIGHTON AV     ,CRIMINAL MISCHIEF,True,2977
2021/05/28 04:00:00+00,1630,1630,900 HIGLAND ST     ,SIMPLE ASSAULT,True,2978
2021/05/28 04:00:00+00,1720,1800,700 JAMES ST     ,FRAUD,False,2979
2021/05/28 04:00:00+00,1945,1945,600 W  ONONDAGA ST     ,SIMPLE ASSAULT,True,2980
2021/05/28 04:00:00+00,2003,2003,400 DELAWARE ST     ,POSSESSION/USE DRUG,True,2981
2021/05/28 04:00:00+00,2100,2116,4400 S  SALINA ST     ,SIMPLE ASSAULT,True,2982
2021/05/28 04:00:00+00,2251,2337,200 FITCH ST     ,POSSESSION/USE DRUG,True,2983
2021/05/28 04:00:00+00,2158,2200,700 W  FAYETTE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,2984
2021/05/28 04:00:00+00,1730,1830,100 W  COLVIN ST     ,CRIMINAL MISCHIEF,False,2985
2021/05/29 04:00:00+00,2237,40,100 PATTISON ST     ,SIMPLE ASSAULT,True,2986
2021/05/29 04:00:00+00,37,37,500 STATE FAIR BLVD   ,SIMPLE ASSAULT,True,2987
2021/05/29 04:00:00+00,700,700,200 SUNRISE DR     ,SIMPLE ASSAULT,True,2988
2021/05/29 04:00:00+00,935,935,100 JOSEPHINE ST     ,CRIMINAL MISCHIEF,True,2989
2021/05/29 04:00:00+00,1329,1401,200 SCOVILLE AV     ,OFFN AGAINST FAMILY,True,2990
2021/05/29 04:00:00+00,1429,1433,100 VALLEY VIEW DR     ,CRIMINAL MISCHIEF,True,2991
2021/05/29 04:00:00+00,1651,1651,100 PAUL AVE    ,POSSESSION/USE DANGEROUS WEAPONS,True,2992
2021/05/29 04:00:00+00,1645,1701,900 DARLINGTON RD     ,SIMPLE ASSAULT,True,2993
2021/05/19 04:00:00+00,2130,715,100 W  CORNING AV     ,CRIMINAL MISCHIEF,True,2994
2021/06/01 04:00:00+00,1225,1225,100 DICKERSON ST     ,SIMPLE ASSAULT,True,2995
2021/05/30 04:00:00+00,107,107,100 TEALL AV     ,DRIVING UNDER INFLUENCE,False,2996
2021/05/19 04:00:00+00,1144,1207,100 LAFAYETTE RD     ,CRIMINAL MISCHIEF,True,2997
2021/06/01 04:00:00+00,1631,1631,300 FURMAN ST     ,SIMPLE ASSAULT,True,2998
2021/05/30 04:00:00+00,125,140,200 W  COLVIN ST     ,ALL OTHER OFFENSES,False,2999
2021/05/19 04:00:00+00,1229,1229,300 JASPER ST     ,CRIMINAL MISCHIEF,True,3000
2021/06/01 04:00:00+00,1117,1800,1300 COURT ST     ,EXTORTION,True,3001
2021/05/30 04:00:00+00,133,133,900 FIRST NORTH ST     ,ALL OTHER OFFENSES,True,3002
2021/05/19 04:00:00+00,1344,1344,600 TURTLE ST     ,CRIMINAL MISCHIEF,True,3003
2021/05/21 04:00:00+00,2225,2225,2000 LODI ST     ,SIMPLE ASSAULT,True,3004
2021/06/01 04:00:00+00,1703,1703,100 SABINE ST     ,LOITERING,False,3005
2021/05/30 04:00:00+00,203,203,100 FRISBIE CT     ,SIMPLE ASSAULT,True,3006
2021/05/19 04:00:00+00,1403,1403,800 JAMES ST     ,SIMPLE ASSAULT,True,3007
2021/05/22 04:00:00+00,0,5,1700 GRANT BLVD   ,SIMPLE ASSAULT,True,3008
2021/06/01 04:00:00+00,1713,1713,300 SHONNARD ST     ,POSSESSION/USE DRUG,True,3009
2021/05/30 04:00:00+00,210,210,300 ARTHUR ST     ,CRIMINAL MISCHIEF,True,3010
2021/05/19 04:00:00+00,1700,1700,300 W  PLEASANT        ,CRIMINAL MISCHIEF,True,3011
2021/05/22 04:00:00+00,22,22,1000 S  MCBRIDE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3012
2021/05/22 04:00:00+00,20,23,300 HERBERT ST     ,SIMPLE ASSAULT,True,3013
2021/05/22 04:00:00+00,23,23,900 S  MCBRIDE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3014
2021/05/22 04:00:00+00,57,102,200 W  CORNING AV     ,SIMPLE ASSAULT,True,3015
2021/05/22 04:00:00+00,142,142,1100 TEALL        ,CRIMINAL MISCHIEF,True,3016
2021/05/22 04:00:00+00,215,219,2800 JAMES ST     ,SIMPLE ASSAULT,True,3017
2021/05/22 04:00:00+00,230,230,900 EMERSON        ,OFFN AGAINST FAMILY,True,3018
2021/05/22 04:00:00+00,650,650,800 HIGHLAND ST     ,SIMPLE ASSAULT,True,3019
2021/05/22 04:00:00+00,808,808,600 RICHMOND AV     ,SIMPLE ASSAULT,True,3020
2021/05/22 04:00:00+00,809,809,1100 N  SALINA ST     ,OFFN AGAINST FAMILY,True,3021
2021/05/22 04:00:00+00,1306,1306,200 GRAPE TER    ,SIMPLE ASSAULT,True,3022
2021/05/22 04:00:00+00,1500,1510,200 S  BEECH ST     ,SIMPLE ASSAULT,True,3023
2021/05/22 04:00:00+00,1602,1602,200 FITCH ST     ,SIMPLE ASSAULT,True,3024
2021/05/22 04:00:00+00,1607,1607,500 MOSLEY DR     ,SIMPLE ASSAULT,True,3025
2021/05/22 04:00:00+00,1700,1801,2800 GRANT BLVD   ,CRIMINAL MISCHIEF,True,3026
2021/05/22 04:00:00+00,1840,1820,100 POLK ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3027
2021/05/22 04:00:00+00,1910,1918,100 RONEY RD     ,OFFN AGAINST FAMILY,True,3028
2021/05/22 04:00:00+00,1921,1921,200 APPLE ST     ,SIMPLE ASSAULT,False,3029
2021/05/22 04:00:00+00,2126,2126,2700 GRANT BLVD   ,SIMPLE ASSAULT,True,3030
2021/05/22 04:00:00+00,2228,2228,100 DABLON CT     ,POSSESSION/USE DANGEROUS WEAPONS,False,3031
2021/05/22 04:00:00+00,2323,2323,400 ROBERTS AV     ,SIMPLE ASSAULT,True,3032
2021/05/23 04:00:00+00,19,19,200 DUANE ST     ,CRIMINAL MISCHIEF,False,3033
2021/05/23 04:00:00+00,145,145,900 HAWLEY        ,OFFN AGAINST FAMILY,True,3034
2021/05/23 04:00:00+00,145,145,1900 BELLEVUE AV     ,CRIMINAL MISCHIEF,True,3035
2021/05/23 04:00:00+00,400,402,0 N SALINA ST AND COURT ST        ,SIMPLE ASSAULT,True,3036
2021/05/23 04:00:00+00,415,417,1100 FIRST NORTH ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3037
2021/05/23 04:00:00+00,419,419,4400 S  SALINA ST     ,SIMPLE ASSAULT,True,3038
2021/05/23 04:00:00+00,400,400,100 W  MATSON AV     ,CRIMINAL MISCHIEF,True,3039
2021/05/23 04:00:00+00,1317,1317,700 JAMES ST     ,CRIMINAL MISCHIEF,True,3040
2021/05/23 04:00:00+00,1506,1506,400 KIRK        ,POSSESSION/USE DANGEROUS WEAPONS,True,3041
2021/05/23 04:00:00+00,1526,1526,100 OAKWOOD AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3042
2021/05/23 04:00:00+00,1600,1815,700 TURTLE ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3043
2021/05/23 04:00:00+00,2029,2029,100 W  ADAMS ST     ,ALL OTHER OFFENSES,False,3044
2021/05/23 04:00:00+00,1930,1930,100 MAYAR ST     ,CRIMINAL MISCHIEF,True,3045
2021/05/23 04:00:00+00,2230,2230,400 BURT ST     ,SIMPLE ASSAULT,True,3046
2021/05/23 04:00:00+00,2230,2233,700 E  COLVIN ST     ,SIMPLE ASSAULT,True,3047
2021/05/23 04:00:00+00,2240,2247,300 RENWICK AV     ,SIMPLE ASSAULT,True,3048
2021/05/19 04:00:00+00,1757,1800,200 HAWLEY AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3049
2021/05/30 04:00:00+00,225,225,500 S  STATE ST     ,SIMPLE ASSAULT,False,3050
2021/06/01 04:00:00+00,1730,1734,1000 MONTGOMERY ST     ,SIMPLE ASSAULT,True,3051
2021/05/19 04:00:00+00,1825,1825,900 ERIE BLVD W ,CRIMINAL MISCHIEF,False,3052
2021/05/30 04:00:00+00,250,250,100 STINARD AV     ,CRIMINAL MISCHIEF,True,3053
2021/06/01 04:00:00+00,1630,1803,5400 S  SALINA ST     ,CRIMINAL MISCHIEF,True,3054
2021/05/19 04:00:00+00,1850,1850,1200 GLENWOOD        ,ALL OTHER OFFENSES,True,3055
2021/05/30 04:00:00+00,300,300,700 IRVING        ,OFFN AGAINST FAMILY,True,3056
2021/06/01 04:00:00+00,1828,1828,2300 S  SALINA ST     ,ALL OTHER OFFENSES,False,3057
2021/05/19 04:00:00+00,1903,1903,300 WESTMORELAND        ,POSSESSION/USE DANGEROUS WEAPONS,True,3058
2021/05/30 04:00:00+00,415,423,100 RIGI AV     ,OFFN AGAINST FAMILY,True,3059
2021/06/01 04:00:00+00,1929,1929,300 BUTTERNUT ST     ,OFFN AGAINST FAMILY,True,3060
2021/05/19 04:00:00+00,1910,1909,0 CENTENNIAL DR     ,SIMPLE ASSAULT,True,3061
2021/05/30 04:00:00+00,1,600,300 SEYMOUR ST     ,CRIMINAL MISCHIEF,True,3062
2021/06/01 04:00:00+00,2104,2104,300 CLAIRMONTE AV     ,SIMPLE ASSAULT,True,3063
2021/05/19 04:00:00+00,2021,2021,4200 S  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3064
2021/05/30 04:00:00+00,600,630,100 LINCOLN        ,SIMPLE ASSAULT,True,3065
2021/06/01 04:00:00+00,2110,2115,1200 BUTTERNUT ST     ,DRIVING UNDER INFLUENCE,True,3066
2021/05/19 04:00:00+00,2103,2102,1300 E  FAYETTE ST     ,CRIMINAL MISCHIEF,True,3067
2021/05/30 04:00:00+00,2237,1102,100 FERNWOOD AV     ,CRIMINAL MISCHIEF,True,3068
2021/05/30 04:00:00+00,1202,1202,400 TYSON PL     ,SIMPLE ASSAULT,True,3069
2021/05/30 04:00:00+00,100,900,1000 N  MCBRIDE ST     ,CRIMINAL MISCHIEF,True,3070
2021/05/30 04:00:00+00,400,1200,100 CHENEY ST     ,CRIMINAL MISCHIEF,True,3071
2021/05/30 04:00:00+00,1417,1417,100 GARFIELD        ,SIMPLE ASSAULT,True,3072
2021/05/30 04:00:00+00,1454,1454,200 HOEFLER ST     ,OFFN AGAINST FAMILY,True,3073
2021/05/30 04:00:00+00,1616,1616,200 RICH ST     ,OFFN AGAINST FAMILY,True,3074
2021/05/30 04:00:00+00,2100,2108,200 MERRILL ST     ,SIMPLE ASSAULT,True,3075
2021/05/30 04:00:00+00,2100,2126,1300 N  SALINA ST     ,CRIMINAL MISCHIEF,True,3076
2021/05/30 04:00:00+00,2139,2139,100 FERNWOOD AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3077
2021/05/30 04:00:00+00,2150,2150,100 GLAHN        ,SIMPLE ASSAULT,True,3078
2021/05/30 04:00:00+00,2200,2201,300 BURT ST     ,SIMPLE ASSAULT,True,3079
2021/05/30 04:00:00+00,1200,2320,200 WINTHROP RD     ,SIMPLE ASSAULT,True,3080
2021/05/30 04:00:00+00,2353,2353,100 MEDORA PL     ,CRIMINAL MISCHIEF,True,3081
2021/05/30 04:00:00+00,1245,1245,200 GERTRUDE ST     ,CRIMINAL MISCHIEF,False,3082
2021/05/31 04:00:00+00,30,30,200 ROCKLAND AV     ,SIMPLE ASSAULT,True,3083
2021/05/31 04:00:00+00,15,31,100 ARSENAL DR     ,SIMPLE ASSAULT,True,3084
2021/05/31 04:00:00+00,20,39,100 LIBERTY ST     ,SIMPLE ASSAULT,True,3085
2021/05/31 04:00:00+00,515,520,100 MAPLE TER    ,SIMPLE ASSAULT,True,3086
2021/05/31 04:00:00+00,550,557,100 RIGI        ,OFFN AGAINST FAMILY,True,3087
2021/05/31 04:00:00+00,851,851,500 KIRKPATRICK ST     ,SIMPLE ASSAULT,True,3088
2021/05/31 04:00:00+00,900,900,700 S  SALINA ST     ,SIMPLE ASSAULT,True,3089
2021/05/31 04:00:00+00,1140,1140,800 TURTLE ST     ,SIMPLE ASSAULT,True,3090
2021/05/31 04:00:00+00,1500,1311,100 FERNWOOD        ,SIMPLE ASSAULT,True,3091
2021/05/31 04:00:00+00,845,1345,100 MAPLE TER    ,SIMPLE ASSAULT,True,3092
2021/05/31 04:00:00+00,1352,1352,200 W  BORDEN        ,CRIMINAL MISCHIEF,True,3093
2021/05/31 04:00:00+00,1430,1430,200 E  GENESEE PKWY   ,ALL OTHER OFFENSES,True,3094
2021/05/31 04:00:00+00,1440,1440,100 W  CORNING        ,SIMPLE ASSAULT,True,3095
2021/05/31 04:00:00+00,1620,1620,100 MCALLISTER        ,SIMPLE ASSAULT,True,3096
2021/06/01 04:00:00+00,2321,2321,100 SMITH LN     ,SIMPLE ASSAULT,True,3097
2021/05/19 04:00:00+00,200,200,300 S  GEDDES ST     ,SIMPLE ASSAULT,True,3098
2021/06/01 04:00:00+00,2345,2345,1100 ALMOND ST     ,ALL OTHER OFFENSES,False,3099
2021/05/19 04:00:00+00,900,900,200 STRATHMORE DR     ,FRAUD,False,3100
2021/06/01 04:00:00+00,100,700,200 APPLE ST     ,CRIMINAL MISCHIEF,True,3101
2021/05/20 04:00:00+00,31,31,100 DANFORTH TER    ,SIMPLE ASSAULT,True,3102
2021/06/01 04:00:00+00,1425,1435,300 ROBINEAU RD     ,CRIMINAL MISCHIEF,False,3103
2021/05/20 04:00:00+00,457,457,100 CROLY ST     ,CRIMINAL MISCHIEF,True,3104
2021/06/01 04:00:00+00,340,700,200 APPLE ST     ,CRIMINAL MISCHIEF,False,3105
2021/05/20 04:00:00+00,2327,820,2900 S  SALINA ST     ,SIMPLE ASSAULT,True,3106
2021/06/02 04:00:00+00,1,1,100 COURT TER    ,OFFN AGAINST FAMILY,True,3107
2021/05/20 04:00:00+00,918,918,1600 MIDLAND AV     ,POSSESSION/USE DRUG,True,3108
2021/06/02 04:00:00+00,141,141,1200 WILLIS        ,KIDNAPPING,True,3109
2021/05/20 04:00:00+00,953,953,200 SABINE ST     ,SIMPLE ASSAULT,True,3110
2021/06/02 04:00:00+00,329,329,300 MARTIN ST     ,SIMPLE ASSAULT,True,3111
2021/05/20 04:00:00+00,1050,1050,800 SOUTH AV     ,ALL OTHER OFFENSES,True,3112
2021/06/02 04:00:00+00,400,455,800 WOLF ST     ,CRIMINAL MISCHIEF,False,3113
2021/05/20 04:00:00+00,1245,1252,1200 BUTTERNUT        ,SIMPLE ASSAULT,True,3114
2021/06/02 04:00:00+00,545,555,4400 S  SALINA ST     ,CRIMINAL MISCHIEF,True,3115
2021/05/20 04:00:00+00,1359,1359,3000 ERIE BLVD E ,FORGERY/COUNTERFEIT,True,3116
2021/06/02 04:00:00+00,800,811,300 W  OSTRANDER        ,CRIMINAL MISCHIEF,True,3117
2021/05/20 04:00:00+00,1618,1618,100 LILAC ST     ,CRIMINAL MISCHIEF,True,3118
2021/06/02 04:00:00+00,2100,200,0 UNKNOWN        ,POSSESSION/USE DANGEROUS WEAPONS,True,3119
2021/05/20 04:00:00+00,2031,2031,6700 WB I690 INT    ,SIMPLE ASSAULT,True,3120
2021/06/02 04:00:00+00,1225,1225,1700 PARK ST     ,SIMPLE ASSAULT,True,3121
2021/05/20 04:00:00+00,2135,2138,2700 E  FAYETTE ST     ,SIMPLE ASSAULT,True,3122
2021/06/02 04:00:00+00,1416,1416,900 MILTON AV     ,POSSESSION/USE DANGEROUS WEAPONS,True,3123
2021/05/20 04:00:00+00,2220,2220,300 ROWLAND ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3124
2021/06/02 04:00:00+00,1449,1449,100 LILAC ST     ,CRIMINAL MISCHIEF,True,3125
2021/06/02 04:00:00+00,1500,1500,100 RICHARDSON AVE    ,POSSESSION/USE DRUG,False,3126
2021/05/20 04:00:00+00,2237,2237,400 S  ALVORD ST     ,SIMPLE ASSAULT,True,3127
2021/06/02 04:00:00+00,2200,500,100 SECONDNORTH ST     ,CRIMINAL MISCHIEF,False,3128
2021/05/20 04:00:00+00,2335,2335,300 OTISCO ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3129
2021/06/02 04:00:00+00,1500,1720,100 AVONDALE AV     ,CRIMINAL MISCHIEF,False,3130
2021/05/20 04:00:00+00,2223,2225,1300 W  ONONDAGA ST     ,POSSESSION/USE DANGEROUS WEAPONS,False,3131
2021/06/02 04:00:00+00,1914,1914,900 HIGHLAND ST     ,SIMPLE ASSAULT,True,3132
2021/05/21 04:00:00+00,2345,6,900 AVERY AV     ,SIMPLE ASSAULT,True,3133
2021/06/02 04:00:00+00,2226,2226,0 MERRIMAN AV     ,ALL OTHER OFFENSES,False,3134
2021/05/21 04:00:00+00,256,256,400 W  BRIGHTON        ,SIMPLE ASSAULT,True,3135
2021/06/02 04:00:00+00,2250,2300,700 LODI ST     ,SIMPLE ASSAULT,True,3136
2021/05/21 04:00:00+00,418,420,300 W  CALTHROP AV     ,CRIMINAL MISCHIEF,True,3137
2021/06/02 04:00:00+00,2300,2300,900 VALLEY DR     ,CRIMINAL MISCHIEF,True,3138
2021/05/21 04:00:00+00,200,508,100 RONEY LN     ,SIMPLE ASSAULT,True,3139
2021/06/02 04:00:00+00,1220,1223,1600 PARK ST     ,SIMPLE ASSAULT,True,3140
2021/05/21 04:00:00+00,750,750,200 WYOMING ST     ,SIMPLE ASSAULT,True,3141
2021/06/02 04:00:00+00,1600,1100,500 DANFORTH ST     ,CRIMINAL MISCHIEF,False,3142
2021/05/21 04:00:00+00,755,755,1600 FIRST NORTH ST     ,SIMPLE ASSAULT,True,3143
2021/06/03 04:00:00+00,4,4,500 W  SENECA TPKE   ,SIMPLE ASSAULT,True,3144
2021/05/21 04:00:00+00,315,410,500 KIRKPATRICK ST     ,CRIMINAL MISCHIEF,True,3145
2021/06/03 04:00:00+00,36,36,100 W  CALTHROP AV     ,SIMPLE ASSAULT,True,3146
2021/05/21 04:00:00+00,935,935,100 RICHARDSON        ,POSSESSION/USE DANGEROUS WEAPONS,True,3147
2021/06/03 04:00:00+00,50,57,300 RICHMOND        ,OFFN AGAINST FAMILY,True,3148
2021/05/21 04:00:00+00,946,946,800 E  WILLOW ST     ,SIMPLE ASSAULT,True,3149
2021/06/03 04:00:00+00,300,300,2000 E  FAYETTE ST     ,SIMPLE ASSAULT,True,3150
2021/05/16 04:00:00+00,351,351,100 OAK ST     ,CRIMINAL MISCHIEF,True,3151
2021/05/16 04:00:00+00,609,609,400 TEMPLE ST     ,SIMPLE ASSAULT,True,3152
2021/05/16 04:00:00+00,700,700,200 UNION AV     ,SIMPLE ASSAULT,True,3153
2021/05/16 04:00:00+00,759,831,100 SEYMOUR ST     ,SIMPLE ASSAULT,True,3154
2021/05/16 04:00:00+00,900,1040,800 HIGHLAND ST     ,OFFN AGAINST FAMILY,True,3155
2021/05/16 04:00:00+00,1100,1200,400 TEMPLE ST     ,OFFN AGAINST FAMILY,True,3156
2021/05/16 04:00:00+00,1315,1320,100 JAMESVILLE AV     ,SIMPLE ASSAULT,True,3157
2021/05/16 04:00:00+00,1410,1410,300 GENANT DR     ,POSSESSION/USE DANGEROUS WEAPONS,False,3158
2021/05/16 04:00:00+00,1445,1456,500 DANFORTH ST     ,SIMPLE ASSAULT,True,3159
2021/05/16 04:00:00+00,555,555,300 W  FAYETTE ST     ,CRIMINAL MISCHIEF,True,3160
2021/05/16 04:00:00+00,1611,1556,600 WESTMORELAND AV     ,SIMPLE ASSAULT,True,3161
2021/05/16 04:00:00+00,1630,1634,400 TEMPLE ST     ,OFFN AGAINST FAMILY,True,3162
2021/05/16 04:00:00+00,2100,2101,100 SABINE ST     ,SIMPLE ASSAULT,True,3163
2021/05/16 04:00:00+00,2130,2139,0 S  GEDDES ST AT SHONNARD ST     ,SIMPLE ASSAULT,True,3164
2021/05/16 04:00:00+00,1115,1132,500 W  BRIGHTON AV     ,CRIMINAL MISCHIEF,True,3165
2021/05/16 04:00:00+00,330,330,1600 SOUTH AV     ,CRIMINAL MISCHIEF,True,3166
2021/05/16 04:00:00+00,210,310,300 OSTROM AVE    ,CRIMINAL MISCHIEF,False,3167
2021/05/17 04:00:00+00,220,224,100 CORDOVA ST     ,SIMPLE ASSAULT,True,3168
2021/05/17 04:00:00+00,700,700,300 BISHOP AV     ,OFFN AGAINST FAMILY,True,3169
2021/05/17 04:00:00+00,745,745,800 COURT ST     ,ALL OTHER OFFENSES,True,3170
2021/05/17 04:00:00+00,1130,1135,400 CARBON ST     ,OFFN AGAINST FAMILY,True,3171
2021/05/17 04:00:00+00,1157,1157,700 BUTTERNUT ST     ,ALL OTHER OFFENSES,False,3172
2021/05/17 04:00:00+00,1213,1213,100 KUHL AV     ,ALL OTHER OFFENSES,True,3173
2021/05/17 04:00:00+00,1322,1322,200 W  JEFFERSON ST     ,ALL OTHER OFFENSES,False,3174
2021/05/17 04:00:00+00,1337,1337,200 W  JEFFERSON ST     ,ALL OTHER OFFENSES,False,3175
2021/05/17 04:00:00+00,1400,1410,1400 BURNET        ,OFFN AGAINST FAMILY,True,3176
2021/05/17 04:00:00+00,2300,1200,1700 MEADOWBROOK DR     ,CRIMINAL MISCHIEF,True,3177
2021/05/17 04:00:00+00,1734,1734,200 LAFAYETTE RD     ,POSSESSION/USE DANGEROUS WEAPONS,True,3178
2021/05/17 04:00:00+00,1745,1745,300 APPLE ST     ,SIMPLE ASSAULT,True,3179
2021/05/17 04:00:00+00,2042,2042,100 LINCOLN        ,OFFN AGAINST FAMILY,True,3180
2021/05/17 04:00:00+00,2242,2242,400 CRADDOCK ST     ,OFFN AGAINST FAMILY,True,3181
2021/05/17 04:00:00+00,2310,2314,1100 E  COLVIN ST     ,SIMPLE ASSAULT,True,3182
2021/05/17 04:00:00+00,2350,2350,200 ROWLAND ST     ,POSSESSION/USE DANGEROUS WEAPONS,True,3183
2021/05/17 04:00:00+00,2358,2358,300 LODI ST     ,SIMPLE ASSAULT,True,3184
2021/05/17 04:00:00+00,1130,1130,700 PARK AV     ,SIMPLE ASSAULT,True,3185
2021/05/17 04:00:00+00,1300,1300,0 SCHILLER PARK RD     ,CRIMINAL MISCHIEF,True,3186
