DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,QualityOfLife,ObjectID
2019/06/24 00:00:00+00,2100,0900,600 BELLEVUE AV     ,CRIMINAL MISCHIEF,1,4699
2019/06/24 00:00:00+00,0915,1202,500 BELLEVUE AVE    ,SIMPLE ASSAULT,0,4700
2019/06/24 00:00:00+00,1252,1235,500 S  CLINTON ST     ,SIMPLE ASSAULT,0,4701
2019/06/24 00:00:00+00,1350,1350,100 SIMON DR     ,FORGERY/COUNTERFEIT,0,4702
2019/06/24 00:00:00+00,1444,1525,200 S  STATE ST     ,DRIVING UNDER INFLUENCE,0,4703
2019/06/24 00:00:00+00,1712,1712,1000 S  CLINTON ST     ,ALL OTHER OFFENSES,0,4704
2019/06/24 00:00:00+00,1738,1738,200 MOORE AV     ,POSSESSION/MARIJUANA,0,4705
2019/06/24 00:00:00+00,1747,1747,400 W  ONONDAGA ST     ,ALL OTHER OFFENSES,0,4706
2019/06/24 00:00:00+00,1810,1810,800 TALLMAN ST     ,ALL OTHER OFFENSES,0,4707
2019/06/24 00:00:00+00,1826,1826,0 CENTENNIAL DR     ,OFFN AGAINST FAMILY,0,4708
2019/06/24 00:00:00+00,1830,1835,4300 S  SALINA ST     ,CRIMINAL MISCHIEF,1,4709
2019/06/24 00:00:00+00,1853,1930,100 WOOD AV     ,POSSESSION/MARIJUANA,0,4710
2019/06/24 00:00:00+00,2055,2055,200 HUDSON ST     ,CRIMINAL MISCHIEF,1,4711
2019/06/24 00:00:00+00,2100,2103,100 FOREST AV     ,SIMPLE ASSAULT,0,4712
2019/06/24 00:00:00+00,2330,2125,200 CRIPPEN AV     ,CRIMINAL MISCHIEF,0,4713
2019/06/24 00:00:00+00,1700,1200,2500 ERIE BLVD E ,CRIMINAL MISCHIEF,1,4714
2019/06/25 00:00:00+00,0050,0055,500 WOLF ST     ,POSSESSION/USE DANGEROUS WEAPONS,1,4715
2019/06/25 00:00:00+00,0615,0615,1000 COL EILEEN COLLINS BLVD   ,CRIMINAL MISCHIEF,0,4716
2019/06/25 00:00:00+00,0730,0736,600 W  ONONDAGA ST     ,SIMPLE ASSAULT,0,4717
2019/06/25 00:00:00+00,0850,0850,300 N  SALINA ST     ,ALL OTHER OFFENSES,0,4718
2019/06/25 00:00:00+00,1202,1202,700 CATHERINE ST     ,DISORDERLY CONDUCT,0,4719
2019/06/25 00:00:00+00,0930,1314,1500 SPRING ST     ,SIMPLE ASSAULT,0,4720
2019/06/25 00:00:00+00,1317,1317,200 E  COLVIN ST     ,POSSESSION/MARIJUANA,0,4721
2019/06/25 00:00:00+00,1357,1357,500 S  CLINTON ST     ,ALL OTHER OFFENSES,0,4722
2019/06/25 00:00:00+00,1400,1400,200 PRIMROSE AV     ,POSSESSION/MARIJUANA,0,4723
2019/06/25 00:00:00+00,1402,1402,200 W  OSTRANDER AV     ,POSSESSION/USE DRUG,0,4724
2019/06/25 00:00:00+00,1441,1443,1900 ERIE BLVD E ,SIMPLE ASSAULT,0,4725
2019/06/25 00:00:00+00,1522,1522,600 CRADDOCK ST     ,ALL OTHER OFFENSES,0,4726
2019/06/25 00:00:00+00,1550,1610,300 CORTLAND AV     ,POSSESSION/MARIJUANA,0,4727
2019/06/25 00:00:00+00,1607,1607,600 OSWEGO ST     ,ALL OTHER OFFENSES,0,4728
2019/06/25 00:00:00+00,1617,1624,300 OSWEGO ST     ,ALL OTHER OFFENSES,0,4729
2019/06/25 00:00:00+00,1720,1720,100 HOLLAND ST     ,CRIMINAL MISCHIEF,1,4730
2019/06/25 00:00:00+00,1600,1630,200 GRUMBACH AV     ,CRIMINAL MISCHIEF,1,4731
2019/06/25 00:00:00+00,1722,1722,100 HOLLAND ST     ,CRIMINAL MISCHIEF,1,4732
2019/06/25 00:00:00+00,1739,1739,2000 LODI ST     ,SIMPLE ASSAULT,0,4733
2019/06/25 00:00:00+00,1800,1813,200 CRESCENT AV     ,CRIMINAL MISCHIEF,0,4734
2019/06/25 00:00:00+00,2014,2014,200 DAVIS ST     ,STOLEN PROPERTY,0,4735
2019/06/25 00:00:00+00,2021,2021,100 EAST AV     ,SIMPLE ASSAULT,0,4736
2019/06/25 00:00:00+00,2052,2052,100 W  LYNHURST AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,4737
2019/06/25 00:00:00+00,2125,2125,1600 PARK ST     ,SIMPLE ASSAULT,0,4738
2019/06/25 00:00:00+00,2325,2325,100 RICHMOND AV     ,CRIMINAL MISCHIEF,0,4739
2019/06/25 00:00:00+00,2342,2342,300 CROSSETT ST     ,ALL OTHER OFFENSES,0,4740
2019/06/25 00:00:00+00,2350,2357,200 LEMOYNE AV     ,SIMPLE ASSAULT,0,4741
2019/06/25 00:00:00+00,0805,2300,100 ALANSON RD     ,SIMPLE ASSAULT,0,4742
2019/06/26 00:00:00+00,2300,2300,1100 N  TOWNSEND ST     ,OFFN AGAINST FAMILY,0,4743
2019/06/26 00:00:00+00,0059,0059,2700 S  SALINA ST     ,ALL OTHER OFFENSES,0,4744
2019/06/26 00:00:00+00,0125,0126,3700 S  SALINA ST     ,SIMPLE ASSAULT,0,4745
2019/06/26 00:00:00+00,0500,0514,200 EMPIRE AV     ,CRIMINAL MISCHIEF,0,4746
2019/06/26 00:00:00+00,0610,0610,600 W  ONONDAGA ST     ,ALL OTHER OFFENSES,1,4747
2019/06/26 00:00:00+00,2200,0800,300 S  COLLINGWOOD AV     ,CRIMINAL MISCHIEF,1,4748
2019/06/26 00:00:00+00,1049,1049,100 DICKERSON ST     ,OFFN AGAINST FAMILY,0,4749
2019/06/26 00:00:00+00,0000,1115,100 W  CORNING AV     ,ALL OTHER OFFENSES,0,4750
2019/06/26 00:00:00+00,2300,1000,100 RONEY LN     ,CRIMINAL MISCHIEF,1,4751
2019/06/26 00:00:00+00,1340,1344,100 W  OSTRANDER AV     ,SIMPLE ASSAULT,0,4752
2019/06/26 00:00:00+00,0612,1149,300 S  COLLINGWOOD AV     ,OFFN AGAINST FAMILY,0,4753
2019/06/26 00:00:00+00,1240,1659,100 HOLDEN ST     ,SIMPLE ASSAULT,0,4754
2019/06/26 00:00:00+00,1330,1330,200 CARBON ST     ,SIMPLE ASSAULT,0,4755
2019/06/26 00:00:00+00,1344,1405,500 GARFIELD AV     ,POSSESSION/MARIJUANA,0,4756
2019/06/26 00:00:00+00,1354,1354,900 HIGHLAND ST     ,SIMPLE ASSAULT,0,4757
2019/06/26 00:00:00+00,1452,1452,200 E  COLVIN ST     ,ALL OTHER OFFENSES,0,4758
2019/06/26 00:00:00+00,1550,1550,100 DAVIS ST     ,POSSESSION/MARIJUANA,0,4759
2019/06/26 00:00:00+00,1627,1627,500 OSWEGO ST     ,OFFN AGAINST FAMILY,0,4760
2019/06/26 00:00:00+00,1705,1713,800 PARK ST     ,SIMPLE ASSAULT,1,4761
2019/06/26 00:00:00+00,0030,0030,600 ULSTER ST     ,OFFN AGAINST FAMILY,0,4762
2019/06/26 00:00:00+00,1800,1800,200 COLERIDGE AVE    ,POSSESSION/MARIJUANA,0,4763
2019/06/26 00:00:00+00,1815,1815,200 OSTROM AV     ,POSSESSION/USE DRUG,1,4764
2019/06/26 00:00:00+00,1820,1822,400 E  WILLOW ST     ,SIMPLE ASSAULT,0,4765
2019/06/26 00:00:00+00,1848,1848,100 DEWITT ST     ,POSSESSION/MARIJUANA,0,4766
2019/06/26 00:00:00+00,1925,1925,200 W  COLVIN ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,4767
2019/06/26 00:00:00+00,2119,2119,200 CARBON ST     ,CRIMINAL MISCHIEF,1,4768
2019/06/26 00:00:00+00,2138,2148,500 S  STATE ST     ,SIMPLE ASSAULT,0,4769
2019/06/26 00:00:00+00,2155,2310,100 LEXINGTON AV     ,ALL OTHER OFFENSES,0,4770
2019/06/26 00:00:00+00,1430,2340,100 LEWIS ST     ,OFFN AGAINST FAMILY,1,4771
2019/06/26 00:00:00+00,2147,1936,1500 LODI ST     ,OFFN AGAINST FAMILY,0,4772
2019/06/27 00:00:00+00,2350,0008,1100 VALLEY DR     ,SIMPLE ASSAULT,0,4773
2019/06/27 00:00:00+00,0030,0030,1200 PARK ST     ,CRIMINAL MISCHIEF,1,4774
2019/06/27 00:00:00+00,0040,0050,1300 OAK ST     ,SIMPLE ASSAULT,0,4775
2019/06/27 00:00:00+00,0131,0230,2200 S  SALINA ST     ,ALL OTHER OFFENSES,0,4776
2019/06/27 00:00:00+00,0130,0130,100 LINWILL TER    ,CRIMINAL MISCHIEF,1,4777
2019/06/27 00:00:00+00,0300,0329,100 KUHL AV     ,SIMPLE ASSAULT,0,4778
2019/06/27 00:00:00+00,0845,0902,100 WEBSTER AV     ,OFFN AGAINST FAMILY,0,4779
2019/06/27 00:00:00+00,0905,0907,100 HOPE AV     ,CRIMINAL MISCHIEF,0,4780
2019/06/27 00:00:00+00,1152,1152,300 N  SALINA ST     ,POSSESSION/MARIJUANA,0,4781
2019/06/27 00:00:00+00,1303,1303,1500 E  GENESEE ST     ,SIMPLE ASSAULT,0,4782
2019/06/27 00:00:00+00,1645,1653,200 PUTNAM ST     ,SIMPLE ASSAULT,0,4783
2019/06/27 00:00:00+00,1721,1721,300 COURT ST     ,OFFN AGAINST FAMILY,0,4784
2019/06/27 00:00:00+00,1739,1739,400 S  WARREN ST     ,ALL OTHER OFFENSES,0,4785
2019/06/27 00:00:00+00,1806,1807,200 MERRIMAN AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,4786
2019/06/27 00:00:00+00,2010,2010,1000 S  CLINTON ST     ,ALL OTHER OFFENSES,0,4787
2019/06/27 00:00:00+00,2018,2018,1000 SPRING ST     ,OFFN AGAINST FAMILY,0,4788
2019/06/27 00:00:00+00,2048,2100,300 HUDSON ST     ,POSSESSION/MARIJUANA,1,4789
2019/06/27 00:00:00+00,2122,2122,300 FOBES AV     ,SIMPLE ASSAULT,0,4790
2019/06/27 00:00:00+00,2141,2141,700 JAMES ST     ,SIMPLE ASSAULT,0,4791
2019/06/27 00:00:00+00,0000,0000,500 BELLEVUE AV     ,SIMPLE ASSAULT,0,4792
2019/06/27 00:00:00+00,1200,1200,900 WILLIS AV     ,FORGERY/COUNTERFEIT,0,4793
2019/06/27 00:00:00+00,0100,0800,300 STAFFORD AV     ,CRIMINAL MISCHIEF,0,4794
2019/06/27 00:00:00+00,1820,1820,100 SECON NORTH ST     ,CRIMINAL MISCHIEF,0,4795
2019/06/27 00:00:00+00,2130,2130,300 HATCH ST     ,CRIMINAL MISCHIEF,0,4796
2019/06/28 00:00:00+00,0050,0059,2400 MIDLAND AV     ,CRIMINAL MISCHIEF,0,4797
2019/06/28 00:00:00+00,0112,0112,100 ST ANN DR     ,CRIMINAL MISCHIEF,1,4798
2019/06/28 00:00:00+00,0210,0158,500 GIFFORD ST     ,SIMPLE ASSAULT,0,4799
2019/06/28 00:00:00+00,0145,0203,2200 COURT ST     ,SIMPLE ASSAULT,0,4800
2019/06/28 00:00:00+00,0209,0209,1500 W  COLVIN ST     ,CRIMINAL MISCHIEF,0,4801
2019/06/28 00:00:00+00,0100,0100,100 REMINGTON AVE    ,SIMPLE ASSAULT,0,4802
2019/06/28 00:00:00+00,0210,0227,100 CURTIS ST     ,SIMPLE ASSAULT,0,4803
2019/06/28 00:00:00+00,0638,0638,700 JAMES ST     ,SIMPLE ASSAULT,0,4804
2019/06/28 00:00:00+00,0830,0836,300 BELLEVUE AVE    ,CRIMINAL MISCHIEF,0,4805
2019/06/28 00:00:00+00,1120,1124,500 SALT SPRINGS RD     ,CRIMINAL MISCHIEF,0,4806
2019/06/28 00:00:00+00,1251,1253,600 E  DIVISION ST     ,SIMPLE ASSAULT,0,4807
2019/06/28 00:00:00+00,1455,1455,1400 N  STATE ST     ,SIMPLE ASSAULT,0,4808
2019/06/28 00:00:00+00,1510,1510,100 CHAFFEE AVE    ,CRIMINAL MISCHIEF,1,4809
2019/06/28 00:00:00+00,1525,1525,1800 TEALL AV     ,SIMPLE ASSAULT,1,4810
2019/06/28 00:00:00+00,1544,1547,600 E  DIVISION ST     ,SIMPLE ASSAULT,0,4811
2019/06/28 00:00:00+00,0000,0000,500 WESTMORELAND AV     ,CRIMINAL MISCHIEF,1,4812
2019/06/28 00:00:00+00,1716,1716,200 W  ONONDAGA ST     ,ALL OTHER OFFENSES,0,4813
2019/06/28 00:00:00+00,1718,1718,700 HIAWATHA BLVD W ,POSSESSION/MARIJUANA,0,4814
2019/06/28 00:00:00+00,1821,1821,200 SEWARD ST     ,POSSESSION/MARIJUANA,1,4815
2019/06/28 00:00:00+00,1846,1846,300 W  ONONDAGA ST     ,SALE/MANUFACTURE CONTROLLED SUBSTANCE,0,4816
2019/06/28 00:00:00+00,1946,1946,2900 S  SALINA ST     ,POSSESSION/MARIJUANA,0,4817
2019/06/28 00:00:00+00,1950,1950,600 SOUTH AV     ,SIMPLE ASSAULT,0,4818
2019/06/28 00:00:00+00,1955,1955,100 TEMPLE ST     ,ALL OTHER OFFENSES,0,4819
2019/06/28 00:00:00+00,2235,2235,300 BURT ST     ,FRAUD,0,4820
2019/06/28 00:00:00+00,2243,2246,2500 ERIE BLVD E ,ALL OTHER OFFENSES,0,4821
2019/06/28 00:00:00+00,2245,2302,600 POND ST     ,SIMPLE ASSAULT,0,4822
2019/06/28 00:00:00+00,2331,2331,2000 S  SALINA ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,4823
2019/06/28 00:00:00+00,2335,2335,1500 PARK ST     ,SIMPLE ASSAULT,0,4824
2019/06/28 00:00:00+00,2340,2346,200 HIER AV     ,CRIMINAL MISCHIEF,0,4825
2019/06/28 00:00:00+00,0621,0621,700 ERIE BLVD E ,UNAUTHORIZED USE MV,0,4826
2019/06/28 00:00:00+00,0805,0805,200 SHOTWELL PK     ,CRIMINAL MISCHIEF,0,4827
2019/06/29 00:00:00+00,0024,0024,800 BUTTERNUT ST     ,SIMPLE ASSAULT,1,4828
2019/06/29 00:00:00+00,0030,0035,600 HIGHLAND ST     ,SIMPLE ASSAULT,0,4829
2019/06/29 00:00:00+00,0055,0055,300 HILLVIEW AV     ,CRIMINAL MISCHIEF,1,4830
2019/06/29 00:00:00+00,0210,0213,200 WOODRUFF AV     ,SIMPLE ASSAULT,0,4831
2019/06/29 00:00:00+00,0248,0248,100 SABINE ST     ,SIMPLE ASSAULT,0,4832
2019/06/29 00:00:00+00,0300,0300,100 BLAINE ST     ,POSSESSION/MARIJUANA,0,4833
2019/06/29 00:00:00+00,0455,0503,100 GLAHN AV     ,SIMPLE ASSAULT,0,4834
2019/06/29 00:00:00+00,0551,0551,200 KENMORE AV     ,CRIMINAL MISCHIEF,0,4835
2019/06/29 00:00:00+00,2200,0800,300 GIFFORD ST     ,CRIMINAL MISCHIEF,0,4836
2019/06/29 00:00:00+00,0920,0920,1800 E  GENESEE ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,4837
2019/06/29 00:00:00+00,1009,1009,700 PARK AV     ,CRIMINAL MISCHIEF,0,4838
2019/06/29 00:00:00+00,0330,0338,300 W  NEWELL ST     ,SIMPLE ASSAULT,0,4839
2019/06/29 00:00:00+00,2100,1230,100 E  FAYETTE ST     ,CRIMINAL MISCHIEF,1,4840
2019/06/29 00:00:00+00,1543,1543,0 ERIE BLVD W FROM NB WEST ST RAMP   ,POSSESSION/USE DRUG,0,4841
2019/06/29 00:00:00+00,1550,1550,600 TEALL AV     ,OFFN AGAINST FAMILY,1,4842
2019/06/29 00:00:00+00,1651,1651,600 SOUTH AV     ,KIDNAPPING,0,4843
2019/06/29 00:00:00+00,1700,1739,0 CENTENNIAL DR     ,OFFN AGAINST FAMILY,0,4844
2019/06/29 00:00:00+00,2241,2241,100 MATHER ST     ,POSSESSION/MARIJUANA,0,4845
2019/06/29 00:00:00+00,1801,1801,800 PARK ST     ,POSSESSION/MARIJUANA,0,4846
2019/06/29 00:00:00+00,1820,1820,300 POND ST     ,SIMPLE ASSAULT,1,4847
2019/06/29 00:00:00+00,1830,1835,800 N  TOWNSEND ST     ,FRAUD,0,4848
2019/06/29 00:00:00+00,2030,2037,300 STAFFORD AV     ,SIMPLE ASSAULT,0,4849
2019/06/29 00:00:00+00,2046,2046,100 SOUTH AV     ,POSSESSION/USE DRUG,0,4850
2019/06/29 00:00:00+00,2119,2121,300 WOODBINE AV     ,OFFN AGAINST FAMILY,0,4851
2019/06/30 00:00:00+00,0130,0130,700 E  BRIGHTON AV     ,ALL OTHER OFFENSES,1,4852
2019/06/30 00:00:00+00,0255,0301,2100 E  FAYETTE ST     ,OFFN AGAINST FAMILY,0,4853
2019/06/30 00:00:00+00,0306,0311,100 STEUBEN ST     ,SIMPLE ASSAULT,0,4854
2019/06/30 00:00:00+00,0330,0333,100 HAZELHURST AV     ,SIMPLE ASSAULT,0,4855
2019/06/30 00:00:00+00,1500,0500,100 DOLL PKWY   ,CRIMINAL MISCHIEF,1,4856
2019/06/30 00:00:00+00,2300,0900,1 DESTINY USA DR,SIMPLE ASSAULT,0,4857
2019/06/30 00:00:00+00,1040,1040,1 DESTINY USA DR,SIMPLE ASSAULT,0,4858
2019/06/30 00:00:00+00,0100,1408,100 ROSS PK     ,OFFN AGAINST FAMILY,0,4859
2019/06/30 00:00:00+00,1548,1551,600 BUTTERNUT ST     ,SIMPLE ASSAULT,0,4860
2019/06/30 00:00:00+00,1605,1605,1100 CANNON ST     ,CRIMINAL MISCHIEF,1,4861
2019/06/30 00:00:00+00,0900,0900,100 FURMAN ST     ,SIMPLE ASSAULT,0,4862
2019/06/30 00:00:00+00,1627,1631,300 LEXINGTON AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,4863
2019/06/30 00:00:00+00,1959,1959,200 HEIR AV     ,SIMPLE ASSAULT,0,4864
2019/06/30 00:00:00+00,2003,2003,100 W  FAYETTE ST     ,CRIMINAL MISCHIEF,1,4865
2019/06/30 00:00:00+00,2012,2012,300 BRUCE ST     ,CRIMINAL MISCHIEF,1,4866
2019/06/30 00:00:00+00,2030,2030,1100 CANNON ST     ,CRIMINAL MISCHIEF,1,4867
2019/06/30 00:00:00+00,1900,2034,700 PARK AV     ,SIMPLE ASSAULT,0,4868
2019/06/30 00:00:00+00,2008,2008,200 W  WATER ST     ,CRIMINAL MISCHIEF,0,4869
2019/06/30 00:00:00+00,2225,2226,500 CARBON ST     ,SIMPLE ASSAULT,0,4870
2019/06/30 00:00:00+00,2244,2244,100 MORGAN AV     ,SIMPLE ASSAULT,0,4871
2019/06/30 00:00:00+00,2300,2340,1200 E  FAYETTE ST     ,CRIMINAL MISCHIEF,0,4872
2019/06/30 00:00:00+00,1902,1902,800 ERIE BLVD E ,SIMPLE ASSAULT,0,4873
2019/07/01 00:00:00+00,2200,0345,100 CROLY ST     ,OFFN AGAINST FAMILY,0,4874
2019/07/01 00:00:00+00,1040,1241,1300 MIDLAND AV     ,ALL OTHER OFFENSES,0,4875
2019/07/01 00:00:00+00,1506,1506,200 HARRISON ST     ,ALL OTHER OFFENSES,0,4876
2019/07/01 00:00:00+00,1512,1521,100 STEUBEN ST     ,SIMPLE ASSAULT,0,4877
2019/07/01 00:00:00+00,1600,1630,600 W  LAFAYETTE AV     ,OFFN AGAINST FAMILY,0,4878
2019/07/01 00:00:00+00,1917,1957,200 SHONNARD ST     ,SIMPLE ASSAULT,0,4879
2019/07/01 00:00:00+00,2116,2116,200 W  JEFFERSON ST     ,ALL OTHER OFFENSES,0,4880
2019/07/01 00:00:00+00,0030,0600,100 SHIRLEY RD     ,OFFN AGAINST FAMILY,0,4881
2019/07/01 00:00:00+00,1807,1807,1 DESTINY USA DR,FORGERY/COUNTERFEIT,0,4882
2019/07/02 00:00:00+00,0100,0100,700 JAMES ST     ,OFFN AGAINST FAMILY,0,4883
2019/07/02 00:00:00+00,0110,0110,1100 FIRST NORTH ST     ,CRIMINAL MISCHIEF,1,4884
2019/07/02 00:00:00+00,0200,0211,100 FISH AV     ,CRIMINAL MISCHIEF,0,4885
2019/07/02 00:00:00+00,0245,0255,100 DOUGLAS ST     ,CRIMINAL MISCHIEF,0,4886
2019/07/02 00:00:00+00,0327,0327,200 EMPIRE AV     ,SIMPLE ASSAULT,0,4887
2019/07/02 00:00:00+00,1745,0830,500 ERIE BLVD E ,CRIMINAL MISCHIEF,1,4888
2019/07/02 00:00:00+00,1044,1115,100 N  SALINA ST     ,SIMPLE ASSAULT,0,4889
2019/07/02 00:00:00+00,1117,1117,200 HOLLAND ST     ,ALL OTHER OFFENSES,0,4890
2019/07/02 00:00:00+00,1130,1130,400 E  DIVISION ST     ,POSSESSION/MARIJUANA,0,4891
2019/07/02 00:00:00+00,1136,1136,1800 LODI ST     ,ALL OTHER OFFENSES,0,4892
2019/07/02 00:00:00+00,1203,1203,1400 MIDLAND AV     ,ALL OTHER OFFENSES,0,4893
2019/07/02 00:00:00+00,1206,1206,400 TURTLE ST     ,SIMPLE ASSAULT,0,4894
2019/07/02 00:00:00+00,1200,1200,700 FIRST NORTH ST     ,ALL OTHER OFFENSES,0,4895
2019/07/02 00:00:00+00,1205,1205,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,0,4896
2019/07/02 00:00:00+00,1233,1233,100 MARY ST     ,POSSESSION/USE DRUG,0,4897
2019/07/02 00:00:00+00,1315,1315,600 SEYMOUR ST     ,ALL OTHER OFFENSES,0,4898
2019/07/02 00:00:00+00,1700,1334,100 MATHER ST     ,SIMPLE ASSAULT,0,4899
2019/07/02 00:00:00+00,1350,1350,400 FABIUS ST     ,POSSESSION/MARIJUANA,0,4900
2019/07/02 00:00:00+00,1354,1354,100 WOOD AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,4901
2019/07/02 00:00:00+00,1406,1406,1000 KIRKPATRICK ST     ,SIMPLE ASSAULT,0,4902
2019/07/02 00:00:00+00,1443,1443,300 W  ONONDAGA ST     ,POSSESSION/USE DRUG,0,4903
2019/07/02 00:00:00+00,1440,1505,500 S  SALINA ST     ,SIMPLE ASSAULT,0,4904
2019/07/02 00:00:00+00,1741,1741,300 S  WARREN ST     ,ALL OTHER OFFENSES,0,4905
2019/07/02 00:00:00+00,1808,1830,2000 LODI ST     ,ALL OTHER OFFENSES,0,4906
2019/07/02 00:00:00+00,1955,1957,1100 CARBON ST     ,OFFN AGAINST FAMILY,0,4907
2019/07/02 00:00:00+00,2052,2052,200 DELHI ST     ,OFFN AGAINST FAMILY,0,4908
2019/07/02 00:00:00+00,2205,2205,200 JOHN ST     ,SIMPLE ASSAULT,1,4909
2019/07/02 00:00:00+00,2256,2256,700 HICKORY ST     ,POSSESSION/MARIJUANA,0,4910
2019/07/02 00:00:00+00,2343,2343,1000 JAMES ST     ,CRIMINAL MISCHIEF,1,4911
2019/07/02 00:00:00+00,2000,0530,200 THURBER ST     ,CRIMINAL MISCHIEF,1,4912
2019/07/03 00:00:00+00,0017,0022,1400 W  GENESEE ST     ,DRIVING UNDER INFLUENCE,0,4913
2019/07/03 00:00:00+00,0148,0148,2100 E  GENESEE ST     ,OFFN AGAINST FAMILY,0,4914
2019/07/03 00:00:00+00,0208,0208,200 MIDLAND AV     ,POSSESSION/USE DANGEROUS WEAPONS,0,4915
2019/07/03 00:00:00+00,1430,0645,300 MIDLAND AV     ,CRIMINAL MISCHIEF,1,4916
2019/07/03 00:00:00+00,0705,0706,100 PARKWAY DR     ,SIMPLE ASSAULT,0,4917
2019/07/03 00:00:00+00,1048,1048,400 SOLAR ST     ,PROSTITUTION PATRON/PROMOTING,0,4918
2019/07/03 00:00:00+00,1100,1143,500 TURTLE ST     ,CRIMINAL MISCHIEF,0,4919
2019/07/03 00:00:00+00,1700,0730,2000 E  FAYETTE ST     ,POSSESSION/USE DANGEROUS WEAPONS,0,4920
2019/07/03 00:00:00+00,1249,1249,100 DABLON CT     ,POSSESSION/MARIJUANA,0,4921
2019/07/03 00:00:00+00,1354,1354,2500 S  SALINA ST     ,ALL OTHER OFFENSES,0,4922
2019/07/03 00:00:00+00,1457,1457,500 S  CLINTON ST     ,ALL OTHER OFFENSES,0,4923
2019/07/03 00:00:00+00,1636,1636,200 SEELEY RD     ,POSSESSION/MARIJUANA,0,4924
2019/07/03 00:00:00+00,1659,1730,1500 ERIE BLVD E ,POSSESSION/MARIJUANA,0,4925
2019/07/03 00:00:00+00,1737,1737,100 SMITH LN     ,OFFN AGAINST FAMILY,0,4926
2019/07/03 00:00:00+00,1855,1858,100 COYNE CIR    ,SIMPLE ASSAULT,0,4927
2019/07/03 00:00:00+00,1902,1902,900 JAMES ST     ,SIMPLE ASSAULT,0,4928
2019/07/03 00:00:00+00,1937,1940,300 PALMER AV     ,POSSESSION/MARIJUANA,0,4929
2019/07/03 00:00:00+00,2228,2228,500 HUDSON ST     ,SIMPLE ASSAULT,0,4930
2019/07/03 00:00:00+00,2245,2245,400 W  LAFAYETTE AV     ,SIMPLE ASSAULT,0,4931
2019/07/03 00:00:00+00,2304,2302,100 MINERVA ST     ,SIMPLE ASSAULT,0,4932
2019/07/03 00:00:00+00,2230,2300,600 W  ONONDAGA ST     ,OFFN AGAINST FAMILY,0,4933
2019/07/03 00:00:00+00,2320,2335,2000 S  SALINA ST     ,ALL OTHER OFFENSES,0,4934
2019/07/03 00:00:00+00,2322,2322,900 JAMES ST     ,SIMPLE ASSAULT,0,4935
2019/07/03 00:00:00+00,1706,1706,1500 LODI ST     ,SIMPLE ASSAULT,0,4936
2019/07/04 00:00:00+00,0015,0015,700 JAMES ST     ,CRIMINAL MISCHIEF,0,4937
2019/07/04 00:00:00+00,0252,0252,600 ACKERMAN AV     ,ALL OTHER OFFENSES,0,4938
2019/07/04 00:00:00+00,0824,0824,600 PARK AV     ,SIMPLE ASSAULT,0,4939
2019/07/04 00:00:00+00,0951,0951,100 W  COLVIN ST     ,OFFN AGAINST FAMILY,0,4940
2019/07/04 00:00:00+00,1245,1245,2500 ERIE BLVD E ,SIMPLE ASSAULT,0,4941
2019/07/04 00:00:00+00,1300,1510,500 DELAWARE ST     ,OFFN AGAINST FAMILY,0,4942
2019/07/04 00:00:00+00,2030,1000,800 NORTHWAY ST     ,CRIMINAL MISCHIEF,1,4943
2019/07/04 00:00:00+00,1520,1520,100 NEWBURY HOLLOW LN     ,SIMPLE ASSAULT,0,4944
2019/07/04 00:00:00+00,1619,1619,1800 LODI ST     ,SIMPLE ASSAULT,0,4945
2019/07/04 00:00:00+00,1700,1700,2100 ERIE BLVD E ,POSSESSION/MARIJUANA,0,4946
2019/07/04 00:00:00+00,0900,0330,200 DOUGLAS ST     ,FRAUD,0,4947
2019/07/04 00:00:00+00,1808,1808,100 DICKERSON ST     ,ALL OTHER OFFENSES,0,4948
2019/07/04 00:00:00+00,1839,1839,700 TALLMAN ST     ,ALL OTHER OFFENSES,0,4949
2019/07/04 00:00:00+00,1840,1840,100 W  BEARD AV     ,POSSESSION/MARIJUANA,0,4950
2019/07/04 00:00:00+00,1920,1930,100 ALBERT TER    ,POSSESSION/MARIJUANA,0,4951
2019/07/04 00:00:00+00,2043,2043,100 ROSS PK     ,ALL OTHER OFFENSES,1,4952
2019/07/04 00:00:00+00,2040,2047,400 TYSON PL     ,SIMPLE ASSAULT,0,4953
2019/07/04 00:00:00+00,2224,2224,500 W  FAYETTE ST     ,POSSESSION/MARIJUANA,0,4954
2019/07/04 00:00:00+00,2229,2229,200 SABINE ST     ,SIMPLE ASSAULT,0,4955
2019/07/04 00:00:00+00,2245,2251,300 COOLIDGE AV     ,CRIMINAL MISCHIEF,0,4956
2019/07/04 00:00:00+00,2300,2302,400 W  OSTRANDER AV     ,SIMPLE ASSAULT,0,4957
2019/07/04 00:00:00+00,0524,2311,100 BENEDICT AV     ,SIMPLE ASSAULT,1,4958
