DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE DEFINED,QualityOfLife,ObjectID
6/28/2022 12:00:00 AM,2055,2055,100 MCCORMICK,SIMPLE ASSAULT,0,169825
6/28/2022 12:00:00 AM,2126,2126,0 STONE CT,CRIMINAL MISCHIEF,1,169826
6/28/2022 12:00:00 AM,2330,2337,1300 OAK ST,CRIMINAL MISCHIEF,0,169827
6/28/2022 12:00:00 AM,1200,1200,100 DABLON CT,OFFN AGAINST FAMILY,0,169828
6/28/2022 12:00:00 AM,1244,1244,2500 ERIE BLVD E,FORGERY/COUNTERFEIT,0,169829
6/28/2022 12:00:00 AM,1328,1328,2500 ERIE BLVD E,FORGERY/COUNTERFEIT,0,169830
6/29/2022 12:00:00 AM,0000,0010,100 FERNWOOD,CRIMINAL MISCHIEF,0,169831
6/29/2022 12:00:00 AM,0112,0117,1200 BUTTERNUT ST,SIMPLE ASSAULT,0,169832
6/29/2022 12:00:00 AM,0206,0206,1200 W  COLVIN ST,SIMPLE ASSAULT,0,169833
6/29/2022 12:00:00 AM,0220,0222,700 DANFORTH ST,SIMPLE ASSAULT,0,169834
6/29/2022 12:00:00 AM,0315,0320,300 BOYDEN ST,OFFN AGAINST FAMILY,0,169835
6/29/2022 12:00:00 AM,1134,1134,300 BURT ST,POSSESSION/USE DANGEROUS WEAPONS,0,169836
6/29/2022 12:00:00 AM,1306,1717,200 BARRETT ST,CRIMINAL MISCHIEF,0,169837
6/29/2022 12:00:00 AM,1345,1349,300 PARK ST,SIMPLE ASSAULT,0,169838
6/29/2022 12:00:00 AM,1400,1400,2000 LODI ST,ALL OTHER OFFENSES,0,169839
6/29/2022 12:00:00 AM,1444,1444,100 PARKWAY DR,SIMPLE ASSAULT,0,169840
6/29/2022 12:00:00 AM,1617,1617,100 RONEY LN,SIMPLE ASSAULT,0,169841
6/29/2022 12:00:00 AM,1748,1748,100 STEVENS,CRIMINAL MISCHIEF,1,169842
6/29/2022 12:00:00 AM,1911,1911,100 MONTICELLO DR,SIMPLE ASSAULT,0,169843
6/29/2022 12:00:00 AM,1943,1956,2900 E  GENESEE ST,CRIMINAL MISCHIEF,1,169844
6/29/2022 12:00:00 AM,2000,2004,1200 BUTTERNUT ST,CRIMINAL MISCHIEF,0,169845
6/29/2022 12:00:00 AM,2032,2032,100 ORLANDO,CRIMINAL MISCHIEF,0,169846
6/29/2022 12:00:00 AM,2033,2033,700 HIGHLAND ST,OFFN AGAINST FAMILY,0,169847
6/29/2022 12:00:00 AM,2224,2226,2500 MIDLAND,ALL OTHER OFFENSES,0,169848
6/29/2022 12:00:00 AM,1506,1506,2500 ERIE BLVD E,FORGERY/COUNTERFEIT,0,169849
6/30/2022 12:00:00 AM,0010,0010,200 E  BELDEN AVE,SIMPLE ASSAULT,0,169850
6/30/2022 12:00:00 AM,2330,0026,700 JAMES ST,SIMPLE ASSAULT,0,169851
6/30/2022 12:00:00 AM,0035,0035,300 SHONNARD ST,SIMPLE ASSAULT,0,169852
6/30/2022 12:00:00 AM,0000,0000,300 FARMER ST,OFFN AGAINST FAMILY,0,169853
6/30/2022 12:00:00 AM,0526,0708,400 MAPLE ST,OFFN AGAINST FAMILY,0,169854
6/30/2022 12:00:00 AM,2200,1415,100 SHOTWELL PARK DR,SIMPLE ASSAULT,0,169855
6/30/2022 12:00:00 AM,1028,1028,600 BEAR ST,ALL OTHER OFFENSES,0,169856
6/30/2022 12:00:00 AM,1131,1131,1200 LODI ST,ALL OTHER OFFENSES,1,169857
6/30/2022 12:00:00 AM,1245,1301,1200 BUTTERNUT ST,OFFN AGAINST FAMILY,0,169858
6/30/2022 12:00:00 AM,1432,1432,700 E  BRIGHTON,POSSESSION/USE DANGEROUS WEAPONS,1,169859
6/30/2022 12:00:00 AM,1608,1608,100 RADISSON CT,ALL OTHER OFFENSES,0,169860
6/30/2022 12:00:00 AM,1622,1622,200 W  BEARD,SIMPLE ASSAULT,0,169861
6/30/2022 12:00:00 AM,1630,1630,2000 VALLEY DR,SIMPLE ASSAULT,0,169862
6/30/2022 12:00:00 AM,1642,1642,800 SOUTH,OFFN AGAINST FAMILY,0,169863
6/30/2022 12:00:00 AM,1726,1726,200 W  JEFFERSON ST,ALL OTHER OFFENSES,0,169864
6/30/2022 12:00:00 AM,1740,1740,600 BEAR ST,POSSESSION/USE DANGEROUS WEAPONS,0,169865
6/30/2022 12:00:00 AM,1851,1851,700 PARK,CRIMINAL MISCHIEF,1,169866
6/30/2022 12:00:00 AM,1930,1930,100 BALDWIN,CRIMINAL MISCHIEF,0,169867
6/30/2022 12:00:00 AM,2000,2004,700 WINTON ST,CRIMINAL MISCHIEF,0,169868
6/30/2022 12:00:00 AM,2018,2018,600 BUTTERNUT ST,ALL OTHER OFFENSES,0,169869
6/30/2022 12:00:00 AM,2111,2111,500 S  STATE ST,CRIMINAL MISCHIEF,0,169870
6/30/2022 12:00:00 AM,2238,2238,100 DICKERSON ST,POSSESSION/USE DRUG,0,169871
6/30/2022 12:00:00 AM,2315,2321,300 W  KENNEDY ST,SIMPLE ASSAULT,0,169872
6/30/2022 12:00:00 AM,1200,1200,300 WOODRUFF,FRAUD,0,169873
6/30/2022 12:00:00 AM,1200,1200,100 ONONDAGA,SIMPLE ASSAULT,0,169874
7/1/2022 12:00:00 AM,0030,0030,200 W  FAYETTE ST,CRIMINAL MISCHIEF,1,169875
7/1/2022 12:00:00 AM,2330,0103,100 ONONDAGA,CRIMINAL MISCHIEF,0,169876
7/1/2022 12:00:00 AM,0131,0131,500 PACIFIC,CRIMINAL MISCHIEF,1,169877
7/1/2022 12:00:00 AM,0150,0150,600 ACKERMAN AVE,POSSESSION/USE DRUG,0,169878
7/1/2022 12:00:00 AM,0241,0241,100 RONEY RD,SIMPLE ASSAULT,0,169879
7/1/2022 12:00:00 AM,0314,0314,100 LAWRENCE ST,SIMPLE ASSAULT,0,169880
7/1/2022 12:00:00 AM,1652,0447,900 WADSWORTH ST,OFFN AGAINST FAMILY,0,169881
7/1/2022 12:00:00 AM,0802,0810,500 S  STATE ST,OFFN AGAINST FAMILY,0,169882
7/1/2022 12:00:00 AM,0904,0904,200 LAKEVIEW,POSSESSION/USE DANGEROUS WEAPONS,0,169883
7/1/2022 12:00:00 AM,0040,0040,100 N  GEDDES ST,SIMPLE ASSAULT,0,169884
7/1/2022 12:00:00 AM,1105,1105,1600 BELLEVUE,OFFN AGAINST FAMILY,0,169885
7/1/2022 12:00:00 AM,1205,1205,900 JAMES ST,CRIMINAL MISCHIEF,1,169886
7/1/2022 12:00:00 AM,0930,1400,100 SEVENTH NORTH ST,OFFN AGAINST FAMILY,0,169887
7/1/2022 12:00:00 AM,1537,1537,1300 S  STATE ST,POSSESSION/USE DRUG,0,169888
7/1/2022 12:00:00 AM,1644,1644,500 COURT ST,KIDNAPPING,1,169889
7/1/2022 12:00:00 AM,1646,1646,300 PINE ST,POSSESSION/USE DANGEROUS WEAPONS,0,169890
7/1/2022 12:00:00 AM,1905,1905,100 PAVILION TER,POSSESSION/USE DRUG,0,169891
7/1/2022 12:00:00 AM,1930,1932,100 PARKWAY DR,CRIMINAL MISCHIEF,0,169892
7/1/2022 12:00:00 AM,1230,1230,1800 W  FAYETTE ST,SIMPLE ASSAULT,0,169893
7/1/2022 12:00:00 AM,2117,2117,100 LAFAYETTE RD,SIMPLE ASSAULT,0,169894
7/1/2022 12:00:00 AM,2147,2147,500 TALLMAN ST,POSSESSION/USE DANGEROUS WEAPONS,0,169895
7/1/2022 12:00:00 AM,2032,2032,100 FAIRFIELD,SIMPLE ASSAULT,0,169896
7/1/2022 12:00:00 AM,2337,2335,400 DELAWARE ST,OFFN AGAINST FAMILY,0,169897
7/2/2022 12:00:00 AM,0700,0012,1000 E  GENESEE ST,SIMPLE ASSAULT,0,169898
7/2/2022 12:00:00 AM,0345,0345,0 WALSH CIR,SIMPLE ASSAULT,0,169899
7/2/2022 12:00:00 AM,0457,0457,200 STAFFORD,SIMPLE ASSAULT,0,169900
7/2/2022 12:00:00 AM,0605,0605,600 PARK ST,SIMPLE ASSAULT,0,169901
7/2/2022 12:00:00 AM,0800,0800,1100 BUTTERNUT ST,SIMPLE ASSAULT,0,169902
7/2/2022 12:00:00 AM,0909,0900,200 SUNSET,OFFN AGAINST FAMILY,0,169903
7/2/2022 12:00:00 AM,1026,1026,100 GIFFORD ST,OFFN AGAINST FAMILY,0,169904
7/2/2022 12:00:00 AM,1110,1110,400 BELLEVUE,CRIMINAL MISCHIEF,1,169905
7/2/2022 12:00:00 AM,1312,1312,1000 S  GEDDES ST,POSSESSION/USE DANGEROUS WEAPONS,0,169906
7/2/2022 12:00:00 AM,1406,1406,100 WOOD,OFFN AGAINST FAMILY,0,169907
7/2/2022 12:00:00 AM,1447,1447,100 KAPPESSER ST,OFFN AGAINST FAMILY,0,169908
7/2/2022 12:00:00 AM,1530,1533,100 DABLON CT,SIMPLE ASSAULT,0,169909
7/2/2022 12:00:00 AM,1720,1721,300 FITCH ST,SIMPLE ASSAULT,0,169910
7/2/2022 12:00:00 AM,1737,1737,100 BALLANTYNE RD,SIMPLE ASSAULT,0,169911
7/2/2022 12:00:00 AM,1747,1747,100 THURGOOD TER,ALL OTHER OFFENSES,0,169912
7/2/2022 12:00:00 AM,0000,2000,1000 OAK ST,CRIMINAL MISCHIEF,1,169913
7/2/2022 12:00:00 AM,2142,2142,600 ONEIDA ST,SIMPLE ASSAULT,0,169914
7/2/2022 12:00:00 AM,2259,2259,400 GRANT BLVD,SIMPLE ASSAULT,0,169915
7/2/2022 12:00:00 AM,2300,2318,300 ERIE ST,SIMPLE ASSAULT,0,169916
7/2/2022 12:00:00 AM,2330,2335,1100 WOLF ST,SIMPLE ASSAULT,0,169917
7/2/2022 12:00:00 AM,1730,2200,700 WINTON ST,SIMPLE ASSAULT,0,169918
7/2/2022 12:00:00 AM,0602,0602,1900 JAMES ST,CRIMINAL MISCHIEF,1,169919
7/2/2022 12:00:00 AM,1326,1326,2500 ERIE BLVD E,FORGERY/COUNTERFEIT,0,169920
7/3/2022 12:00:00 AM,2250,1020,1500 FIRST NORTH ST,SIMPLE ASSAULT,0,169921
7/3/2022 12:00:00 AM,0020,0016,800 BEAR ST,SIMPLE ASSAULT,0,169922
7/3/2022 12:00:00 AM,0119,0119,100 DICKERSON ST,OFFN AGAINST FAMILY,0,169923
7/3/2022 12:00:00 AM,0137,0137,100 WOODBINE,OFFN AGAINST FAMILY,0,169924
7/3/2022 12:00:00 AM,0141,0141,500 FABIUS ST,SIMPLE ASSAULT,0,169925
7/3/2022 12:00:00 AM,0145,0145,300 S  CLINTON ST,SIMPLE ASSAULT,0,169926
7/3/2022 12:00:00 AM,0204,0204,3800 S  SALINA ST,POSSESSION/USE DANGEROUS WEAPONS,0,169927
7/3/2022 12:00:00 AM,0315,0315,300 CRAIG ST,CRIMINAL MISCHIEF,0,169928
7/3/2022 12:00:00 AM,0318,0318,300 FITCH ST,CRIMINAL MISCHIEF,0,169929
7/3/2022 12:00:00 AM,0545,0545,300 E  GLEN,SIMPLE ASSAULT,0,169930
7/3/2022 12:00:00 AM,0700,0704,1300 N  SALINA ST,SIMPLE ASSAULT,0,169931
7/3/2022 12:00:00 AM,2300,1021,300 ERIE ST,SIMPLE ASSAULT,0,169932
7/3/2022 12:00:00 AM,0200,1120,1700 MEADOWBROOK DR,CRIMINAL MISCHIEF,1,169933
7/3/2022 12:00:00 AM,1316,1316,100 BISHOP,CRIMINAL MISCHIEF,1,169934
7/3/2022 12:00:00 AM,1514,1514,200 SABINE ST,POSSESSION/USE DRUG,0,169935
7/3/2022 12:00:00 AM,1553,1553,200 CROLY ST,SIMPLE ASSAULT,0,169936
7/3/2022 12:00:00 AM,1815,1815,1000 W  GENESEE ST,CRIMINAL MISCHIEF,1,169937
7/3/2022 12:00:00 AM,1825,1830,100 MORGAN,SIMPLE ASSAULT,0,169938
7/3/2022 12:00:00 AM,1904,1904,1100 S  TOWNSEND ST,SIMPLE ASSAULT,0,169939
7/3/2022 12:00:00 AM,2020,2023,100 RONEY LN,SIMPLE ASSAULT,0,169940
7/3/2022 12:00:00 AM,2218,2218,300 N  MIDLER,CRIMINAL MISCHIEF,1,169941
7/3/2022 12:00:00 AM,2235,2235,200 E  COLVIN ST,SIMPLE ASSAULT,0,169942
7/3/2022 12:00:00 AM,1720,1720,1400 MIDLAND,SIMPLE ASSAULT,0,169943
7/3/2022 12:00:00 AM,1430,1430,100 BALLANTYNE RD,OFFN AGAINST FAMILY,0,169944
7/3/2022 12:00:00 AM,1830,1830,900 ERIE BLVD W,CRIMINAL MISCHIEF,1,169945
7/3/2022 12:00:00 AM,0311,0311,300 S  FRANKLIN ST,CRIMINAL MISCHIEF,1,169946
7/4/2022 12:00:00 AM,0004,0009,300 BEECHER ST,CRIMINAL MISCHIEF,0,169947
7/4/2022 12:00:00 AM,0257,0258,100 SHELDON AVE,CRIMINAL MISCHIEF,0,169948
7/4/2022 12:00:00 AM,0750,0751,300 SEVENTH NORTH ST,SIMPLE ASSAULT,0,169949
7/4/2022 12:00:00 AM,0839,0839,100 STAFFORD,OFFN AGAINST FAMILY,0,169950
7/4/2022 12:00:00 AM,0919,0919,400 BURT ST,SIMPLE ASSAULT,0,169951
7/4/2022 12:00:00 AM,0954,0954,400 WILKINSON ST,POSSESSION/USE DRUG,1,169952
7/4/2022 12:00:00 AM,1233,1233,1 DESTINY USA DR,OFFN AGAINST FAMILY,0,169953
7/4/2022 12:00:00 AM,1320,1325,300 BARNES,SIMPLE ASSAULT,0,169954
7/4/2022 12:00:00 AM,1559,1559,600 BEAR ST,FORGERY/COUNTERFEIT,0,169955
7/4/2022 12:00:00 AM,1915,1915,300 S  ALVORD ST,SIMPLE ASSAULT,0,169956
7/4/2022 12:00:00 AM,1948,1948,300 N  FRANKLIN ST,POSSESSION/USE DRUG,0,169957
7/4/2022 12:00:00 AM,1941,1941,900 PARK,SIMPLE ASSAULT,0,169958
7/4/2022 12:00:00 AM,2000,2005,800 BUTTERNUT ST,CRIMINAL MISCHIEF,1,169959
7/4/2022 12:00:00 AM,1947,1947,1200 W  BELDON,SIMPLE ASSAULT,0,169960
7/4/2022 12:00:00 AM,2159,2159,200 CROLY ST,SIMPLE ASSAULT,0,169961
7/4/2022 12:00:00 AM,2232,2232,100 RIVERDALE DR,SIMPLE ASSAULT,1,169962
7/4/2022 12:00:00 AM,2000,2309,900 NORTHWAY ST,SIMPLE ASSAULT,0,169963
7/4/2022 12:00:00 AM,2347,2347,300 CLAIRMONTE AVE,ALL OTHER OFFENSES,0,169964
7/4/2022 12:00:00 AM,1751,1751,300 RENWICK,OFFN AGAINST FAMILY,0,169965
7/4/2022 12:00:00 AM,1200,1200,1 DESTINY USA DR,SIMPLE ASSAULT,0,169966
7/4/2022 12:00:00 AM,1401,1401,1000 COL EILEEN COLLINS BLVD,FRAUD,0,169967
7/5/2022 12:00:00 AM,0001,0001,900 S  TOWNSEND ST,CRIMINAL MISCHIEF,1,169968
7/5/2022 12:00:00 AM,0019,0019,100 SCHNEIDER ST,POSSESSION/USE DANGEROUS WEAPONS,0,169969
7/5/2022 12:00:00 AM,0002,0002,0 MERRIMAN,CRIMINAL MISCHIEF,1,169970
7/5/2022 12:00:00 AM,0251,0251,300 SEYMOUR ST,CRIMINAL MISCHIEF,1,169971
7/5/2022 12:00:00 AM,0355,0355,400 TURTLE ST,SIMPLE ASSAULT,0,169972
7/5/2022 12:00:00 AM,0418,0418,1900 S  SALINA ST,CRIMINAL MISCHIEF,1,169973
7/5/2022 12:00:00 AM,0230,0420,100 W  BORDEN,POSSESSION/USE DANGEROUS WEAPONS,0,169974
7/5/2022 12:00:00 AM,0100,0405,200 MASSINA ST,POSSESSION/USE DANGEROUS WEAPONS,0,169975
7/5/2022 12:00:00 AM,0615,0715,100 HIGHLAND,SIMPLE ASSAULT,0,169976
7/5/2022 12:00:00 AM,0644,0644,700 JAMES ST,CRIMINAL MISCHIEF,0,169977
7/5/2022 12:00:00 AM,2240,0825,900 HIGHLAND ST,CRIMINAL MISCHIEF,0,169978
7/5/2022 12:00:00 AM,2300,0002,100 AMHERST,CRIMINAL MISCHIEF,1,169979
7/5/2022 12:00:00 AM,1420,1420,2800 JAMES ST,SIMPLE ASSAULT,0,169980
7/5/2022 12:00:00 AM,1458,1501,800 WOLF ST,SIMPLE ASSAULT,0,169981
7/5/2022 12:00:00 AM,1703,1703,200 OAKWOOD,CRIMINAL MISCHIEF,1,169982
7/5/2022 12:00:00 AM,1733,1733,1100 S  GEDDES ST,CRIMINAL MISCHIEF,0,169983
7/5/2022 12:00:00 AM,1824,1824,100 PAUL AVE,SIMPLE ASSAULT,0,169984
7/5/2022 12:00:00 AM,1828,1828,300 S  SALINA ST,OFFN AGAINST FAMILY,0,169985
7/5/2022 12:00:00 AM,1954,1954,200 BELLEVUE AVE,ALL OTHER OFFENSES,0,169986
7/5/2022 12:00:00 AM,2059,2059,300 W  BEARD,SIMPLE ASSAULT,0,169987
7/5/2022 12:00:00 AM,2100,2100,100 HUDSON ST,OFFN AGAINST FAMILY,0,169988
7/5/2022 12:00:00 AM,2210,2215,300 BEECHER ST,SIMPLE ASSAULT,0,169989
7/5/2022 12:00:00 AM,2332,2335,800 E  WILLOW ST,SIMPLE ASSAULT,0,169990
7/5/2022 12:00:00 AM,1200,1200,100 THURLOW DR,CRIMINAL MISCHIEF,1,169991
7/6/2022 12:00:00 AM,0133,0133,500 TURTLE ST,POSSESSION/USE DANGEROUS WEAPONS,0,169992
7/6/2022 12:00:00 AM,0340,0340,300 BEECHER ST,SIMPLE ASSAULT,0,169993
7/6/2022 12:00:00 AM,0635,0635,1400 N  STATE ST,OFFN AGAINST FAMILY,0,169994
7/6/2022 12:00:00 AM,0922,0922,500 WILKINSON ST,ALL OTHER OFFENSES,0,169995
7/6/2022 12:00:00 AM,1027,1130,500 OAKWOOD,ALL OTHER OFFENSES,0,169996
7/6/2022 12:00:00 AM,1204,1204,700 HICKORY ST,SIMPLE ASSAULT,0,169997
7/6/2022 12:00:00 AM,1240,1240,700 LEMOYNE,SIMPLE ASSAULT,0,169998
7/6/2022 12:00:00 AM,1303,1303,100 CLAIRE RD,FRAUD,0,169999
7/6/2022 12:00:00 AM,1311,1311,200 SENECA DR,OFFN AGAINST FAMILY,0,170000
7/6/2022 12:00:00 AM,1238,1238,1000 COL EILEEN COLLINS BLVD,SIMPLE ASSAULT,0,170001
7/6/2022 12:00:00 AM,1355,1355,500 GARFIELD,SIMPLE ASSAULT,0,170002
7/6/2022 12:00:00 AM,1441,1441,400 S  CLINTON ST,CRIMINAL MISCHIEF,1,170003
7/6/2022 12:00:00 AM,1400,1400,100 DEARBORN PL,STOLEN PROPERTY,0,170004
7/6/2022 12:00:00 AM,1522,1522,2500 ERIE BLVD E,SIMPLE ASSAULT,0,170005
7/6/2022 12:00:00 AM,1524,1524,100 FITCH ST,POSSESSION/USE DRUG,0,170006
7/6/2022 12:00:00 AM,1512,1558,200 W  LAFAYETTE,SIMPLE ASSAULT,0,170007
7/6/2022 12:00:00 AM,1728,1728,500 CORTLAND,SIMPLE ASSAULT,0,170008
7/6/2022 12:00:00 AM,1735,1735,1700 S  SALINA ST,SIMPLE ASSAULT,0,170009
7/6/2022 12:00:00 AM,1916,1916,1200 W  BELDEN,SIMPLE ASSAULT,0,170010
7/6/2022 12:00:00 AM,1928,1928,300 W  KENNEDY ST,SIMPLE ASSAULT,0,170011
7/6/2022 12:00:00 AM,1930,1930,100 S  LOWELL AVE,OFFN AGAINST FAMILY,0,170012
7/6/2022 12:00:00 AM,2135,2135,1300 S  STATE ST,SIMPLE ASSAULT,0,170013
7/6/2022 12:00:00 AM,2225,2225,100 LAFAYETTE RD,OFFN AGAINST FAMILY,0,170014
7/6/2022 12:00:00 AM,2335,2343,400 MIDLAND,CRIMINAL MISCHIEF,0,170015
7/6/2022 12:00:00 AM,0220,0220,200 S  GEDDES ST,CRIMINAL MISCHIEF,1,170016
7/6/2022 12:00:00 AM,1425,0636,200 WOODBINE AVE,OFFN AGAINST FAMILY,0,170017
7/6/2022 12:00:00 AM,1235,0638,2900 E  GENESEE ST,CRIMINAL MISCHIEF,0,170018
7/6/2022 12:00:00 AM,0007,0639,3000 E  GENESEE ST,CRIMINAL MISCHIEF,0,170019
7/7/2022 12:00:00 AM,0005,0005,300 BRUCE ST,ALL OTHER OFFENSES,0,170020
7/7/2022 12:00:00 AM,0130,0322,800 BUTTERNUT ST,SIMPLE ASSAULT,0,170021
7/7/2022 12:00:00 AM,2000,0710,600 W  ONONDAGA ST,SIMPLE ASSAULT,0,170022
7/7/2022 12:00:00 AM,1430,0700,600 E  DIVISION ST,CRIMINAL MISCHIEF,1,170023
7/7/2022 12:00:00 AM,0900,0900,300 LAFORTE AVE,ALL OTHER OFFENSES,0,170024
7/7/2022 12:00:00 AM,0928,0928,100 SEVENTH NORTH ST,ALL OTHER OFFENSES,0,170025
7/7/2022 12:00:00 AM,1105,1112,100 BEECHER ST,SIMPLE ASSAULT,0,170026
7/7/2022 12:00:00 AM,0137,1240,500 W  SENECA TPKE,OFFN AGAINST FAMILY,0,170027
7/7/2022 12:00:00 AM,1346,1346,100 JOSEPHINE ST,OFFN AGAINST FAMILY,0,170028
7/7/2022 12:00:00 AM,1438,1438,200 W  JEFFERSON ST,ALL OTHER OFFENSES,0,170029
7/7/2022 12:00:00 AM,1439,1439,300 ELM ST,SIMPLE ASSAULT,0,170030
7/7/2022 12:00:00 AM,1524,1524,700 JAMES ST,OFFN AGAINST FAMILY,0,170031
7/7/2022 12:00:00 AM,1400,1615,1100 MILTON,CRIMINAL MISCHIEF,1,170032
7/7/2022 12:00:00 AM,1708,1708,400 OSWEGO ST,POSSESSION/USE DANGEROUS WEAPONS,0,170033
7/7/2022 12:00:00 AM,1953,1953,100 MARSHALL ST,ALL OTHER OFFENSES,0,170034
7/7/2022 12:00:00 AM,2051,2051,100 FENWAY DR,SIMPLE ASSAULT,0,170035
7/7/2022 12:00:00 AM,2144,2144,900 JAMES ST,SIMPLE ASSAULT,0,170036
7/7/2022 12:00:00 AM,2200,2200,300 TOMPKINS ST,SIMPLE ASSAULT,1,170037
7/7/2022 12:00:00 AM,2330,2330,500 W  GENESEE ST,CRIMINAL MISCHIEF,1,170038
7/7/2022 12:00:00 AM,1955,2010,100 FORESTRY DR,CRIMINAL MISCHIEF,0,170039
7/7/2022 12:00:00 AM,0352,0352,800 BUTTERNUT ST,CRIMINAL MISCHIEF,1,170040
7/7/2022 12:00:00 AM,1500,1500,500 S  STATE ST,OFFN AGAINST FAMILY,0,170041
7/7/2022 12:00:00 AM,1830,1830,700 EMERSON,CRIMINAL MISCHIEF,1,170042
7/8/2022 12:00:00 AM,0149,0249,100 W  BEARD,SIMPLE ASSAULT,0,170043
7/8/2022 12:00:00 AM,0102,0102,300 BURT ST,POSSESSION/USE DANGEROUS WEAPONS,1,170044
7/8/2022 12:00:00 AM,0138,0138,300 S  CLINTON ST,SIMPLE ASSAULT,1,170045
7/8/2022 12:00:00 AM,0215,0227,200 RICHMOND,SIMPLE ASSAULT,0,170046
7/8/2022 12:00:00 AM,0235,0235,1000 BUTTERNUT ST,CRIMINAL MISCHIEF,1,170047
7/8/2022 12:00:00 AM,0426,0427,400 WESTMORELAND,SIMPLE ASSAULT,0,170048
7/8/2022 12:00:00 AM,0730,1300,200 ERIE ST,POSSESSION/USE DANGEROUS WEAPONS,0,170049
7/8/2022 12:00:00 AM,0915,0915,600 PARK,OFFN AGAINST FAMILY,0,170050
7/8/2022 12:00:00 AM,1030,1155,500 W  NEWELL ST,SIMPLE ASSAULT,0,170051
7/8/2022 12:00:00 AM,1159,1159,100 MILDRED,SIMPLE ASSAULT,0,170052
7/8/2022 12:00:00 AM,1304,1304,100 W  BORDEN,POSSESSION/USE DANGEROUS WEAPONS,0,170053
7/8/2022 12:00:00 AM,1317,1317,200 ASHDALE,SIMPLE ASSAULT,0,170054
7/8/2022 12:00:00 AM,1450,1456,300 W  ONONDAGA ST,SIMPLE ASSAULT,0,170055
7/8/2022 12:00:00 AM,1500,1500,600 E  DIVISION ST,POSSESSION/USE DANGEROUS WEAPONS,0,170056
7/8/2022 12:00:00 AM,1551,1551,100 FERNWOOD,CRIMINAL MISCHIEF,0,170057
7/8/2022 12:00:00 AM,1603,1605,100 GRAND,SIMPLE ASSAULT,0,170058
7/8/2022 12:00:00 AM,1625,1625,100 HARDING PL,CRIMINAL MISCHIEF,1,170059
7/8/2022 12:00:00 AM,1200,1900,1600 N  SALINA ST,CRIMINAL MISCHIEF,1,170060
7/8/2022 12:00:00 AM,2300,2300,100 DANFORTH TER,CRIMINAL MISCHIEF,1,170061
7/8/2022 12:00:00 AM,1500,1500,100 WOOD,FRAUD,0,170062
7/9/2022 12:00:00 AM,0000,0018,1500 S  GEDDES ST,SIMPLE ASSAULT,0,170063
7/9/2022 12:00:00 AM,0034,0034,300 N  CLINTON ST,CRIMINAL MISCHIEF,1,170064
7/9/2022 12:00:00 AM,0041,0041,100 GRAVES ST,POSSESSION/USE DANGEROUS WEAPONS,0,170065
7/9/2022 12:00:00 AM,0045,0045,300 BUTTERNUT ST,CRIMINAL MISCHIEF,1,170066
7/9/2022 12:00:00 AM,0100,0113,600 GIFFORD ST,SIMPLE ASSAULT,0,170067
7/9/2022 12:00:00 AM,0114,0114,200 LINCOLN,SIMPLE ASSAULT,0,170068
7/9/2022 12:00:00 AM,0130,0207,2900 MIDLAND,CRIMINAL MISCHIEF,0,170069
7/9/2022 12:00:00 AM,0326,0326,1800 E  FAYETTE ST,SIMPLE ASSAULT,0,170070
7/9/2022 12:00:00 AM,0331,0331,100 CRIPPEN PL,SIMPLE ASSAULT,0,170071
7/9/2022 12:00:00 AM,0440,0441,900 IVY RIDGE RD,CRIMINAL MISCHIEF,0,170072
7/9/2022 12:00:00 AM,0755,0755,400 HICKOK,SIMPLE ASSAULT,0,170073
7/9/2022 12:00:00 AM,0910,0913,100 WAINWRIGHT,SIMPLE ASSAULT,0,170074
7/9/2022 12:00:00 AM,1115,1128,300 SENECA DR,CRIMINAL MISCHIEF,0,170075
7/9/2022 12:00:00 AM,1200,1219,100 HUDSON ST,SIMPLE ASSAULT,0,170076
7/9/2022 12:00:00 AM,2300,1100,100 WILL,CRIMINAL MISCHIEF,1,170077
7/9/2022 12:00:00 AM,1430,1515,100 E  OSTRANDER,SIMPLE ASSAULT,0,170078
7/9/2022 12:00:00 AM,0000,1527,1100 PARK ST,CRIMINAL MISCHIEF,1,170079
7/9/2022 12:00:00 AM,1558,1558,300 W  OSTRANDER,POSSESSION/USE DANGEROUS WEAPONS,0,170080
7/9/2022 12:00:00 AM,1635,1635,300 GENESEE PKWY DR,FRAUD,0,170081
7/9/2022 12:00:00 AM,1729,1729,900 BUTTERNUT ST,SIMPLE ASSAULT,0,170082
7/9/2022 12:00:00 AM,1800,1833,800 MILTON,CRIMINAL MISCHIEF,0,170083
7/9/2022 12:00:00 AM,1931,1931,200 GRUMBACH AVE,SIMPLE ASSAULT,1,170084
7/9/2022 12:00:00 AM,1935,1940,600 JAMES ST,OFFN AGAINST FAMILY,0,170085
7/9/2022 12:00:00 AM,2034,2034,100 MILNOR,CRIMINAL MISCHIEF,0,170086
7/9/2022 12:00:00 AM,2030,2030,500 LEMOYNE,PROSTITUTION PATRON/PROMOTING,0,170087
7/9/2022 12:00:00 AM,2205,2209,600 WOLF ST,POSSESSION/USE DANGEROUS WEAPONS,0,170088
7/9/2022 12:00:00 AM,2200,2220,100 W  BRIGHTON,SIMPLE ASSAULT,0,170089
7/9/2022 12:00:00 AM,2320,2320,200 HALL,POSSESSION/USE DANGEROUS WEAPONS,0,170090
